iteration(key)	values
5000 (returns)	10.888	-4.285	7.507	10.292	27.214	3.607	10.283	-0.681	17.378	11.834
10000 (returns)	29.178	118.734	68.626	10.242	26.298	5.687	5.065	23.789	3.532	6.128
15000 (returns)	40.351	44.375	33.130	95.554	33.159	113.022	181.550	250.205	23.441	141.953
20000 (returns)	250.146	255.106	27.604	380.838	186.492	304.402	128.440	446.964	151.233	206.657
25000 (returns)	415.604	286.699	112.341	299.149	255.624	7.045	263.327	198.040	247.305	215.232
30000 (returns)	344.553	72.223	245.850	339.643	206.163	349.182	173.826	321.417	464.629	498.115
35000 (returns)	326.917	280.819	348.440	59.773	32.124	271.399	179.694	246.595	385.735	299.946
40000 (returns)	195.341	444.505	531.832	211.696	311.544	331.057	269.533	90.829	355.169	186.575
45000 (returns)	174.039	101.628	519.272	413.776	402.730	318.176	327.027	350.848	331.376	420.061
50000 (returns)	400.502	377.039	349.888	261.858	421.522	352.406	301.268	69.543	511.346	355.300
55000 (returns)	359.635	48.004	252.160	295.667	305.724	225.547	351.372	361.769	415.003	291.258
60000 (returns)	351.766	472.019	363.748	491.574	101.487	371.005	331.669	409.835	440.070	438.096
65000 (returns)	372.515	363.695	368.181	335.264	316.853	376.320	327.065	280.139	93.569	444.472
70000 (returns)	367.340	284.343	496.307	252.685	400.194	361.743	368.456	377.147	435.942	369.081
75000 (returns)	378.875	569.656	342.932	499.182	373.027	368.557	278.418	297.524	413.940	348.978
80000 (returns)	423.447	367.793	445.731	410.136	310.539	330.817	408.177	390.399	359.614	341.065
85000 (returns)	342.644	351.134	361.894	501.876	228.008	451.385	441.337	354.417	475.094	326.247
90000 (returns)	478.096	391.398	292.361	556.432	405.947	463.716	258.766	428.336	456.111	512.338
95000 (returns)	282.561	407.131	318.243	396.841	371.810	423.406	390.391	496.100	458.759	405.004
100000 (returns)	376.313	332.264	412.340	268.363	446.757	453.990	463.090	530.656	455.316	377.493
105000 (returns)	334.290	476.942	422.301	408.168	391.989	445.035	491.878	434.550	625.503	345.677
110000 (returns)	638.337	578.556	573.910	379.922	478.750	609.931	671.786	383.430	604.598	556.193
115000 (returns)	511.100	556.141	465.220	629.224	484.968	580.407	512.717	615.066	551.553	397.516
120000 (returns)	820.084	495.390	743.030	511.768	650.194	560.882	626.086	596.090	307.593	547.687
125000 (returns)	686.169	701.954	681.676	682.644	592.268	526.858	465.264	610.523	485.732	627.109
130000 (returns)	577.203	633.204	683.707	766.796	862.934	699.225	748.229	801.552	711.819	806.178
135000 (returns)	629.748	830.725	273.701	485.429	594.620	833.956	647.723	738.405	701.159	851.983
140000 (returns)	849.397	811.127	764.589	787.282	870.981	706.326	655.491	530.256	701.245	558.280
145000 (returns)	802.621	828.677	713.291	541.100	696.083	661.393	824.253	925.010	913.220	761.838
150000 (returns)	738.693	1112.053	1295.473	934.098	1281.141	748.239	813.569	1055.743	962.742	1655.778
155000 (returns)	567.623	891.445	895.100	862.492	952.511	599.977	828.295	1041.648	606.367	766.086
160000 (returns)	850.050	858.527	862.225	1441.331	598.428	747.431	1016.023	1018.565	840.653	871.029
165000 (returns)	1176.239	821.497	832.441	825.802	247.069	1046.960	1067.959	1378.642	954.752	1063.954
170000 (returns)	975.938	1146.346	792.380	1400.014	985.687	1163.527	735.297	981.993	897.603	864.929
175000 (returns)	720.508	990.309	997.824	676.173	1289.295	1051.680	1129.398	1360.530	948.301	694.961
180000 (returns)	762.503	778.250	869.368	1209.013	1027.579	1034.393	1272.810	1353.143	1120.198	697.113
185000 (returns)	919.709	1538.565	853.541	948.781	890.120	1113.201	815.217	956.968	856.091	706.996
190000 (returns)	896.674	910.646	856.950	696.778	1336.140	760.802	1010.196	410.214	648.931	837.565
195000 (returns)	1046.142	926.143	1447.631	1297.292	973.618	678.321	514.733	913.219	897.216	714.845
200000 (returns)	1439.795	1203.566	1051.346	816.109	862.756	869.791	970.716	1018.694	2562.886	1577.006
205000 (returns)	961.260	2277.257	1206.095	1142.901	1002.576	1142.765	713.204	1762.782	1402.218	1002.165
210000 (returns)	1316.288	1172.336	1325.911	945.878	755.961	1757.394	915.518	881.551	952.983	1041.866
215000 (returns)	1144.437	1049.124	1593.893	2116.062	1168.384	794.898	860.955	658.233	626.889	1212.044
220000 (returns)	1258.184	1297.150	959.618	791.500	763.411	1134.572	1214.960	1603.728	1383.522	1037.645
225000 (returns)	2474.956	1353.892	1551.578	2149.024	1124.801	1414.123	1933.253	1320.484	842.586	1004.329
230000 (returns)	953.883	1067.347	1525.882	830.878	1336.650	850.701	865.407	963.313	2312.969	1037.601
235000 (returns)	1784.093	1813.206	1518.808	1977.767	1202.347	785.701	1138.415	650.511	1109.443	686.505
240000 (returns)	1392.607	1088.882	1701.910	942.068	720.538	1272.423	882.017	1324.514	1083.799	1318.402
245000 (returns)	733.694	1069.708	736.566	790.721	1814.517	2553.668	714.491	2272.345	376.144	1081.768
250000 (returns)	3390.852	1151.099	1103.996	1490.078	1109.489	788.558	1375.113	1673.996	1874.368	975.889
255000 (returns)	1231.747	1453.489	911.556	1110.231	1296.702	882.826	2436.624	1476.527	1130.321	1180.679
260000 (returns)	1192.082	1072.895	1744.311	1593.471	1519.869	989.655	819.607	1672.864	1909.680	1290.826
265000 (returns)	1271.619	878.875	739.085	1300.794	1544.799	1269.371	1506.757	772.453	2070.363	1205.384
