iteration(key)	values
2750000 (returns)	39500.000	10100.000	15300.000	4900.000	15300.000	15300.000	19800.000	19800.000	12100.000	14300.000	39500.000	39500.000	39500.000	10100.000	4900.000	19800.000	17600.000	19800.000	12100.000	12100.000	10100.000	12100.000	12100.000	10100.000	12100.000	19800.000	15000.000	15000.000	15300.000	12100.000	15000.000	15300.000	41000.000	15300.000	12100.000	10100.000	12100.000	12100.000	20400.000	19800.000	39500.000	15300.000	13200.000	15000.000	15300.000	11500.000	15700.000	15300.000	19800.000	15300.000	15300.000	12100.000	19800.000	39500.000	19800.000	12100.000	19800.000	15000.000	16200.000	25900.000	19800.000	15300.000	19800.000	39500.000	12100.000	19800.000	15300.000	19800.000	15300.000	11900.000	12100.000	19800.000	10600.000	19800.000	14600.000	12100.000	19800.000	15000.000	19800.000	15000.000	15000.000	19800.000	12100.000	12100.000	8100.000	15300.000	15300.000	19800.000
3000000 (returns)	5300.000	5300.000	6800.000	5300.000	8500.000	9300.000	9600.000	6300.000	3200.000	8500.000	6300.000	8500.000	4000.000	4000.000	9300.000	3200.000	9300.000	9300.000	6300.000	7700.000	6300.000	5300.000	9300.000	7700.000	7700.000	9300.000	8500.000	7700.000	6300.000	4000.000	6300.000	4000.000	5300.000	9300.000	7700.000	7700.000	8500.000	4000.000	7700.000	6300.000	3200.000	6300.000	5300.000	5300.000	5300.000	12000.000	7700.000	8500.000	8500.000	9300.000	6300.000	4000.000	8500.000	5300.000	14000.000	7700.000	4000.000	6300.000	7700.000	5300.000	8500.000	4000.000	8500.000	9300.000	8500.000	9300.000	8200.000	9300.000	5300.000	9300.000	5300.000	5300.000	7700.000	8500.000	5300.000	5300.000	5300.000	8500.000	4000.000	5300.000	8500.000	5300.000	7700.000	6300.000	9300.000	9300.000	5300.000	9300.000	8500.000	5300.000	5300.000	4000.000	7700.000	5300.000	6300.000	5300.000	5300.000	5300.000	5300.000	9300.000	5300.000	4000.000	9300.000	6300.000	8500.000	7700.000	5300.000	9300.000	5300.000	6300.000	9300.000	8500.000	9300.000	9300.000	9300.000	8500.000	7700.000	3200.000	6300.000	8500.000	5300.000	3200.000	9300.000	8500.000	9300.000	9300.000	9300.000	6800.000	9300.000	5300.000	7200.000	5300.000	7700.000	5300.000	6300.000	8500.000	9300.000	8500.000	3200.000	4000.000	9300.000	4000.000	5300.000	8500.000	9300.000	9300.000	4000.000	6300.000	5300.000	6300.000	9300.000	7700.000	5300.000	6300.000	7700.000	8500.000	4000.000	5300.000
3250000 (returns)	7600.000	5700.000	7600.000	7600.000	7600.000	8500.000	8500.000	4500.000	7600.000	5700.000	7600.000	4500.000	8500.000	8500.000	5700.000	8500.000	5700.000	4500.000	8500.000	7600.000	4500.000	4500.000	8500.000	8500.000	7600.000	7600.000	8500.000	7600.000	8500.000	5700.000	4500.000	4500.000	5700.000	4500.000	4500.000	6400.000	8500.000	7600.000	8500.000	8500.000	4500.000	5700.000	5700.000	8500.000	4500.000	8500.000	8500.000	7600.000	7600.000	7600.000	6400.000	5700.000	5600.000	5700.000	4500.000	8500.000	4500.000	5700.000	5700.000	4500.000	5700.000	4500.000	7600.000	4500.000	4500.000	7600.000	4100.000	4500.000	5700.000	5700.000	7600.000	5700.000	4500.000	8500.000	8500.000	5700.000	4500.000	5800.000	7800.000	8400.000	7600.000	8500.000	7600.000	7600.000	4500.000	5700.000	4500.000	5700.000	7600.000	6400.000	7600.000	4500.000	4500.000	4500.000	5700.000	4500.000	4500.000	5700.000	8500.000	8500.000	7600.000	5700.000	5700.000	8500.000	7600.000	5700.000	4500.000	6400.000	5700.000	8500.000	10600.000	5700.000	4500.000	8500.000	5700.000	4500.000	7600.000	5700.000	4500.000	4500.000	7600.000	5700.000	4500.000	7600.000	4500.000	7600.000	8500.000	5700.000	7600.000	8500.000	7600.000	7600.000	7600.000	7600.000	8500.000	7600.000	4500.000	8500.000	8500.000	7600.000	5700.000	8500.000	4500.000	4500.000	4500.000	8500.000	4500.000	8500.000	4500.000	8500.000	5700.000	5700.000	4500.000
3500000 (returns)	7200.000	7200.000	4600.000	7200.000	3800.000	7200.000	7200.000	3800.000	8400.000	7200.000	4300.000	7200.000	6700.000	6700.000	3800.000	6700.000	7200.000	4300.000	3800.000	4300.000	7200.000	3800.000	4300.000	3800.000	3800.000	6700.000	3800.000	6700.000	4300.000	6700.000	7200.000	7200.000	6700.000	7200.000	7200.000	4300.000	7200.000	6700.000	6700.000	6700.000	6700.000	3800.000	4300.000	4300.000	6700.000	3800.000	7200.000	10400.000	4300.000	3800.000	4300.000	3800.000	6700.000	4300.000	3800.000	3800.000	4300.000	4300.000	6700.000	7200.000	4300.000	4300.000	4300.000	7200.000	3800.000	6700.000	4300.000	4300.000	7200.000	3800.000	4500.000	6700.000	7200.000	4300.000	7700.000	4300.000	4300.000	4300.000	4300.000	4300.000	6700.000	4300.000	6700.000	7200.000	3800.000	7200.000	6700.000	3800.000	6700.000	4300.000	6700.000	4300.000	3800.000	7200.000	3800.000	6700.000	3800.000	4300.000	6700.000	3800.000	7200.000	7200.000	7200.000	3800.000	4800.000	4300.000	4300.000	7200.000	4300.000	4300.000	4300.000	4000.000	4300.000	4300.000	6700.000	6700.000	3800.000	4300.000	4300.000	3800.000	4900.000	6700.000	7200.000	6700.000	6700.000	6700.000	4300.000	3800.000	3800.000	3800.000	5000.000	4300.000	7200.000	3800.000	4300.000	3800.000	7200.000	6700.000	7200.000	4300.000	6700.000	3800.000	7200.000	6700.000	4300.000	4300.000	6700.000	3800.000	5800.000	3200.000	7200.000	7200.000	3800.000	4300.000	4300.000	7200.000	7200.000	4300.000	4300.000	4300.000	3800.000	4300.000	7200.000	4300.000	7200.000	3800.000	4300.000	7200.000	7200.000	6700.000	3800.000	6700.000	7200.000	3800.000	4300.000	3800.000	7200.000	6700.000	3800.000	4300.000	7200.000	4300.000
3750000 (returns)	2200.000	2200.000	2200.000	10000.000	2200.000	2200.000	4700.000	4700.000	12200.000	2200.000	4700.000	2200.000	2200.000	2200.000	2200.000	12200.000	12200.000	2200.000	12200.000	16600.000	2200.000	12200.000	4700.000	2200.000	4700.000	2200.000	4700.000	2200.000	2200.000	2200.000	12200.000	12200.000	4700.000	12200.000	2200.000	4700.000	4700.000	2200.000	2200.000	2200.000	4700.000	2200.000	12200.000	2200.000	4700.000	2200.000	2200.000	2200.000	4700.000	2200.000	4300.000	2200.000	2200.000	12200.000	2200.000	12200.000	4700.000	4700.000	2200.000	2200.000	2200.000	2200.000	4700.000	12200.000	12200.000	12200.000	2200.000	2200.000	4700.000	2200.000	2200.000	2200.000	2600.000	12200.000	2200.000	4700.000	12200.000	2200.000	12200.000	2200.000	2200.000	2200.000	4700.000	12200.000	2200.000	2200.000	2200.000	2200.000	12200.000	2200.000	12200.000	3800.000	2200.000	4700.000	12200.000	12200.000	4700.000	4700.000	2200.000	12200.000	12200.000	12200.000	4700.000	4700.000	4700.000	2200.000	4700.000	12200.000	2200.000	2200.000	12200.000	2200.000	2200.000	4700.000	2200.000	2200.000	4700.000	2200.000	2200.000	4700.000	2200.000	12200.000	4700.000	2200.000	2200.000	2100.000	4700.000	2200.000	2200.000	12200.000	2200.000	2200.000	2200.000	2200.000	4000.000	2200.000	2200.000	4700.000	12200.000	12200.000	2200.000	10700.000	2200.000	12200.000	4700.000	4700.000	4700.000	2200.000	4700.000	12200.000	4700.000	12200.000	2200.000	2200.000	12200.000	12200.000	4700.000	12200.000	4700.000	12200.000	12200.000	4700.000	2200.000	2200.000	4700.000	12200.000	4700.000	2200.000	2200.000	2200.000	2200.000	2200.000	2200.000	4700.000	4700.000	9300.000	4700.000	4700.000	4700.000	4700.000	12200.000	4700.000	2200.000	4700.000	2200.000	2200.000	12200.000	4700.000	9500.000	2200.000	4700.000	2200.000	2200.000	4700.000	12200.000	4700.000	2200.000	2200.000
4000000 (returns)	49200.000	25200.000	56500.000	56500.000	56500.000	36000.000	25600.000	26200.000	38600.000	25200.000	18100.000	39500.000	38600.000	38600.000	49200.000	49200.000	36000.000	49200.000	38600.000	38600.000	36000.000	24300.000	37100.000	41200.000	24000.000	15700.000	36000.000	38600.000	39900.000	24100.000	56500.000	35600.000	49200.000	49200.000	49200.000	49200.000	36000.000	32100.000	38600.000	38600.000	38600.000	78100.000	36000.000	42200.000	49200.000	36000.000	36000.000	38600.000	20600.000	36000.000	38600.000	38600.000
4250000 (returns)	16100.000	24400.000	24400.000	33600.000	16100.000	8400.000	24400.000	24400.000	6200.000	19300.000	24400.000	8400.000	16100.000	8400.000	16100.000	21000.000	8400.000	23900.000	16100.000	16100.000	16100.000	8400.000	19300.000	8400.000	16100.000	21000.000	24400.000	8400.000	19300.000	8400.000	21000.000	24400.000	8400.000	19300.000	8400.000	21000.000	21000.000	24400.000	19300.000	24400.000	16100.000	16100.000	16100.000	8400.000	8400.000	19300.000	8400.000	8400.000	19300.000	16100.000	8400.000	8400.000	24400.000	24400.000	24400.000	16100.000	16100.000	19300.000	24400.000	21000.000	8400.000	8400.000	24400.000	24400.000	16100.000	8200.000	24400.000	15900.000	8400.000	16100.000	21000.000	8400.000	8400.000	14200.000	8400.000	19300.000	19300.000	8400.000	19300.000	6200.000	24400.000	21000.000	8400.000	19300.000	16100.000	19300.000	16100.000	19300.000	19300.000	8400.000	16100.000	8400.000	19300.000	8400.000	16100.000	19300.000	24400.000	9000.000	24400.000	8400.000	8400.000
4500000 (returns)	2200.000	4000.000	4000.000	2200.000	4000.000	2000.000	4200.000	4000.000	2000.000	4000.000	2200.000	2200.000	2000.000	2000.000	2200.000	4200.000	2000.000	2200.000	2200.000	4200.000	4200.000	4200.000	2000.000	2000.000	4000.000	2200.000	2200.000	2200.000	2000.000	4200.000	2200.000	2200.000	4200.000	2200.000	4000.000	2200.000	4000.000	2200.000	4200.000	4200.000	4200.000	4200.000	2000.000	2000.000	4000.000	2000.000	2200.000	4000.000	2200.000	2000.000	4200.000	4200.000	4000.000	4000.000	4000.000	2200.000	4200.000	2200.000	2000.000	4200.000	2200.000	4000.000	4200.000	4200.000	4000.000	2200.000	2000.000	2200.000	4000.000	2200.000	4000.000	4000.000	4000.000	4200.000	2200.000	4000.000	2200.000	2200.000	4000.000	2200.000	4000.000	2200.000	2200.000	2200.000	4000.000	2200.000	2200.000	4000.000	4200.000	4200.000	4000.000	4200.000	2000.000	2200.000	4200.000	2000.000	4200.000	2200.000	4200.000	4000.000	2200.000	4200.000	2200.000	4200.000	2200.000	2200.000	2000.000	4200.000	4200.000	4000.000	4000.000	4200.000	2000.000	4000.000	4000.000	2000.000	2200.000	2200.000	2000.000	4200.000	4200.000	2000.000	4000.000	4200.000	2200.000	2200.000	2200.000	2000.000	4200.000	2200.000	2200.000	2200.000	4200.000	4200.000	4000.000	4200.000	2000.000	2200.000	7300.000	2000.000	4200.000	2200.000	4000.000	4000.000	4000.000	2000.000	2000.000	2000.000	2200.000	2000.000	4000.000	4200.000	2200.000	4200.000	2200.000	4200.000	4200.000	4200.000	2000.000	2200.000	4200.000	2200.000	4200.000	3600.000	2000.000	2000.000	2000.000	2200.000	2000.000	4200.000	4000.000	4200.000	2200.000	2000.000	2200.000	4000.000	4200.000	2200.000	2000.000	2000.000	4200.000	4200.000	2200.000	2000.000	4000.000	4200.000	4200.000	2200.000	4000.000	4000.000	4000.000	4000.000	4200.000	2200.000	4200.000	2000.000	4000.000	5800.000	2000.000	2200.000	4000.000	4200.000	2200.000	4000.000	2000.000	2000.000	2000.000	2000.000	2200.000	2000.000	4000.000	5200.000	2200.000	4000.000	2000.000	2200.000	4000.000	2000.000	2000.000	2000.000	4000.000	2200.000	4000.000	4000.000	2200.000	2200.000	4000.000	4000.000	2200.000	4200.000	4200.000	4200.000	4000.000	2000.000	4200.000	2200.000	4000.000	4000.000	2000.000	4200.000	2000.000	2200.000	4000.000	2200.000	4200.000	4000.000	4000.000	4000.000	2000.000	2200.000	4000.000	4000.000	4200.000	2000.000	4000.000	4000.000
4750000 (returns)	17300.000	13800.000	6500.000	6500.000	13800.000	6500.000	17300.000	9200.000	13800.000	8200.000	6500.000	8200.000	21600.000	8200.000	8800.000	8200.000	6500.000	17300.000	6500.000	6500.000	13800.000	17300.000	6500.000	6500.000	8200.000	17300.000	6500.000	8000.000	6500.000	13100.000	26700.000	6500.000	4700.000	13800.000	6500.000	6500.000	13800.000	6500.000	6500.000	6500.000	6500.000	8200.000	7300.000	6500.000	8200.000	8200.000	6500.000	13800.000	6500.000	17300.000	17300.000	6500.000	13800.000	19600.000	17300.000	8200.000	17300.000	17300.000	13800.000	17300.000	8200.000	17300.000	13800.000	13800.000	17300.000	13800.000	8200.000	11800.000	13800.000	6400.000	17300.000	8200.000	13800.000	13700.000	17300.000	17300.000	8200.000	17300.000	6500.000	17300.000	17300.000	8200.000	13800.000	8200.000	17300.000	6500.000	8200.000	6500.000	6500.000	6500.000	17300.000	17300.000	13800.000	8200.000	6500.000	8200.000	6500.000	6500.000	13800.000	13800.000	8200.000	6500.000	6500.000	8200.000	8200.000	17300.000	6500.000	8200.000	13800.000	13800.000	8200.000	6500.000	8200.000	13800.000	8200.000	6500.000	17300.000	17300.000	6500.000	17300.000	8200.000	13800.000	8200.000	6500.000	6500.000	8200.000	6500.000	13800.000	8200.000	6500.000	13800.000
5000000 (returns)	11700.000	20100.000	11700.000	11900.000	29000.000	48100.000	20100.000	23500.000	29000.000	15000.000	29000.000	7700.000	11700.000	23500.000	11900.000	7700.000	25100.000	29000.000	23500.000	29000.000	29000.000	35100.000	20100.000	11700.000	11700.000	29000.000	20100.000	20100.000	11700.000	25100.000	12300.000	25100.000	23500.000	11700.000	29000.000	9500.000	11700.000	29700.000	25100.000	23500.000	20100.000	11900.000	23500.000	23500.000	25100.000	27500.000	25100.000	23500.000	23500.000	23500.000	11900.000	11700.000	22500.000	29000.000	11900.000	25100.000	27200.000	29000.000	25100.000	23500.000	41900.000	20100.000	29000.000	20100.000	14100.000	20100.000	27400.000	23500.000	18100.000	20100.000	20100.000	23500.000
5250000 (returns)	35000.000	12200.000	12600.000	11200.000	35000.000	12200.000	8800.000	54100.000	8800.000	20500.000	11200.000	8800.000	8800.000	12300.000	8800.000	11200.000	19800.000	35000.000	8800.000	12100.000	35000.000	12200.000	35000.000	41800.000	35000.000	12200.000	35000.000	11200.000	36700.000	12200.000	12200.000	8800.000	19800.000	12200.000	8800.000	8800.000	17600.000	8800.000	12200.000	26000.000	35000.000	35000.000	31800.000	35000.000	11200.000	11200.000	35000.000	11200.000	8800.000	8800.000	8800.000	27700.000	8800.000	11200.000	52300.000	8800.000	12200.000	35000.000	8800.000	11200.000	11200.000	12200.000	12200.000	35000.000	11200.000	12200.000	8800.000	8800.000	11200.000	12200.000	12200.000	12200.000	8800.000	12200.000	35000.000	12200.000	35000.000	8800.000	11200.000	35800.000	12200.000	35000.000	35000.000	12200.000	19100.000	8800.000
5500000 (returns)	34600.000	17700.000	59300.000	34600.000	5700.000	31000.000	16700.000	5700.000	16700.000	31000.000	5700.000	40400.000	17700.000	17700.000	59300.000	31000.000	5700.000	26900.000	34600.000	34600.000	16700.000	17700.000	18500.000	27800.000	17700.000	30200.000	16700.000	59100.000	5700.000	31000.000	59300.000	16700.000	16700.000	16700.000	17700.000	34600.000	17700.000	49400.000	72300.000	17700.000	16700.000	21700.000	16700.000	8400.000	40400.000	59300.000	16700.000	26800.000	31000.000	17700.000	59300.000	31000.000	17700.000	31000.000	59300.000	17700.000	17700.000	16700.000	16700.000	18800.000	31000.000	21900.000	17700.000	34600.000	31000.000	18700.000	40400.000	17700.000	5700.000	59300.000
5750000 (returns)	8600.000	34300.000	37100.000	8600.000	21700.000	28800.000	8600.000	37100.000	3900.000	47100.000	37100.000	34300.000	37300.000	21700.000	8600.000	40600.000	21700.000	21700.000	21700.000	26600.000	34300.000	34300.000	21700.000	11900.000	34300.000	8600.000	37100.000	31500.000	34300.000	37100.000	21700.000	34300.000	8600.000	8600.000	21700.000	8600.000	8600.000	29700.000	37100.000	8600.000	21700.000	37100.000	34300.000	34300.000	34300.000	34300.000	37100.000	37100.000	34300.000	8600.000	29700.000	21700.000	34300.000	21700.000	21700.000	21700.000	34300.000	37100.000	21700.000	10500.000	34300.000	21700.000	34300.000	37100.000	37100.000	8600.000	21700.000
6000000 (returns)	36000.000	29400.000	18900.000	50500.000	36000.000	36000.000	27400.000	29400.000	36000.000	18900.000	36000.000	40100.000	36000.000	36000.000	37100.000	36000.000	29400.000	29400.000	36000.000	36100.000	18900.000	18900.000	29400.000	18900.000	29400.000	18900.000	36000.000	27700.000	36000.000	23400.000	36000.000	21600.000	49800.000	36000.000	18900.000	49800.000	36000.000	18900.000	49800.000	18900.000	36000.000	49200.000	29400.000	18900.000	38900.000	29400.000	18900.000	22300.000	36000.000	39700.000	18900.000	18900.000	49800.000	43300.000	18900.000
6250000 (returns)	33800.000	44300.000	62600.000	44300.000	62600.000	62600.000	10800.000	44300.000	62600.000	33800.000	62600.000	10800.000	10800.000	33800.000	46900.000	33800.000	64400.000	44300.000	62600.000	33800.000	10800.000	62600.000	65100.000	44600.000	62600.000	10800.000	44300.000	44300.000	62600.000	44300.000	14400.000	68500.000	62600.000	53800.000	62600.000	62600.000	44300.000	44300.000	10800.000	10800.000	10800.000	33800.000	44300.000	56700.000	33800.000	36800.000	64300.000	33800.000	62600.000	33100.000
6500000 (returns)	19700.000	47800.000	19700.000	47800.000	47800.000	16200.000	7100.000	29000.000	7100.000	16200.000	19700.000	7100.000	7100.000	7100.000	7100.000	19700.000	7100.000	19700.000	7100.000	16200.000	16200.000	19700.000	19700.000	7100.000	47800.000	19700.000	47800.000	16200.000	48900.000	38000.000	16200.000	16200.000	16200.000	16200.000	7100.000	7100.000	32300.000	47800.000	47800.000	7100.000	16200.000	7500.000	47800.000	19700.000	7100.000	19700.000	19700.000	7300.000	47800.000	47800.000	47800.000	19700.000	16200.000	7100.000	19700.000	42900.000	19700.000	47800.000	19700.000	7100.000	7100.000	47800.000	10600.000	7100.000	13500.000	7100.000	16200.000	19700.000	19700.000	47800.000	47800.000	7100.000	16200.000	16200.000	16200.000	16200.000	16200.000	16200.000	16200.000	19700.000	16200.000
6750000 (returns)	32300.000	9400.000	39800.000	20100.000	13700.000	39800.000	39800.000	18100.000	32300.000	20100.000	20100.000	20100.000	20100.000	32300.000	9400.000	39700.000	32300.000	9400.000	39800.000	20100.000	9400.000	39800.000	20100.000	9400.000	13800.000	29700.000	32300.000	9400.000	32300.000	20100.000	20100.000	20100.000	39800.000	32300.000	20100.000	9200.000	39800.000	20100.000	32300.000	20100.000	32300.000	32300.000	32300.000	32300.000	32300.000	9400.000	9400.000	39800.000	9400.000	39800.000	32300.000	9400.000	32300.000	9400.000	45800.000	9400.000	20100.000	38900.000	32300.000	32300.000	40100.000	17200.000	39800.000	9400.000	32300.000	17100.000	39800.000	9400.000
7000000 (returns)	51200.000	31600.000	69400.000	48900.000	31600.000	49100.000	75600.000	69400.000	75600.000	48900.000	75600.000	48900.000	12200.000	64300.000	48900.000	12200.000	12200.000	48900.000	48900.000	12200.000	12200.000	12200.000	69400.000	48900.000	71600.000	48900.000	48900.000	12200.000	59600.000	50400.000	69400.000	12200.000	75600.000	75600.000	48900.000	69400.000	12200.000	12200.000	75600.000	69400.000	12200.000	48900.000	48900.000	36400.000	73800.000	31600.000
7250000 (returns)	87600.000	59000.000	81900.000	96900.000	72700.000	87600.000	81900.000	87600.000	81900.000	96000.000	81900.000	87600.000	81900.000	85000.000	79800.000	77600.000	96900.000	87600.000	81900.000	87600.000	50900.000	42600.000	81900.000	59000.000	87600.000	81900.000	86300.000	96900.000	87600.000
7500000 (returns)	25700.000	46600.000	46600.000	22200.000	22200.000	22200.000	48100.000	22200.000	22200.000	48800.000	62600.000	45400.000	45200.000	62600.000	22200.000	62600.000	45400.000	62600.000	62600.000	84800.000	75900.000	46600.000	59100.000	22200.000	46600.000	46600.000	47900.000	46600.000	62600.000	45400.000	41100.000	22200.000	49600.000	13800.000	46600.000	45400.000	62600.000	62600.000	75200.000	46600.000	62600.000	32400.000	40700.000	24100.000	46600.000
7750000 (returns)	19900.000	35100.000	76800.000	19900.000	69600.000	34900.000	41100.000	35100.000	34900.000	35100.000	19900.000	34900.000	60100.000	64500.000	35100.000	34900.000	64500.000	19900.000	64500.000	64500.000	34900.000	19900.000	19900.000	19900.000	35100.000	34900.000	19900.000	34900.000	19900.000	34900.000	19900.000	19900.000	35100.000	35100.000	64500.000	35100.000	64500.000	19900.000	64500.000	19900.000	34900.000	35100.000	64500.000	19900.000	34900.000	46600.000	19900.000	19900.000	35100.000	64500.000	46600.000	25000.000	34900.000	39400.000
8000000 (returns)	415800.000	65500.000	42600.000	99700.000	51800.000	78000.000	42100.000	68900.000	99700.000	68900.000	65500.000	68900.000	137300.000	45100.000	65500.000	98600.000	42600.000	42600.000	97500.000	41600.000	65500.000	99700.000	262300.000	65500.000	42600.000
8250000 (returns)	66300.000	39700.000	170600.000	83000.000	47000.000	15100.000	66300.000	53400.000	47100.000	422700.000	69700.000	33600.000	330700.000	33600.000	66300.000	33600.000	33600.000	422800.000	166800.000	41900.000	66300.000	39700.000
8500000 (returns)	45000.000	53000.000	964300.000	79700.000	293900.000	79700.000	79700.000	326900.000	45000.000	79700.000	45000.000	57200.000	45000.000	313400.000
8750000 (returns)	176600.000	414200.000	637600.000	89400.000	202200.000	238300.000	327300.000
9000000 (returns)	2898100.000	128200.000	118100.000	31900.000	31900.000
9250000 (returns)	2817200.000
9500000 (returns)	2821200.000
9750000 (returns)	2781000.000
10000000 (returns)	28000.000	2569700.000
10250000 (returns)	37700.000	2806500.000
10500000 (returns)	2727100.000
10750000 (returns)	2734200.000
11000000 (returns)	2710400.000
11250000 (returns)	2581600.000
11500000 (returns)	2593900.000
11750000 (returns)	2768200.000
12000000 (returns)	2358400.000
12250000 (returns)	2755800.000	38200.000
12500000 (returns)	2817500.000
12750000 (returns)	2699900.000
13000000 (returns)	2756400.000	33500.000
13250000 (returns)	2516400.000
13500000 (returns)	2755800.000
13750000 (returns)	2684900.000
14000000 (returns)	2474100.000
14250000 (returns)	2708300.000	33600.000
14500000 (returns)	2700700.000
14750000 (returns)	2700000.000
15000000 (returns)	2613600.000	32100.000
15250000 (returns)	2641700.000
15500000 (returns)	2734000.000
15750000 (returns)	29800.000	2804300.000
16000000 (returns)	2804300.000
16250000 (returns)	2713100.000
16500000 (returns)	2496200.000
16750000 (returns)	2556300.000
17000000 (returns)	2781600.000
17250000 (returns)	2827500.000
17500000 (returns)	2602600.000
17750000 (returns)	2763300.000	62000.000
18000000 (returns)	2741300.000
18250000 (returns)	2517400.000
18500000 (returns)	2643700.000
18750000 (returns)	2666900.000
19000000 (returns)	2662800.000
19250000 (returns)	2803300.000
19500000 (returns)	2697800.000
19750000 (returns)	2654400.000
20000000 (returns)	2811600.000
20250000 (returns)	2820100.000
20500000 (returns)	2753800.000
20750000 (returns)	2624700.000
21000000 (returns)	2681800.000
21250000 (returns)	2618700.000
21500000 (returns)	2754600.000
21750000 (returns)	22900.000	2821900.000	26700.000
22000000 (returns)	2782800.000	13000.000
22250000 (returns)	2730200.000
22500000 (returns)	2418500.000	5900.000
22750000 (returns)	2490400.000	13900.000
23000000 (returns)	2420000.000
23250000 (returns)	2745200.000
23500000 (returns)	2735300.000
23750000 (returns)	2701900.000	11000.000	40000.000
24000000 (returns)	2670100.000
24250000 (returns)	2628300.000
24500000 (returns)	2791400.000
24750000 (returns)	2718700.000
25000000 (returns)	2705100.000
25250000 (returns)	2661700.000
25500000 (returns)	2652800.000
25750000 (returns)	2863700.000
26000000 (returns)	2710000.000
26250000 (returns)	2770300.000
26500000 (returns)	2723600.000
26750000 (returns)	2730400.000
27000000 (returns)	2736700.000
27250000 (returns)	41600.000	2613600.000
27500000 (returns)	2641800.000
27750000 (returns)	2677500.000
28000000 (returns)	2826300.000
28250000 (returns)	2748300.000
28500000 (returns)	2719200.000
28750000 (returns)	2712000.000
29000000 (returns)	2522400.000
29250000 (returns)	2707900.000
29500000 (returns)	2804400.000
29750000 (returns)	2750400.000
30000000 (returns)	2878200.000
30250000 (returns)	2539000.000
30500000 (returns)	2764100.000
30750000 (returns)	2702700.000	39300.000
31000000 (returns)	2735800.000
31250000 (returns)	2808000.000
31500000 (returns)	2861500.000
31750000 (returns)	2524400.000
32000000 (returns)	2781500.000
32250000 (returns)	7700.000	2766600.000
32500000 (returns)	2699600.000
32750000 (returns)	2803400.000
33000000 (returns)	2783600.000
33250000 (returns)	2856700.000
33500000 (returns)	2766300.000
33750000 (returns)	2685500.000
34000000 (returns)	2852300.000
34250000 (returns)	2725500.000
34500000 (returns)	2835200.000
34750000 (returns)	2784600.000
35000000 (returns)	2595400.000
35250000 (returns)	2925700.000
35500000 (returns)	2885200.000
35750000 (returns)	2700500.000
36000000 (returns)	2811600.000
36250000 (returns)	2770800.000
36500000 (returns)	2731000.000
36750000 (returns)	2704000.000
37000000 (returns)	2845900.000
37250000 (returns)	2817600.000
37500000 (returns)	2798900.000
37750000 (returns)	2786800.000
38000000 (returns)	2703100.000
38250000 (returns)	2471700.000
38500000 (returns)	2814700.000
38750000 (returns)	2681800.000
39000000 (returns)	2629000.000
39250000 (returns)	2629800.000
39500000 (returns)	2713300.000
39750000 (returns)	3008500.000
40000000 (returns)	11200.000	11100.000	2798000.000
40250000 (returns)	2761100.000
40500000 (returns)	2785600.000
40750000 (returns)	2904200.000
41000000 (returns)	2798100.000
41250000 (returns)	2667200.000
41500000 (returns)	2659600.000
41750000 (returns)	2721000.000
42000000 (returns)	2898900.000
42250000 (returns)	2709500.000
42500000 (returns)	2786500.000
42750000 (returns)	10200.000	2625600.000
43000000 (returns)	2644600.000	8300.000
43250000 (returns)	2656800.000
43500000 (returns)	2701000.000
43750000 (returns)	2744100.000
44000000 (returns)	2727600.000
44250000 (returns)	2717600.000
44500000 (returns)	2646900.000
44750000 (returns)	28900.000	2786100.000	28900.000	28900.000
45000000 (returns)	2776500.000
45250000 (returns)	2650200.000
45500000 (returns)	2916800.000
45750000 (returns)	2768500.000
46000000 (returns)	2761500.000
46250000 (returns)	2799600.000
46500000 (returns)	2689700.000
46750000 (returns)	2784600.000
47000000 (returns)	2795300.000
47250000 (returns)	46900.000	46900.000	2456100.000
47500000 (returns)	2727600.000
47750000 (returns)	2667600.000
48000000 (returns)	2659000.000
48250000 (returns)	2790900.000
48500000 (returns)	2406700.000
48750000 (returns)	2682100.000
49000000 (returns)	2846600.000
49250000 (returns)	2267900.000
49500000 (returns)	2596700.000
49750000 (returns)	49100.000	49100.000	49100.000	2762800.000
50000000 (returns)	2789600.000
