iteration	mean	std_dev
5000	44.485	6.208
10000	39.555	0.838
15000	50.217	7.191
20000	52.126	11.488
25000	48.277	9.131
30000	40.902	2.435
35000	43.286	4.917
40000	38.087	5.407
45000	49.375	10.198
50000	43.632	9.672
55000	41.291	6.819
60000	35.836	4.263
65000	50.475	18.761
70000	40.926	3.784
75000	52.006	12.399
80000	40.174	11.102
85000	48.747	9.734
90000	54.231	14.214
95000	48.487	18.817
100000	49.730	11.245
105000	53.330	17.205
110000	61.129	18.195
115000	62.242	18.273
120000	60.626	17.043
125000	55.901	13.255
130000	52.081	7.324
135000	61.269	12.197
140000	59.200	16.194
145000	60.427	14.649
150000	53.683	14.028
155000	63.864	16.761
160000	54.186	10.859
165000	56.246	18.253
170000	52.692	11.361
175000	62.860	19.673
180000	68.574	20.737
185000	66.387	15.137
190000	58.735	14.108
195000	57.336	12.365
200000	58.857	18.016
205000	54.810	11.586
210000	52.617	9.841
215000	63.973	17.307
220000	69.973	16.927
225000	59.921	17.100
230000	57.652	15.370
235000	63.873	16.862
240000	63.181	17.571
245000	54.933	9.563
250000	69.841	24.387
255000	68.603	17.046
260000	57.667	11.371
265000	62.326	14.744
270000	60.472	15.798
275000	64.838	19.451
280000	62.263	18.763
285000	56.791	14.869
290000	55.757	13.396
295000	61.996	16.806
300000	59.240	16.779
305000	56.537	12.689
310000	62.316	15.928
315000	71.517	17.253
320000	64.376	19.405
325000	54.992	10.982
330000	66.122	17.166
335000	63.423	16.258
340000	67.089	14.846
345000	64.364	17.675
350000	63.633	17.522
355000	67.023	16.663
360000	57.702	17.071
365000	60.576	11.385
370000	59.675	11.738
375000	67.916	15.470
380000	64.219	18.436
385000	61.818	18.185
390000	64.676	10.936
395000	64.333	18.465
400000	72.224	17.737
405000	57.640	9.770
410000	64.475	13.558
415000	68.274	16.032
420000	65.341	18.320
425000	67.894	14.956
430000	68.790	17.515
435000	63.598	15.986
440000	73.631	18.256
445000	62.828	14.634
450000	63.879	12.460
455000	69.987	15.721
460000	69.380	16.537
465000	72.560	19.343
470000	64.193	12.101
475000	68.008	12.491
480000	59.076	13.072
485000	61.343	12.461
490000	71.001	16.002
495000	63.504	15.853
500000	68.285	14.521
505000	70.803	15.006
510000	71.986	14.116
515000	66.433	15.510
520000	64.775	13.974
525000	74.020	16.500
530000	71.120	17.336
535000	64.531	10.235
540000	68.326	13.207
545000	72.332	15.349
550000	69.877	15.495
555000	73.782	15.281
560000	70.878	16.595
565000	68.480	12.825
570000	60.765	9.531
575000	61.583	7.921
580000	72.985	15.938
585000	70.770	21.305
590000	66.746	14.190
595000	70.115	15.632
600000	71.649	17.760
605000	64.644	12.827
610000	66.570	13.047
615000	65.102	13.875
620000	66.509	11.070
625000	66.999	16.037
630000	65.211	13.473
635000	63.232	11.216
640000	63.867	9.696
645000	65.440	13.450
650000	68.200	13.608
655000	63.730	14.447
660000	69.653	13.772
665000	70.970	17.001
670000	72.786	17.601
675000	66.141	12.018
680000	65.643	13.374
685000	68.100	15.305
690000	65.232	11.557
695000	70.493	16.204
700000	63.592	9.466
705000	68.706	13.393
710000	73.416	15.366
715000	70.822	15.225
720000	69.452	16.147
725000	66.007	13.983
730000	67.267	15.116
735000	66.634	13.076
740000	68.047	13.969
745000	65.690	14.703
750000	70.959	17.194
755000	66.977	10.711
760000	66.962	13.762
765000	71.247	16.960
770000	71.308	16.064
775000	66.154	13.475
780000	69.186	14.184
785000	66.174	12.837
790000	69.300	14.828
795000	69.149	17.355
800000	71.753	16.072
805000	73.843	15.211
810000	61.178	11.122
815000	70.644	17.218
820000	67.639	12.631
825000	66.248	13.110
830000	65.629	11.354
835000	65.410	11.139
840000	73.550	15.928
845000	66.415	11.734
850000	68.762	14.746
855000	64.515	9.929
860000	67.434	13.228
865000	64.106	10.684
870000	65.616	11.964
875000	65.979	13.218
880000	68.309	14.552
885000	67.387	12.772
890000	67.264	14.566
895000	64.111	11.256
900000	67.144	12.598
905000	65.956	14.078
910000	67.267	14.378
915000	69.046	15.996
920000	69.051	14.082
925000	63.997	12.657
930000	68.619	14.264
935000	65.269	11.851
940000	65.977	10.464
945000	68.563	13.157
950000	65.453	12.133
955000	70.556	16.402
960000	71.569	15.913
965000	68.842	14.664
970000	64.481	11.718
975000	68.268	15.126
980000	66.086	12.358
985000	68.376	13.976
990000	67.243	14.784
995000	67.195	14.049
1000000	66.746	11.093
