iteration(key)	values
250000 (returns)	483.000	189.000	399.000	462.000	420.000	420.000	378.000	378.000	336.000	441.000	588.000	399.000	399.000	504.000	378.000	294.000	336.000	378.000	357.000	273.000	273.000	483.000	315.000	315.000	483.000	315.000	546.000	378.000	525.000	462.000	294.000	273.000	315.000	336.000	462.000	252.000	588.000	399.000	399.000	462.000	252.000	357.000	399.000	378.000	399.000	357.000	420.000	252.000	441.000	588.000	378.000	378.000	336.000	273.000	336.000	441.000	357.000	252.000	315.000	567.000	315.000	315.000	336.000	189.000	315.000	441.000	525.000	399.000	252.000	420.000	357.000	525.000	588.000	315.000	483.000	357.000	357.000	252.000	357.000	399.000	294.000	441.000	399.000	399.000	252.000	210.000	378.000	357.000	315.000	441.000	231.000	210.000	420.000	483.000	462.000	252.000	252.000	441.000	231.000	336.000	441.000	231.000	378.000	420.000	231.000	189.000	210.000	399.000	378.000	357.000	357.000	462.000	336.000	231.000	399.000	357.000	399.000	168.000	378.000	609.000	147.000	441.000	483.000	252.000	399.000	252.000	420.000	189.000	210.000	294.000	462.000	294.000	483.000	399.000	462.000	189.000	504.000	504.000	378.000	315.000	231.000	378.000	252.000	462.000	420.000	399.000	357.000	336.000	525.000	504.000	525.000	462.000	294.000	378.000	399.000	399.000	231.000	378.000	273.000	462.000	231.000	399.000	399.000	420.000	357.000	231.000	357.000	420.000	378.000	336.000	462.000	420.000	357.000	483.000	399.000	378.000	399.000	378.000	420.000	231.000	420.000	462.000	357.000	399.000	441.000	273.000	315.000	273.000	399.000	399.000	315.000	231.000	336.000	231.000	378.000	399.000	252.000	273.000	567.000	210.000	273.000	399.000	315.000	336.000	336.000	189.000	420.000	525.000	399.000	399.000	399.000	126.000	336.000	357.000	315.000	420.000	378.000	399.000	189.000	462.000	273.000	357.000	273.000	378.000	273.000	252.000	210.000
500000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21.000	0.000	0.000	21.000	0.000	21.000	21.000	0.000	0.000	21.000
750000 (returns)	672.000	672.000	693.000	714.000	546.000	787.000	672.000	672.000	693.000	630.000	672.000	651.000	693.000	672.000	630.000	693.000	315.000	714.000	672.000	609.000	630.000	630.000	672.000	630.000	693.000	693.000	672.000	735.000	745.000	672.000	420.000	735.000	630.000	693.000	672.000	336.000	483.000	672.000	399.000	672.000	714.000	672.000	651.000	630.000	693.000	651.000	693.000	693.000	693.000	661.000	651.000	672.000	693.000	672.000	483.000	588.000	672.000	651.000	630.000	672.000	714.000	672.000	609.000	735.000	630.000	630.000	567.000	714.000	672.000	651.000	630.000	651.000	651.000	651.000	672.000	714.000	651.000	714.000	714.000
1000000 (returns)	777.000	714.000	714.000	651.000	818.000	630.000	525.000	735.000	651.000	714.000	714.000	651.000	672.000	787.000	693.000	672.000	756.000	724.000	630.000	693.000	735.000	693.000	672.000	797.000	630.000	672.000	766.000	714.000	672.000	672.000	714.000	756.000	651.000	714.000	672.000	693.000	756.000	735.000	672.000	693.000	714.000	672.000	735.000	693.000	714.000	672.000	693.000	798.000	735.000	703.000	693.000	714.000	672.000	651.000	672.000	735.000	672.000	672.000	462.000	651.000	651.000	722.000	651.000	672.000	693.000	693.000	693.000	651.000	693.000	651.000	672.000	714.000	693.000	672.000	703.000	693.000	703.000	756.000	693.000	756.000	828.000	672.000	735.000	714.000	735.000	693.000
1250000 (returns)	777.000	777.000	756.000	672.000	714.000	756.000	693.000	672.000	756.000	672.000	860.000	672.000	672.000	735.000	693.000	714.000	840.000	714.000	651.000	714.000	693.000	818.000	693.000	672.000	798.000	651.000	735.000	735.000	672.000	651.000	672.000	798.000	714.000	672.000	693.000	829.000	735.000	693.000	672.000	693.000	714.000	672.000	693.000	693.000	672.000	357.000	672.000	714.000	756.000	756.000	693.000	651.000	693.000	735.000	714.000	735.000	756.000	672.000	735.000	766.000	693.000	651.000	651.000	672.000	693.000	693.000	735.000	651.000	672.000	756.000	651.000	693.000	798.000	735.000	714.000	651.000	714.000	777.000	714.000	693.000	714.000	735.000	724.000	777.000	672.000	651.000	735.000	819.000	819.000	735.000	840.000	651.000	651.000	756.000	672.000	693.000	672.000	714.000	714.000	672.000	714.000	735.000	693.000	651.000
1500000 (returns)	2003.000	2213.000	849.000	3122.000	3050.000	1927.000	3217.000	952.000	1216.000	2979.000	2843.000	2781.000	911.000	892.000	3070.000	1290.000	890.000	2955.000	1825.000	870.000	2192.000	1216.000	3039.000	2843.000	1753.000	3772.000	3029.000	2913.000	3008.000	1909.000	2967.000	1372.000	3027.000	766.000	3351.000	2946.000	2965.000	3021.000
1750000 (returns)	703.000	1490.000	734.000	838.000	869.000	974.000	869.000	525.000	504.000	651.000	588.000	765.000	1056.000	923.000	692.000	525.000	546.000	1131.000	672.000	776.000	1183.000	1195.000	567.000	546.000	378.000	764.000	910.000	693.000	818.000	766.000	797.000	901.000	441.000	869.000	525.000	525.000	745.000	765.000	567.000	714.000	651.000	546.000	827.000	682.000	1006.000	682.000	1362.000	848.000	879.000	609.000	588.000	462.000	797.000	378.000	1205.000	922.000	462.000	932.000	713.000	420.000	525.000	661.000	1047.000	525.000	901.000	525.000	797.000	755.000	796.000	1027.000	630.000	775.000	848.000	847.000	714.000	546.000	849.000	796.000	703.000	1112.000	1205.000	630.000	399.000	983.000	640.000	735.000	609.000	1133.000	827.000	714.000	796.000	630.000	504.000	735.000	827.000	525.000	1027.000	525.000	609.000	1228.000	588.000	785.000	378.000	942.000	682.000	630.000	839.000	640.000	972.000	1098.000	609.000	911.000	796.000	713.000	609.000	692.000	441.000	682.000	776.000	1121.000
2000000 (returns)	2936.000	3164.000	2770.000	1930.000	839.000	828.000	3228.000	1132.000	2159.000	1079.000	2822.000	870.000	1741.000	1949.000	3040.000	2761.000	2874.000	2128.000	2895.000	1646.000	2842.000	1910.000	2507.000	3061.000	880.000	2002.000	2947.000	2128.000	2140.000	1992.000	2445.000	1804.000	745.000	2402.000	2402.000	2977.000	2119.000	2446.000	3280.000	2884.000	2895.000	2003.000	2926.000	2896.000	1509.000
2250000 (returns)	2349.000	1541.000	1687.000	2873.000	2612.000	1436.000	3228.000	858.000	2193.000	1362.000	2697.000	2044.000	4137.000	1478.000	2309.000	798.000	2497.000	3246.000	2885.000	1909.000	879.000	1604.000	2372.000	2109.000	2361.000	1383.000	2644.000	3103.000	2968.000	1898.000	1403.000	3332.000	808.000	2917.000	1804.000	2214.000	2235.000	1782.000	2864.000	1255.000	2885.000	2968.000	2235.000	766.000	807.000	2214.000	2676.000	2474.000
2500000 (returns)	1950.000	3103.000	1803.000	1962.000	1405.000	1332.000	1930.000	1647.000	2959.000	1396.000	1478.000	2307.000	1604.000	1321.000	1215.000	2350.000	2915.000	1248.000	2464.000	2349.000	1846.000	1825.000	1247.000	2045.000	838.000	1752.000	3601.000	1930.000	1383.000	1458.000	1435.000	1204.000	1320.000	1393.000	2013.000	1637.000	1143.000	1341.000	2099.000	1918.000	3280.000	2141.000	1939.000	1728.000	1415.000	2318.000	1782.000	3382.000	2056.000	1855.000	2497.000	985.000	1700.000	1330.000	786.000	2988.000	1153.000	3271.000	1373.000
2750000 (returns)	3611.000	3875.000	3125.000	3063.000	3468.000	3218.000	3260.000	7767.000	2771.000	7778.000	3642.000	3187.000	2801.000	4480.000	1006.000	3020.000	7797.000	2886.000	3051.000	3449.000	3449.000	3207.000	1962.000	3674.000	3550.000	6940.000	2130.000	3592.000	1499.000	3259.000	6444.000	3042.000	3435.000	3269.000
3000000 (returns)	2223.000	1048.000	766.000	1899.000	1648.000	1447.000	1931.000	1699.000	2098.000	1657.000	2234.000	1835.000	1447.000	1132.000	1248.000	2172.000	1878.000	1331.000	1406.000	2129.000	1857.000	1553.000	1405.000	3063.000	2422.000	1971.000	1185.000	1982.000	1185.000	2002.000	1363.000	1195.000	901.000	1184.000	1678.000	1637.000	1225.000	1679.000	2085.000	2624.000	1111.000	776.000	1982.000	1205.000	1741.000	2751.000	1048.000	1908.000	2895.000	1382.000	1678.000	2686.000	2266.000	1794.000	1374.000	1321.000	1416.000	1570.000	1363.000	2194.000	1815.000	2180.000	1952.000	1908.000	765.000	1448.000	1972.000	1089.000	2245.000	2666.000
3250000 (returns)	3310.000	3053.000	2413.000	5658.000	2853.000	3629.000	2234.000	3155.000	3320.000	2150.000	6170.000	2672.000	7836.000	3592.000	3103.000	2297.000	3589.000	2834.000	7477.000	3405.000	5149.000	2989.000	2339.000	2832.000	3021.000	3391.000	2393.000	3155.000	3133.000	1717.000	7820.000	7674.000
3500000 (returns)	7787.000	5176.000	2863.000	6937.000	3331.000	5342.000	3352.000	8695.000	3312.000	2885.000	3743.000	3217.000	7991.000	3818.000	7889.000	3229.000	7852.000	2769.000	4347.000	7860.000	3019.000	7284.000	7784.000	3272.000	8465.000	7871.000
3750000 (returns)	2088.000	3343.000	3479.000	1371.000	3021.000	2928.000	1122.000	1980.000	2024.000	3093.000	3081.000	2907.000	1259.000	1583.000	2508.000	2106.000	2874.000	1499.000	2916.000	4210.000	2989.000	3166.000	2202.000	2968.000	2425.000	3073.000	3093.000	2171.000	2519.000	3456.000	2256.000	2706.000	2393.000	2999.000	2991.000	5407.000	3391.000	7683.000	3095.000	2098.000	2706.000	2338.000	2045.000	2729.000	3332.000
