iteration	mean	std_dev
5000	45.726	4.217
10000	41.907	7.829
15000	54.472	9.955
20000	59.164	18.012
25000	46.730	6.395
30000	40.195	9.179
35000	45.164	11.146
40000	39.304	9.217
45000	40.437	8.307
50000	42.984	8.253
55000	36.560	10.378
60000	47.568	12.767
65000	38.799	7.949
70000	52.477	15.685
75000	53.100	21.089
80000	46.715	16.558
85000	52.155	19.864
90000	49.789	12.339
95000	52.118	10.940
100000	50.353	13.488
105000	46.257	7.677
110000	50.618	12.968
115000	57.616	15.629
120000	48.768	13.743
125000	61.968	18.604
130000	60.924	18.559
135000	57.964	18.664
140000	53.904	12.102
145000	53.617	12.176
150000	60.179	19.249
155000	62.115	18.356
160000	56.731	13.874
165000	59.768	14.766
170000	56.558	13.164
175000	61.400	20.496
180000	54.770	14.053
185000	58.684	17.502
190000	57.542	14.294
195000	56.656	13.886
200000	53.368	11.793
205000	69.731	19.535
210000	57.337	15.710
215000	67.232	17.050
220000	57.577	13.009
225000	61.204	14.108
230000	60.001	16.199
235000	63.730	16.471
240000	76.897	17.043
245000	56.014	15.027
250000	62.851	16.464
255000	63.233	15.261
260000	71.993	18.360
265000	59.820	13.546
270000	61.067	19.093
275000	65.360	15.351
280000	64.280	18.378
285000	71.407	14.911
290000	57.683	10.921
295000	58.009	9.674
300000	60.552	15.675
305000	72.599	18.507
310000	66.362	16.911
315000	66.646	17.476
320000	74.363	14.725
325000	61.685	15.075
330000	67.621	13.060
335000	76.619	19.223
340000	69.717	17.511
345000	73.440	15.647
350000	75.004	16.305
355000	75.744	18.692
360000	65.719	11.973
365000	61.055	12.094
370000	65.033	16.682
375000	71.855	16.086
380000	75.271	17.221
385000	69.163	15.707
390000	68.073	15.506
395000	69.604	14.897
400000	67.364	13.393
405000	63.611	15.679
410000	68.182	15.478
415000	64.175	12.337
420000	74.039	13.114
425000	75.772	18.097
430000	74.730	17.954
435000	70.641	17.626
440000	58.160	14.112
445000	67.161	15.604
450000	62.967	13.043
455000	67.198	12.107
460000	68.060	17.736
465000	81.387	16.780
470000	69.553	16.147
475000	69.491	17.405
480000	72.083	16.510
485000	63.448	16.011
490000	72.137	15.931
495000	69.537	15.057
500000	66.160	15.178
505000	60.344	13.341
510000	63.354	12.488
515000	77.670	13.747
520000	64.387	12.716
525000	74.616	17.328
530000	71.671	16.549
535000	63.966	12.609
540000	64.073	13.998
545000	63.583	10.660
550000	61.799	16.496
555000	68.406	15.638
560000	64.811	18.247
565000	67.244	18.599
570000	61.276	12.805
575000	65.675	15.110
580000	73.316	13.403
585000	64.989	12.936
590000	64.398	18.541
595000	68.158	16.155
600000	67.184	15.682
605000	67.282	13.510
610000	69.455	15.574
615000	61.385	16.117
620000	63.384	16.946
625000	71.358	19.731
630000	69.677	15.763
635000	71.073	13.509
640000	71.128	18.137
645000	72.922	17.338
650000	72.924	14.928
655000	69.113	18.458
660000	65.278	17.360
665000	69.386	16.042
670000	63.477	12.728
675000	76.445	18.243
680000	66.857	14.251
685000	70.338	16.353
690000	68.081	16.370
695000	65.824	13.481
700000	66.881	15.455
705000	72.037	19.249
710000	67.303	18.656
715000	61.381	11.785
720000	64.388	17.459
725000	69.437	18.306
730000	73.746	18.369
735000	71.152	20.274
740000	75.558	15.322
745000	63.436	14.184
750000	64.480	14.989
755000	64.277	15.298
760000	67.292	15.606
765000	68.992	16.241
770000	64.460	14.788
775000	64.186	17.330
780000	62.942	14.471
785000	67.050	18.505
790000	59.839	13.285
795000	68.481	14.883
800000	64.867	15.452
805000	67.243	11.264
810000	62.597	12.987
815000	58.894	12.069
820000	64.866	15.705
825000	66.974	17.647
830000	63.959	14.881
835000	61.554	14.383
840000	62.496	14.578
845000	65.641	16.855
850000	66.888	14.745
855000	66.462	18.946
860000	65.672	14.924
865000	65.218	16.648
870000	61.400	16.619
875000	63.323	14.283
880000	70.526	19.775
885000	65.337	18.609
890000	67.063	17.967
895000	62.037	14.162
900000	61.398	16.616
905000	60.190	14.114
910000	61.394	13.617
915000	63.484	18.059
920000	64.404	17.245
925000	59.808	15.499
930000	65.765	20.366
935000	68.443	17.673
940000	60.232	11.973
945000	63.457	16.523
950000	64.704	16.334
955000	60.503	14.068
960000	63.061	13.925
965000	62.238	12.056
970000	62.116	14.642
975000	62.010	15.111
980000	62.895	18.801
985000	65.628	16.190
990000	60.702	13.753
995000	66.317	18.708
1000000	62.040	14.116
