iteration(key)	values
500000 (returns)	587.755	573.847	583.678	571.517	587.777	565.967	589.859	595.740	589.807	577.952	569.946	583.609	569.843	586.973	582.660	585.835	585.244	581.782	571.559	579.468	589.299	562.456	595.734	587.646	589.495	573.658	585.592	580.798	582.240	589.739	578.702	582.789
1000000 (returns)	587.868	581.216	573.200	569.753	570.692	545.730	587.648	571.467	570.259	567.587	590.299	579.668	596.244	569.258	590.698	594.737	563.094	592.354	574.155	589.569	578.983	594.108	588.780	589.814	585.295	596.231	581.084	589.056	573.143	565.512	575.833	589.397
1500000 (returns)	587.835	566.265	581.045	589.170	577.820	582.778	571.174	570.688	577.939	586.897	591.525	590.107	589.197	589.943	584.566	593.517	582.357	589.731	575.722	584.575	568.081	580.593	577.282	579.535	572.434	578.698	567.679	587.916	572.584	574.449	594.025	573.332
2000000 (returns)	588.303	577.951	582.091	595.146	593.868	588.826	588.293	572.839	574.271	581.535	578.901	584.087	575.460	573.556	581.417	570.328	590.181	581.406	579.059	594.467	590.465	565.642	588.442	571.339	578.028	581.145	574.033	576.657	576.131	574.038	584.236	577.917
2500000 (returns)	588.632	579.645	575.210	587.137	594.488	588.332	586.679	574.116	588.365	585.193	585.508	578.481	590.414	590.142	589.388	585.957	582.575	589.623	582.668	577.057	579.906	579.687	572.826	574.815	575.911	590.286	576.502	595.129	588.596	576.461	584.570	574.907
3000000 (returns)	589.868	572.981	583.214	586.261	593.982	572.884	590.125	582.984	571.532	588.946	589.156	575.720	593.411	587.898	574.826	564.299	590.285	570.244	576.293	574.259	560.135	582.551	589.869	570.454	574.272	563.485	574.818	572.061	589.900	571.910	590.280	582.574
3500000 (returns)	562.835	576.369	572.792	572.917	576.236	575.144	574.829	569.962	582.567	588.011	590.049	581.082	593.360	578.371	594.289	586.010	582.549	563.577	594.296	589.030	594.292	584.611	587.255	570.389	588.865	577.945	570.534	571.228	594.297	571.782	574.489	585.370
4000000 (returns)	584.264	566.576	571.100	580.230	567.793	586.143	580.926	584.834	589.853	592.735	578.618	582.237	552.543	590.990	593.225	587.255	578.634	576.410	588.374	567.232	569.058	569.091	588.000	589.865	569.048	587.649	590.306	578.542	587.669	567.086	584.963	585.032
4500000 (returns)	585.223	585.862	576.867	571.894	589.734	564.487	591.612	592.760	586.414	580.356	582.760	586.316	586.929	582.511	571.842	571.798	579.000	586.156	589.418	571.340	569.909	571.804	572.357	588.974	583.871	588.127	585.156	589.871	584.023	584.552	576.439	580.773
5000000 (returns)	585.212	586.488	580.696	571.538	587.117	588.486	584.013	589.017	584.590	587.798	554.432	564.562	562.467	591.461	590.975	589.016	587.936	578.691	586.474	581.525	587.638	577.454	586.891	589.674	590.109	590.256	589.754	586.686	572.200	576.624	582.735	583.863
5500000 (returns)	564.319	591.438	585.282	587.482	583.683	574.619	582.489	579.544	589.187	586.605	586.771	572.439	577.530	589.306	568.593	589.392	581.073	582.303	582.410	581.691	582.264	587.574	588.711	589.502	588.814	573.684	578.267	587.838	590.255	589.139	577.494	564.536
6000000 (returns)	575.911	585.357	575.099	583.492	574.745	576.593	579.528	589.160	573.066	589.815	572.391	566.821	585.757	590.185	590.183	578.824	577.663	579.760	580.970	576.394	585.600	588.569	575.084	581.315	572.943	589.794	587.366	579.285	588.582	574.739	581.863	577.047
