iteration	mean	std_dev
5000	3.833	3.149
10000	4.539	2.812
15000	4.434	4.399
20000	5.259	3.604
25000	4.645	2.354
30000	8.534	5.107
35000	6.599	4.106
40000	6.864	3.376
45000	7.582	5.386
50000	9.901	7.001
55000	9.424	7.366
60000	8.400	6.860
65000	12.987	9.080
70000	12.692	15.496
75000	16.625	14.625
80000	14.581	15.285
85000	22.180	18.235
90000	26.634	27.072
95000	29.060	26.622
100000	32.399	22.614
105000	55.136	29.002
110000	54.055	31.442
115000	62.776	27.665
120000	68.745	27.366
125000	54.232	31.386
130000	63.508	31.177
135000	80.451	16.813
140000	69.155	29.535
145000	80.041	19.727
150000	89.294	9.282
155000	75.480	25.086
160000	76.059	26.089
165000	67.470	29.671
170000	87.308	7.309
175000	80.748	25.639
180000	89.655	7.759
185000	85.330	16.223
190000	86.718	18.782
195000	88.535	9.239
200000	71.619	27.349
205000	88.067	9.100
210000	88.567	17.617
215000	90.605	2.466
220000	91.663	4.226
225000	90.425	7.021
230000	91.926	7.007
235000	88.872	7.294
240000	87.687	14.164
245000	92.380	2.430
250000	85.955	16.366
255000	81.102	18.742
260000	88.377	16.057
265000	88.969	8.458
270000	84.169	21.188
275000	89.345	6.473
280000	92.304	5.105
285000	90.049	12.016
290000	91.885	3.257
295000	92.293	2.191
300000	91.491	6.713
305000	92.979	3.921
310000	92.417	2.117
315000	92.992	1.941
320000	93.489	0.807
325000	93.028	1.400
330000	92.977	1.398
335000	89.337	16.880
340000	90.593	14.827
345000	92.970	2.129
350000	93.705	1.254
355000	93.213	1.906
360000	93.491	0.998
365000	93.267	0.824
370000	93.152	1.312
375000	92.891	0.983
380000	94.110	0.911
385000	94.084	1.246
390000	94.141	1.230
395000	93.967	1.519
400000	94.003	1.479
405000	93.419	0.921
410000	93.726	1.346
415000	94.391	0.848
420000	92.081	10.063
425000	94.219	0.978
430000	93.613	0.807
435000	93.477	1.689
440000	94.087	1.120
445000	93.620	1.486
450000	93.630	1.768
455000	93.842	1.169
460000	92.846	5.895
465000	93.942	1.334
470000	93.542	1.198
475000	94.024	1.073
480000	93.869	1.572
485000	94.332	1.107
490000	93.729	1.184
495000	93.663	0.706
500000	94.224	1.285
505000	93.916	0.935
510000	93.392	1.344
515000	94.205	1.091
520000	94.243	1.034
525000	93.713	0.923
530000	94.368	1.139
535000	92.875	1.132
540000	93.519	0.792
545000	93.889	0.762
550000	93.948	1.505
555000	94.263	0.995
560000	93.633	0.826
565000	93.676	2.408
570000	93.841	1.120
575000	94.487	0.847
580000	93.794	1.128
585000	93.401	1.118
590000	94.242	1.080
595000	94.201	1.070
600000	94.563	0.768
605000	93.839	1.055
610000	94.718	0.846
615000	94.141	1.175
620000	94.217	1.252
625000	94.285	0.764
630000	94.575	0.995
635000	94.561	1.183
640000	94.135	1.034
645000	94.408	1.105
650000	94.176	0.877
655000	94.042	0.658
660000	94.252	1.224
665000	94.448	0.934
670000	94.469	0.838
675000	94.007	0.910
680000	94.088	1.094
685000	94.192	1.253
690000	94.165	0.758
695000	94.158	0.989
700000	94.192	1.034
705000	94.203	0.749
710000	94.448	0.814
715000	92.814	7.034
720000	94.037	0.886
725000	94.186	1.047
730000	94.169	1.331
735000	93.856	1.073
740000	94.226	0.948
745000	94.759	0.908
750000	94.658	0.855
755000	94.478	0.978
760000	94.591	1.305
765000	94.457	1.037
770000	94.565	0.931
775000	94.344	0.915
780000	94.307	1.464
785000	94.531	0.781
790000	94.836	0.728
795000	94.702	0.776
800000	94.252	1.104
805000	94.216	3.132
810000	94.514	0.626
815000	94.697	0.855
820000	94.511	1.049
825000	94.525	0.828
830000	94.338	1.113
835000	94.301	0.867
840000	93.788	5.773
845000	94.436	1.004
850000	94.643	0.926
855000	94.678	0.679
860000	94.480	0.728
865000	94.507	0.680
870000	94.492	0.661
875000	94.656	0.945
880000	94.797	0.782
885000	94.460	0.828
890000	94.685	0.931
895000	94.936	0.911
900000	94.647	0.663
905000	94.401	0.894
910000	94.571	0.813
915000	94.369	1.077
920000	94.722	0.909
925000	94.072	2.596
930000	94.705	0.765
935000	94.557	0.718
940000	94.686	0.930
945000	94.600	0.846
950000	94.722	0.876
955000	94.520	0.768
960000	94.606	0.936
965000	94.718	1.053
970000	94.151	2.557
975000	94.129	0.812
980000	94.640	0.852
985000	94.752	0.940
990000	94.519	0.987
995000	94.458	0.773
1000000	94.763	0.972
