iteration(key)	values
500000 (returns)	587.340	576.526	574.518	574.825	576.510	595.148	590.023	589.403	581.350	590.083	572.953	588.453	590.387	587.091	590.826	588.544	580.257	593.599	577.284	594.591	576.536	588.546	595.101	578.232	588.952	594.650	582.274	574.060	578.178	573.245	582.642	581.483
1000000 (returns)	579.696	578.361	569.113	571.409	577.186	580.617	572.426	568.301	580.817	565.959	588.209	587.676	585.301	589.583	580.750	594.661	582.836	589.954	595.236	574.278	586.233	583.099	591.748	594.945	581.265	570.741	573.807	577.090	577.272	590.131	591.820	587.983
1500000 (returns)	594.964	590.442	581.772	580.266	594.617	581.243	575.771	563.873	587.103	573.521	565.207	588.429	595.211	588.999	589.788	589.830	591.181	578.837	582.439	589.980	579.686	580.125	578.837	589.192	589.833	577.521	568.906	584.149	585.492	591.022	589.865	594.891
2000000 (returns)	568.749	591.525	575.919	570.280	576.682	571.018	590.113	572.802	581.830	589.945	577.626	576.644	574.788	564.697	589.172	590.406	577.690	570.965	573.555	585.992	566.805	571.500	590.430	589.877	562.126	588.560	583.513	587.847	595.011	581.628	589.488	577.946
2500000 (returns)	590.316	575.182	573.194	576.469	589.697	575.051	575.430	573.071	590.495	588.910	588.087	575.606	593.423	590.233	594.290	590.546	590.432	575.239	576.001	593.998	573.918	590.851	579.126	585.380	587.462	594.604	594.604	590.234	580.322	590.355	586.273	573.194
3000000 (returns)	593.389	583.850	580.416	590.163	593.424	585.650	571.877	588.375	575.515	576.540	579.874	580.783	587.960	583.136	581.490	578.051	593.447	577.951	594.021	593.426	578.995	570.225	583.532	589.306	587.100	590.235	590.024	582.856	574.991	565.293	577.277	583.888
3500000 (returns)	590.209	587.909	575.796	569.660	583.011	589.770	569.061	580.316	588.543	578.595	581.738	583.563	580.313	580.305	586.283	593.297	578.178	580.781	580.881	593.915	588.475	589.392	590.173	571.545	574.638	564.118	588.751	583.296	585.740	577.176	584.967	570.524
4000000 (returns)	593.532	572.979	567.259	593.996	582.290	589.771	581.379	573.455	588.168	586.458	589.272	581.730	588.368	579.999	581.388	574.269	578.563	578.199	565.550	589.817	587.806	589.819	587.933	588.965	574.052	585.106	575.298	588.231	576.525	586.983	594.028	589.553
4500000 (returns)	569.438	575.224	580.280	583.041	575.280	587.626	587.630	574.767	580.141	570.436	568.558	576.344	568.951	589.633	589.678	577.450	577.947	587.031	566.355	581.441	589.229	575.996	587.660	576.336	558.441	589.156	594.664	575.972	580.266	590.413	573.085	589.596
5000000 (returns)	573.430	586.164	585.730	578.657	574.686	571.862	568.215	589.251	587.761	587.346	572.327	582.379	570.550	588.175	589.287	577.959	588.935	569.029	580.337	570.784	589.508	589.034	573.070	589.309	571.611	588.625	576.861	567.005	570.992	589.134	581.106	594.629
5500000 (returns)	578.678	580.797	560.631	588.983	582.261	589.461	569.538	569.386	586.422	583.342	582.276	589.428	585.489	587.959	577.689	579.926	581.576	580.974	588.250	589.378	567.268	587.934	566.022	587.543	587.884	575.851	593.972	588.841	588.481	582.744	589.428	588.044
6000000 (returns)	573.382	586.130	589.561	586.491	584.013	589.664	587.715	589.723	581.077	589.302	575.207	581.302	580.504	575.461	578.615	587.344	579.001	570.694	588.480	584.197	578.530	582.523	593.900	591.992	578.811	572.060	591.450	582.491	592.867	576.670	568.809	589.828
6500000 (returns)	578.645	571.982	567.526	581.518	575.446	587.958	576.161	591.777	587.928	582.614	587.872	586.153	587.603	589.670	589.742	578.581	578.554	582.546	571.595	564.569	592.592	572.788	578.522	589.841	574.391	593.874	568.985	588.674	587.980	567.565	588.837	589.698
7000000 (returns)	587.300	593.805	582.885	587.590	568.745	568.385	570.394	572.503	573.274	591.951	587.580	578.853	590.787	592.103	593.327	587.788	580.826	581.227	590.036	574.756	579.353	579.712	590.430	570.792	565.016	576.853	588.297	569.687	585.385	569.039	578.651	589.565
