iteration	mean	std_dev
5000	14.059	13.273
10000	8.850	18.615
15000	58.542	30.514
20000	46.922	25.115
25000	46.950	31.515
30000	70.843	34.425
35000	59.957	41.944
40000	82.270	26.915
45000	72.475	26.711
50000	84.456	29.769
55000	56.961	32.749
60000	70.425	37.312
65000	96.104	21.398
70000	85.451	30.200
75000	88.959	24.092
80000	94.401	19.157
85000	83.324	33.816
90000	102.572	11.262
95000	100.026	15.616
100000	96.452	21.378
105000	104.650	15.018
110000	88.583	26.463
115000	69.934	41.274
120000	98.390	18.360
125000	101.827	14.535
130000	108.028	2.398
135000	95.151	23.771
140000	102.583	17.556
145000	105.341	13.800
150000	106.289	9.639
155000	102.145	15.702
160000	95.560	18.857
165000	105.378	11.410
170000	98.695	18.138
175000	107.681	4.533
180000	100.011	18.385
185000	109.248	3.988
190000	105.785	13.038
195000	96.546	24.679
200000	108.375	3.276
205000	100.832	17.082
210000	104.057	9.450
215000	109.080	1.446
220000	104.716	10.600
225000	106.185	7.586
230000	98.214	18.012
235000	100.166	18.189
240000	104.517	12.746
245000	102.046	15.486
250000	104.437	9.142
255000	103.220	13.976
260000	101.650	15.828
265000	109.332	1.973
270000	106.728	6.734
275000	106.173	10.001
280000	107.516	10.635
285000	105.799	10.492
290000	104.331	13.982
295000	107.635	7.434
300000	104.411	13.074
305000	97.380	18.996
310000	105.020	10.172
315000	102.998	12.415
320000	107.671	11.398
325000	103.537	17.506
330000	107.874	4.931
335000	98.972	18.808
340000	97.956	23.354
345000	103.359	14.640
350000	109.118	1.539
355000	101.899	15.357
360000	107.833	7.799
365000	107.755	10.161
370000	106.494	10.438
375000	107.238	10.901
380000	103.653	15.386
385000	108.520	5.311
390000	104.157	13.586
395000	107.468	5.301
400000	108.964	5.161
405000	107.856	5.807
410000	108.090	2.279
415000	107.852	6.007
420000	110.294	1.074
425000	99.475	18.299
430000	105.302	12.080
435000	99.421	21.244
440000	103.930	13.340
445000	103.164	15.644
450000	102.283	17.096
455000	101.374	19.120
460000	106.366	8.570
465000	108.274	4.606
470000	103.845	9.205
475000	108.089	4.169
480000	105.771	9.725
485000	103.912	14.882
490000	108.871	1.063
495000	108.540	3.857
500000	107.966	4.012
505000	109.812	3.997
510000	110.390	1.645
515000	110.175	1.200
520000	106.920	7.297
525000	106.062	10.345
530000	106.542	7.612
535000	103.033	15.336
540000	109.081	2.027
545000	105.584	10.754
550000	108.253	2.169
555000	108.387	7.832
560000	110.184	1.418
565000	103.555	11.754
570000	100.838	16.671
575000	109.067	2.712
580000	103.608	15.378
585000	108.683	1.875
590000	89.698	28.758
595000	109.558	2.044
600000	108.776	2.997
605000	107.359	6.597
610000	103.554	16.141
615000	108.384	5.520
620000	103.203	14.371
625000	107.279	7.621
630000	108.709	3.497
635000	105.950	12.857
640000	107.585	7.182
645000	109.470	2.395
650000	108.451	8.102
655000	107.466	11.126
660000	110.060	1.291
665000	104.740	12.508
670000	109.325	1.045
675000	108.084	3.602
680000	107.373	7.257
685000	103.145	13.913
690000	108.043	5.640
695000	101.876	15.803
700000	102.457	17.318
705000	109.177	3.605
710000	106.431	11.011
715000	105.969	11.167
720000	106.017	9.722
725000	105.865	11.547
730000	106.922	6.385
735000	108.425	8.670
740000	107.094	9.068
745000	106.873	13.180
750000	108.484	7.531
755000	110.030	1.234
760000	108.064	8.339
765000	105.679	12.663
770000	105.818	10.516
775000	105.951	12.816
780000	98.686	18.895
785000	105.494	13.983
790000	108.030	9.955
795000	109.538	3.080
800000	107.048	9.570
805000	99.514	20.796
810000	102.244	15.707
815000	106.261	8.145
820000	108.935	3.761
825000	103.963	14.694
830000	110.052	2.200
835000	106.067	11.187
840000	104.959	12.748
845000	102.883	16.954
850000	105.870	14.299
855000	101.510	17.573
860000	105.894	12.561
865000	102.866	17.022
870000	109.960	1.124
875000	107.487	10.454
880000	108.454	5.981
885000	106.159	11.366
890000	105.818	12.650
895000	101.128	18.659
900000	104.886	14.398
905000	107.640	10.087
910000	106.582	12.879
915000	106.297	13.950
920000	100.450	17.868
925000	108.148	8.500
930000	101.323	18.379
935000	106.538	12.518
940000	106.320	12.096
945000	106.034	11.308
950000	104.856	14.466
955000	107.160	8.842
960000	107.597	7.237
965000	100.603	19.418
970000	102.930	15.666
975000	103.722	16.392
980000	105.368	13.941
985000	105.215	13.413
990000	104.823	14.774
995000	106.824	10.569
1000000	109.670	2.612
