iteration	mean	std_dev
5000	6.229	0.779
10000	9.816	2.489
15000	9.300	3.617
20000	5.150	1.731
25000	13.166	6.461
30000	12.228	6.658
35000	15.738	9.258
40000	25.290	24.138
45000	12.074	6.845
50000	29.957	18.197
55000	27.483	17.802
60000	40.797	23.235
65000	35.611	22.911
70000	44.989	11.176
75000	44.899	11.798
80000	55.323	18.406
85000	49.031	13.846
90000	61.504	17.650
95000	57.369	20.165
100000	60.545	17.908
105000	46.385	21.443
110000	55.501	14.178
115000	62.335	20.112
120000	62.044	17.725
125000	54.162	23.495
130000	69.661	16.165
135000	57.733	22.517
140000	61.263	17.978
145000	69.748	16.307
150000	59.828	18.823
155000	56.637	21.468
160000	66.707	19.010
165000	56.695	15.527
170000	65.223	21.407
175000	61.297	19.963
180000	66.203	22.502
185000	57.827	18.549
190000	58.166	21.143
195000	62.766	19.559
200000	70.173	18.648
205000	68.413	21.550
210000	57.261	22.039
215000	78.029	12.897
220000	60.513	19.644
225000	67.152	19.333
230000	73.056	13.558
235000	63.692	22.738
240000	71.272	18.144
245000	60.968	17.495
250000	73.050	16.674
255000	71.455	18.480
260000	62.163	27.994
265000	61.870	19.596
270000	59.670	31.381
275000	68.504	21.410
280000	70.199	18.759
285000	74.588	18.533
290000	64.300	20.404
295000	65.595	25.387
300000	78.205	10.855
305000	65.482	20.706
310000	69.130	18.654
315000	69.098	21.105
320000	63.368	20.404
325000	70.904	17.302
330000	70.994	24.002
335000	64.748	20.134
340000	62.591	21.653
345000	74.978	20.756
350000	48.346	25.685
355000	63.142	23.432
360000	63.771	19.117
365000	64.312	27.609
370000	72.342	16.343
375000	67.875	18.779
380000	69.097	23.230
385000	76.384	15.930
390000	64.013	24.405
395000	75.302	16.283
400000	72.020	20.329
405000	64.624	24.479
410000	71.582	20.216
415000	69.280	19.765
420000	81.053	13.757
425000	66.353	22.451
430000	63.873	21.901
435000	65.625	20.774
440000	79.595	8.904
445000	64.458	23.143
450000	72.861	17.481
455000	72.836	21.666
460000	66.628	23.972
465000	74.129	15.764
470000	63.930	24.713
475000	76.660	14.268
480000	78.971	16.694
485000	79.090	15.706
490000	71.350	18.267
495000	78.808	11.670
500000	67.271	18.637
505000	72.314	23.039
510000	63.650	24.536
515000	74.938	22.018
520000	71.869	19.542
525000	76.103	18.123
530000	71.825	21.024
535000	76.588	22.667
540000	72.060	25.360
545000	79.161	13.974
550000	63.127	25.936
555000	72.229	25.338
560000	65.570	20.260
565000	65.290	25.062
570000	64.368	22.750
575000	71.504	20.590
580000	72.584	21.926
585000	62.685	27.950
590000	72.606	22.503
595000	67.595	25.116
600000	71.139	23.571
605000	73.265	18.996
610000	74.719	18.596
615000	75.426	19.061
620000	79.132	10.867
625000	73.984	21.765
630000	75.080	20.365
635000	71.553	23.121
640000	68.212	22.606
645000	69.031	17.364
650000	71.605	23.011
655000	77.492	19.266
660000	70.250	20.697
665000	71.580	23.776
670000	67.893	25.403
675000	77.070	18.895
680000	62.971	23.506
685000	68.024	23.519
690000	70.874	23.809
695000	74.115	18.682
700000	78.576	19.460
705000	67.007	28.800
710000	77.230	16.224
715000	56.845	31.278
720000	69.914	21.339
725000	83.237	12.005
730000	71.482	20.655
735000	66.574	26.035
740000	77.195	20.451
745000	68.141	24.441
750000	66.945	28.852
755000	73.292	20.660
760000	60.728	28.224
765000	64.378	25.785
770000	67.658	20.722
775000	68.619	28.514
780000	69.196	25.046
785000	67.218	24.546
790000	74.638	20.744
795000	74.825	19.918
800000	74.736	21.648
805000	68.862	27.206
810000	66.112	26.921
815000	67.490	22.322
820000	72.028	25.254
825000	76.611	17.772
830000	68.790	21.696
835000	56.213	29.697
840000	69.824	20.525
845000	69.735	25.248
850000	69.292	25.313
855000	75.862	22.149
860000	74.023	23.132
865000	64.473	27.130
870000	68.770	24.822
875000	72.710	22.434
880000	69.748	26.069
885000	69.008	25.940
890000	70.373	24.554
895000	73.262	21.869
900000	70.718	24.520
905000	65.923	25.766
910000	72.906	26.764
915000	72.684	22.842
920000	69.599	23.807
925000	69.940	25.632
930000	75.451	20.626
935000	63.796	28.679
940000	63.421	27.746
945000	77.136	18.184
950000	62.256	30.488
955000	72.426	24.334
960000	67.154	27.051
965000	74.614	21.240
970000	67.814	24.485
975000	68.835	23.164
980000	65.717	28.478
985000	75.850	18.283
990000	68.535	25.553
995000	69.690	26.769
1000000	70.665	26.906
