iteration	mean	std_dev
5000	6.390	5.924
10000	7.295	6.442
15000	11.825	10.550
20000	22.692	11.635
25000	35.018	8.235
30000	35.762	7.557
35000	37.724	8.563
40000	39.700	7.349
45000	41.849	1.151
50000	41.431	1.599
55000	41.377	6.093
60000	42.705	1.243
65000	41.962	2.749
70000	42.976	1.442
75000	43.412	1.304
80000	44.020	1.479
85000	44.072	0.948
90000	43.286	0.859
95000	44.148	1.086
100000	44.505	1.087
105000	43.085	5.778
110000	43.650	0.949
115000	44.191	0.968
120000	44.007	1.154
125000	44.518	0.895
130000	44.148	4.010
135000	44.761	0.837
140000	43.184	1.764
145000	43.096	6.762
150000	44.511	1.085
155000	42.056	8.501
160000	44.346	1.311
165000	43.414	2.123
170000	44.321	1.220
175000	44.461	1.286
180000	43.771	4.393
185000	43.616	2.920
190000	43.552	4.225
195000	44.357	1.278
200000	43.544	4.482
205000	44.463	0.906
210000	43.496	4.390
215000	44.433	0.841
220000	44.467	0.964
225000	44.837	0.838
230000	43.400	6.901
235000	40.754	10.700
240000	43.666	4.550
245000	44.422	0.966
250000	44.641	1.103
255000	44.317	1.367
260000	44.118	2.835
265000	45.091	1.294
270000	42.062	8.610
275000	44.213	1.042
280000	43.293	5.556
285000	44.416	1.218
290000	43.969	2.326
295000	43.988	2.549
300000	44.696	0.886
305000	44.614	1.032
310000	44.326	1.054
315000	42.843	8.436
320000	44.749	1.137
325000	44.110	1.147
330000	43.865	1.319
335000	44.545	2.395
340000	42.666	6.963
345000	43.335	6.874
350000	44.575	0.988
355000	42.925	4.883
360000	43.562	4.298
365000	43.006	8.507
370000	44.904	1.334
375000	44.211	1.236
380000	45.106	0.830
385000	44.396	0.918
390000	40.968	10.796
395000	42.943	7.290
400000	44.620	1.019
405000	43.913	2.319
410000	44.416	1.568
415000	44.759	0.893
420000	43.216	3.933
425000	44.686	0.967
430000	42.419	7.794
435000	42.683	6.571
440000	44.727	2.716
445000	43.212	6.355
450000	44.537	0.982
455000	43.360	5.663
460000	44.468	1.244
465000	44.527	1.105
470000	44.119	2.092
475000	42.548	7.991
480000	44.540	0.901
485000	44.229	0.790
490000	44.293	1.762
495000	44.828	0.683
500000	43.649	3.575
505000	44.696	1.138
510000	44.457	1.844
515000	44.250	1.686
520000	44.329	0.901
525000	45.084	0.938
530000	44.575	1.903
535000	43.181	6.423
540000	44.166	1.571
545000	44.143	1.742
550000	43.919	1.467
555000	44.036	0.891
560000	44.444	1.224
565000	43.905	1.332
570000	43.262	5.596
575000	44.673	0.840
580000	44.302	2.116
585000	43.661	2.815
590000	44.622	1.027
595000	44.186	1.926
600000	42.665	6.607
605000	43.857	5.663
610000	44.895	0.838
615000	43.926	5.081
620000	44.661	1.102
625000	44.120	2.199
630000	44.490	1.103
635000	43.921	2.407
640000	44.905	0.929
645000	43.952	3.593
650000	44.778	0.925
655000	44.308	1.282
660000	44.549	1.251
665000	43.732	2.885
670000	44.323	0.863
675000	42.261	9.681
680000	40.238	11.095
685000	44.751	1.028
690000	44.360	1.140
695000	44.532	0.904
700000	44.791	0.756
705000	44.902	1.211
710000	43.717	4.053
715000	42.710	7.982
720000	44.083	3.765
725000	44.912	1.383
730000	44.234	3.130
735000	43.603	2.970
740000	43.287	4.205
745000	44.666	1.326
750000	44.454	1.776
755000	44.185	2.011
760000	44.313	2.031
765000	43.968	2.001
770000	44.742	1.348
775000	44.371	1.177
780000	43.978	1.488
785000	43.746	3.542
790000	44.007	4.762
795000	43.774	3.690
800000	44.965	0.995
805000	43.550	4.640
810000	44.692	0.991
815000	44.196	1.342
820000	43.925	3.852
825000	44.498	1.273
830000	43.509	6.151
835000	42.952	6.686
840000	43.520	7.623
845000	44.153	1.967
850000	44.620	1.054
855000	44.784	0.989
860000	44.277	1.601
865000	43.612	6.113
870000	44.926	0.999
875000	44.125	1.539
880000	43.334	5.242
885000	43.770	4.633
890000	44.546	1.100
895000	43.643	3.155
900000	44.464	1.052
905000	44.083	2.749
910000	43.177	5.903
915000	44.446	1.272
920000	45.072	1.023
925000	44.128	1.549
930000	44.361	1.431
935000	43.293	6.649
940000	43.856	5.427
945000	44.416	1.518
950000	44.271	1.916
955000	42.645	7.603
960000	44.345	1.575
965000	43.353	5.346
970000	43.250	6.523
975000	43.803	4.740
980000	43.895	1.697
985000	44.957	1.047
990000	44.655	1.150
995000	44.633	1.119
1000000	43.855	3.877
