iteration(key)	values
250000 (returns)	0.000	0.000
500000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
750000 (returns)	0.000	0.000
1000000 (returns)	0.000	3.000	0.000
1250000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1500000 (returns)	1.000	0.000
1750000 (returns)	18.000	18.000	18.000	21.000	21.000	18.000	18.000	18.000	18.000	18.000	18.000	18.000	21.000	21.000	18.000	18.000	18.000	18.000	18.000	21.000	21.000	18.000	21.000	18.000	18.000	18.000	18.000	18.000	18.000	18.000	21.000	18.000	18.000	18.000	18.000	21.000	21.000	18.000	18.000	18.000	18.000	18.000	18.000	18.000	18.000	21.000	18.000	18.000	21.000	18.000	21.000	18.000	21.000	18.000	18.000	18.000	21.000	18.000	18.000
2000000 (returns)	55.000	57.000	57.000	58.000	57.000	57.000	57.000	55.000	57.000	55.000	57.000	57.000	57.000	57.000	55.000	55.000	57.000	57.000	57.000	57.000	57.000	57.000	57.000	57.000	57.000	57.000	57.000	57.000	55.000	57.000	57.000	57.000	57.000	55.000	57.000	57.000	55.000	57.000	57.000	55.000	55.000	57.000	57.000	55.000	57.000	57.000	55.000	57.000	57.000	57.000	52.000	57.000	57.000	57.000	57.000	57.000	57.000	55.000
2250000 (returns)	28.000	28.000	28.000	45.000	42.000	45.000	42.000	42.000	35.000	45.000	41.000	28.000	45.000	41.000	28.000	45.000	33.000	41.000	45.000	45.000	33.000	45.000	33.000	28.000	28.000	33.000	35.000	28.000	42.000	35.000	45.000	45.000	28.000	33.000	41.000	35.000	35.000	28.000	28.000	33.000	35.000	33.000	28.000	45.000	45.000	35.000	45.000	42.000	45.000	42.000	42.000	42.000	42.000	41.000	35.000	45.000	45.000	45.000	33.000
2500000 (returns)	3.000	3.000	1.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000	3.000
2750000 (returns)	71.000	97.000	76.000	73.000	75.000	96.000	75.000	75.000	88.000	73.000	97.000	76.000	75.000	83.000	83.000	75.000	75.000	97.000	97.000	96.000	97.000	75.000	83.000	84.000	75.000	75.000	76.000	73.000	76.000	79.000	83.000	88.000	71.000	83.000	96.000	96.000	97.000	75.000	88.000	75.000	88.000	84.000	76.000	76.000	75.000	76.000	76.000	75.000
