iteration	mean	std_dev
5000	18.896	3.011
10000	20.087	8.792
15000	24.098	19.475
20000	10.235	3.621
25000	15.501	2.480
30000	13.310	2.641
35000	13.842	2.701
40000	13.449	3.088
45000	15.987	4.772
50000	22.659	13.817
55000	11.757	0.987
60000	24.400	14.762
65000	20.370	10.215
70000	14.301	0.900
75000	20.195	11.888
80000	44.319	44.985
85000	34.472	21.706
90000	20.383	12.498
95000	35.699	26.942
100000	19.346	8.377
105000	29.630	23.679
110000	32.626	34.391
115000	36.709	37.350
120000	30.958	26.698
125000	48.489	35.357
130000	53.478	30.787
135000	29.864	25.311
140000	29.748	22.688
145000	56.455	40.714
150000	50.069	31.500
155000	43.663	26.627
160000	71.219	38.840
165000	63.149	34.466
170000	68.564	38.387
175000	62.147	20.985
180000	69.985	33.659
185000	67.786	35.307
190000	72.789	34.816
195000	72.434	41.371
200000	81.536	24.090
205000	84.060	30.897
210000	91.624	28.503
215000	73.276	24.551
220000	85.548	32.422
225000	75.629	39.519
230000	50.927	22.242
235000	78.619	30.669
240000	81.238	32.110
245000	73.627	26.979
250000	95.034	25.697
255000	93.198	21.058
260000	82.993	34.945
265000	90.102	34.231
270000	86.310	33.100
275000	75.492	39.931
280000	76.445	33.367
285000	88.687	31.816
290000	99.958	24.654
295000	103.246	16.825
300000	99.859	20.991
305000	95.230	22.454
310000	101.689	24.362
315000	98.643	25.482
320000	88.997	31.160
325000	107.158	14.874
330000	100.945	18.262
335000	94.830	26.324
340000	103.171	21.818
345000	93.873	26.819
350000	87.347	31.582
355000	93.769	22.086
360000	96.912	26.767
365000	91.114	20.519
370000	103.464	19.506
375000	106.243	15.361
380000	97.855	24.196
385000	102.802	18.534
390000	104.763	17.214
395000	104.425	21.777
400000	109.154	12.433
405000	91.107	28.680
410000	106.578	15.678
415000	88.060	29.875
420000	102.216	20.669
425000	110.800	7.343
430000	105.595	16.935
435000	105.917	14.094
440000	104.087	17.009
445000	108.155	11.868
450000	105.746	16.726
455000	92.610	27.955
460000	93.704	25.652
465000	98.770	22.081
470000	103.839	21.145
475000	95.724	23.333
480000	100.988	19.692
485000	111.699	2.631
490000	105.908	15.706
495000	107.988	13.343
500000	103.622	20.523
505000	101.557	17.991
510000	108.392	11.294
515000	103.470	17.779
520000	99.680	30.186
525000	108.068	18.456
530000	104.070	19.784
535000	107.238	11.983
540000	105.785	16.417
545000	107.873	14.690
550000	110.627	10.708
555000	92.674	25.730
560000	103.700	20.225
565000	111.405	5.358
570000	112.598	1.120
575000	103.472	20.322
580000	97.975	26.288
585000	98.192	24.096
590000	104.636	19.549
595000	109.058	12.444
600000	99.618	24.149
605000	98.579	24.109
610000	108.392	14.804
615000	111.792	3.566
620000	108.281	15.908
625000	108.151	16.264
630000	111.862	5.554
635000	100.608	21.089
640000	112.866	0.935
645000	104.752	17.514
650000	107.023	17.178
655000	107.310	17.791
660000	107.805	14.505
665000	108.748	12.302
670000	110.005	9.579
675000	110.864	8.188
680000	102.605	20.644
685000	110.754	5.904
690000	109.200	11.576
695000	105.803	18.656
700000	112.202	1.046
705000	111.923	0.673
710000	104.690	17.468
715000	103.740	19.249
720000	111.949	4.879
725000	109.627	9.588
730000	110.188	9.807
735000	109.002	13.449
740000	104.464	18.637
745000	108.018	13.061
750000	105.249	15.819
755000	110.324	8.816
760000	110.354	10.528
765000	111.112	7.249
770000	109.544	11.230
775000	108.603	13.488
780000	112.041	2.152
785000	103.411	21.241
790000	108.090	15.792
795000	108.094	13.822
800000	110.910	7.050
805000	111.709	2.277
810000	110.146	8.204
815000	109.563	10.155
820000	110.042	7.365
825000	108.420	10.699
830000	107.024	17.525
835000	110.724	7.038
840000	111.126	5.455
845000	110.225	5.585
850000	107.174	14.076
855000	112.093	0.776
860000	110.616	9.218
865000	110.537	10.055
870000	108.911	9.957
875000	107.777	12.903
880000	110.550	7.792
885000	112.160	0.935
890000	112.101	0.593
895000	109.195	8.943
900000	112.072	2.076
905000	112.323	1.291
910000	109.332	12.461
915000	110.559	6.392
920000	112.446	0.781
925000	110.141	6.933
930000	108.443	12.868
935000	109.261	10.067
940000	111.805	2.106
945000	108.669	11.839
950000	110.891	7.510
955000	112.211	0.938
960000	109.987	9.783
965000	111.641	3.543
970000	108.630	11.890
975000	110.225	8.925
980000	110.042	8.699
985000	111.509	4.652
990000	108.950	10.118
995000	110.378	7.867
1000000	108.320	14.360
