iteration(key)	values
5000 (returns)	0.000	36.905	0.093	0.377	0.041	0.118	0.000	0.085	0.125	0.106
10000 (returns)	0.000	0.000	23.855	34.174	0.756	0.000	3.528	0.000	0.000	14.922
15000 (returns)	0.616	34.605	82.121	0.000	1.048	0.020	0.000	19.166	0.087	0.000
20000 (returns)	4.052	8.277	1.441	3.955	36.465	0.613	0.319	39.506	0.064	0.000
25000 (returns)	102.950	0.957	4.322	0.419	33.596	0.000	0.000	0.036	0.633	0.000
30000 (returns)	0.000	0.000	0.000	0.130	0.000	0.000	0.000	23.699	0.033	3.619
35000 (returns)	0.000	0.006	0.000	0.000	10.885	73.793	0.000	4.731	0.006	0.049
40000 (returns)	0.000	0.000	0.000	0.523	146.105	0.199	0.000	0.000	0.062	7.927
45000 (returns)	0.001	0.201	0.000	0.000	0.000	2.350	46.610	0.000	0.000	0.000
50000 (returns)	146.882	0.000	0.000	0.138	0.194	0.038	0.000	0.041	45.084	0.024
55000 (returns)	1.353	0.006	37.713	0.000	0.442	0.000	182.992	0.000	0.001	0.000
60000 (returns)	0.289	0.003	0.001	3.319	0.002	0.000	0.000	0.000	0.275	0.814
65000 (returns)	33.886	0.028	0.000	0.091	0.391	0.055	0.000	0.000	7.908	0.099
70000 (returns)	0.000	0.000	0.001	0.000	0.000	3.053	47.481	0.072	0.000	0.203
75000 (returns)	0.023	15.715	0.000	0.011	0.003	0.019	55.367	0.000	0.013	143.532
80000 (returns)	4.278	0.000	18.661	45.906	0.896	33.443	0.830	0.383	0.130	0.010
85000 (returns)	0.000	0.000	9.182	0.019	0.015	143.934	1.199	0.000	4.991	0.000
90000 (returns)	0.238	11.676	37.382	125.356	3.884	0.000	0.755	31.689	0.000	13.271
95000 (returns)	0.709	0.000	0.005	0.000	185.634	0.000	218.376	0.001	194.582	143.185
100000 (returns)	18.582	199.467	238.837	0.000	0.000	0.042	3.679	70.588	0.000	0.000
105000 (returns)	0.180	0.000	13.742	0.081	0.000	0.000	234.687	0.000	0.000	0.049
110000 (returns)	0.386	0.000	0.000	33.789	0.000	0.000	0.000	38.007	177.869	0.003
115000 (returns)	0.649	0.000	3.090	0.000	98.248	0.000	9.228	0.000	0.000	0.001
120000 (returns)	10.308	0.588	0.000	240.902	0.000	0.119	84.845	0.000	0.000	189.333
125000 (returns)	0.006	0.009	0.000	0.002	0.000	0.016	27.449	91.156	0.000	0.000
130000 (returns)	0.000	0.000	0.000	0.000	2.164	0.000	0.002	332.915	0.003	27.384
135000 (returns)	17.856	0.000	0.000	0.000	0.000	0.014	0.000	150.076	0.000	0.000
140000 (returns)	141.782	0.000	3.598	0.000	58.960	178.275	13.403	0.013	0.000	88.895
145000 (returns)	215.123	0.000	161.359	0.000	0.000	0.175	319.429	0.000	0.000	148.717
150000 (returns)	0.000	0.000	333.920	0.000	0.000	186.742	0.000	0.000	390.511	0.003
155000 (returns)	2.524	0.000	0.001	0.000	0.288	0.198	161.530	202.369	179.812	0.001
160000 (returns)	0.000	0.000	0.091	0.000	1.762	0.450	0.000	0.000	11.404	12.169
165000 (returns)	0.005	47.743	17.016	23.699	365.272	0.000	0.000	0.824	0.002	0.000
