iteration(key)	values
500000 (returns)	3.723	0.000	0.000	0.000	0.000	0.003	8.100	0.612	0.000	5.085	0.000	4.754	7.367	6.063	17.996	0.033	0.590	0.047	10.289	6.000	5.810	8.197	9.128	0.666	6.400	0.000	0.015	8.084	0.229	2.283	14.089	10.188
1000000 (returns)	8.155	29.397	8.976	5.233	1.942	1.875	0.000	0.000	14.114	10.000	9.530	10.463	11.445	10.893	0.779	17.402	9.242	0.047	0.390	1.197	3.363	0.192	0.000	0.033	4.286	8.666	3.316	0.000	8.224	14.845	4.856	4.914
1500000 (returns)	0.149	0.548	0.029	0.000	11.285	2.947	0.070	0.000	6.845	0.000	0.519	0.000	0.017	0.488	0.000	7.600	0.000	0.003	10.115	0.068	2.347	0.013	0.000	4.728	0.096	14.502	0.000	5.570	0.000	7.833	0.053	5.200
2000000 (returns)	2.435	0.000	7.807	0.000	5.473	3.327	3.263	0.000	9.200	15.600	0.057	2.928	10.847	0.026	0.143	0.188	6.456	2.074	3.821	0.000	0.000	3.019	0.000	0.149	11.369	7.985	3.737	3.084	14.767	3.979	0.763	9.594
2500000 (returns)	3.129	0.000	0.335	6.468	5.796	5.143	7.684	3.401	0.000	0.000	33.722	14.002	5.809	0.504	10.397	8.959	0.000	0.217	0.142	14.906	0.000	7.737	1.235	3.582	0.033	0.117	5.630	7.853	0.000	7.299	0.007	0.000
3000000 (returns)	8.362	2.043	7.378	27.025	0.000	3.341	16.792	0.000	0.780	22.821	12.645	9.200	16.744	10.580	12.000	0.506	0.238	2.481	6.839	70.204	15.066	0.002	12.962	6.463	0.000	0.000	9.882	7.498	3.432	0.000	11.545	6.758
3500000 (returns)	0.055	7.649	0.024	24.688	0.254	18.516	11.600	18.451	3.559	9.780	7.900	0.000	23.596	1.166	14.692	1.020	6.687	0.159	2.868	0.000	7.020	0.000	7.747	3.999	0.000	1.311	0.000	0.000	4.407	1.689	17.017	5.035
4000000 (returns)	0.304	3.762	11.966	5.133	0.000	0.000	0.026	1.296	20.830	6.749	17.492	7.547	34.033	0.399	18.459	0.063	0.016	0.025	0.005	6.124	1.423	3.559	0.008	8.750	3.242	10.103	0.007	0.000	6.046	6.454	8.999	9.441
4500000 (returns)	7.451	0.107	11.100	2.067	0.011	8.452	7.226	4.473	0.000	0.160	2.051	0.001	0.106	0.000	0.768	7.683	7.637	0.000	6.777	1.151	0.182	0.000	2.218	0.009	8.008	0.054	7.199	9.498	0.150	29.666	7.823	41.852
5000000 (returns)	0.061	6.010	5.630	6.977	0.000	10.862	0.961	0.000	0.896	8.333	2.071	7.001	11.462	13.046	5.341	2.309	0.307	0.098	0.000	0.170	5.607	8.590	8.709	9.600	0.000	24.845	21.761	0.000	9.362	0.003	11.960	0.036
