iteration	mean	std_dev
5000	19.550	10.432
10000	16.510	13.540
15000	23.365	13.717
20000	26.153	12.390
25000	34.980	11.049
30000	29.398	14.957
35000	35.275	12.930
40000	41.297	5.363
45000	38.229	11.197
50000	42.358	4.858
55000	43.991	1.830
60000	44.060	3.043
65000	43.570	4.306
70000	41.994	10.108
75000	45.188	1.030
80000	45.128	1.122
85000	45.067	0.946
90000	45.715	0.887
95000	45.429	1.054
100000	45.583	1.100
105000	45.418	1.012
110000	45.340	0.858
115000	45.570	0.829
120000	45.657	0.809
125000	45.620	0.643
130000	45.877	0.656
135000	45.419	0.873
140000	45.568	0.800
145000	45.792	0.999
150000	45.669	0.610
155000	45.666	0.950
160000	45.896	0.861
165000	45.383	1.847
170000	46.198	0.681
175000	45.895	0.767
180000	45.816	0.635
185000	45.691	0.736
190000	46.159	0.793
195000	46.076	0.828
200000	45.824	0.819
205000	46.227	0.831
210000	46.134	0.653
215000	46.278	0.580
220000	46.282	0.714
225000	45.982	0.873
230000	46.146	0.614
235000	46.360	0.649
240000	46.649	0.720
245000	46.025	0.831
250000	46.417	0.937
255000	46.297	0.564
260000	46.394	0.821
265000	46.341	0.787
270000	46.468	0.777
275000	46.442	0.756
280000	46.219	0.649
285000	46.570	0.937
290000	46.080	0.662
295000	46.507	0.641
300000	46.555	0.619
305000	46.567	0.653
310000	46.555	0.815
315000	46.159	0.778
320000	46.393	0.594
325000	46.228	0.766
330000	46.349	0.581
335000	46.111	0.660
340000	46.561	0.800
345000	46.364	0.674
350000	46.541	0.807
355000	46.314	0.587
360000	46.670	0.789
365000	46.573	0.604
370000	46.178	0.570
375000	46.851	0.800
380000	46.664	0.572
385000	46.533	0.590
390000	46.683	0.630
395000	46.588	0.597
400000	46.532	0.747
405000	46.626	0.694
410000	46.579	0.610
415000	46.720	0.544
420000	46.330	0.731
425000	46.468	0.785
430000	46.531	0.679
435000	46.642	0.982
440000	46.282	0.731
445000	46.354	0.884
450000	46.838	0.685
455000	46.925	0.624
460000	46.709	0.681
465000	46.234	0.540
470000	46.711	0.727
475000	46.586	0.537
480000	46.421	0.701
485000	46.433	0.528
490000	47.081	0.680
495000	46.999	0.704
500000	46.279	0.713
505000	46.734	0.659
510000	46.974	0.642
515000	46.642	0.831
520000	46.649	0.613
525000	46.808	0.676
530000	46.731	0.842
535000	46.724	0.516
540000	46.410	0.736
545000	46.647	0.523
550000	46.408	0.955
555000	46.850	0.734
560000	46.538	0.583
565000	46.805	0.749
570000	46.942	0.554
575000	46.353	0.813
580000	46.754	0.637
585000	46.550	0.600
590000	46.794	0.575
595000	46.305	0.604
600000	46.543	0.822
605000	46.498	0.502
610000	46.881	0.514
615000	46.401	0.682
620000	46.738	0.512
625000	46.867	0.701
630000	46.792	0.522
635000	46.874	0.704
640000	46.593	0.547
645000	46.919	0.811
650000	46.778	0.603
655000	47.036	0.519
660000	46.733	0.727
665000	46.940	0.823
670000	46.680	0.690
675000	46.764	0.756
680000	46.669	0.780
685000	46.600	0.573
690000	46.811	0.677
695000	46.724	0.602
700000	46.935	0.648
705000	47.078	0.754
710000	46.709	0.629
715000	46.868	0.698
720000	46.996	0.690
725000	46.971	0.744
730000	46.973	0.731
735000	46.786	0.691
740000	46.956	0.661
745000	46.886	0.866
750000	46.838	0.779
755000	46.693	0.685
760000	46.825	0.612
765000	46.858	0.662
770000	47.025	0.721
775000	46.871	0.490
780000	46.788	0.608
785000	46.853	0.636
790000	46.690	0.654
795000	46.902	0.603
800000	46.823	0.691
805000	46.740	0.717
810000	46.808	0.695
815000	46.872	0.646
820000	46.759	0.856
825000	46.818	0.543
830000	46.696	0.557
835000	46.819	0.590
840000	46.854	0.569
845000	46.540	0.587
850000	46.827	0.830
855000	47.004	0.599
860000	46.796	0.740
865000	46.739	0.533
870000	47.100	0.696
875000	46.583	0.533
880000	46.831	0.637
885000	46.653	0.494
890000	46.805	0.638
895000	46.654	0.754
900000	46.585	0.646
905000	46.682	0.579
910000	46.938	0.801
915000	46.929	0.637
920000	46.753	0.685
925000	46.754	0.478
930000	46.808	0.784
935000	46.965	0.642
940000	46.699	0.790
945000	46.939	0.802
950000	46.677	0.561
955000	47.113	0.460
960000	46.820	0.620
965000	46.955	0.655
970000	46.880	0.623
975000	46.768	0.671
980000	46.661	0.684
985000	46.875	0.664
990000	46.903	0.596
995000	46.511	0.692
1000000	47.012	0.693
