iteration(key)	values
250000 (returns)	320.000	260.000	280.000	200.000	280.000	300.000	360.000	340.000	160.000	220.000	260.000	260.000	140.000	360.000	280.000	160.000	300.000	140.000	100.000	260.000	200.000	200.000	360.000	140.000	440.000	280.000	220.000	160.000	240.000	280.000	240.000	260.000	200.000	260.000	280.000	220.000	280.000	320.000	220.000	240.000	120.000	200.000	160.000	220.000	260.000	240.000	220.000	320.000	400.000	360.000	260.000	260.000	260.000	120.000	360.000	160.000	260.000	180.000	160.000	160.000	180.000	200.000	180.000	220.000	220.000	280.000	140.000	140.000	320.000	140.000	240.000	340.000	200.000	240.000	160.000	200.000	140.000	220.000	200.000	180.000	260.000	240.000	420.000	220.000	340.000	180.000	200.000	200.000	160.000	200.000	240.000	180.000	300.000	300.000	240.000	220.000	220.000	240.000	220.000	300.000	160.000	180.000	300.000	160.000	220.000	180.000	280.000	300.000	300.000	300.000	140.000	120.000	280.000	400.000	220.000	300.000	200.000	180.000	320.000	220.000	180.000	220.000	220.000	240.000	220.000	240.000	160.000	260.000	320.000	180.000
500000 (returns)	520.000	640.000	700.000	660.000	740.000	640.000	640.000	420.000	700.000	640.000	600.000	680.000	680.000	580.000	580.000	700.000	580.000	680.000	680.000	640.000	680.000	580.000	620.000	640.000	560.000	660.000	680.000	720.000	620.000	660.000	560.000	560.000	700.000	680.000	700.000	640.000	560.000	480.000	580.000	660.000	560.000	680.000	700.000	640.000	700.000	700.000	620.000	660.000	660.000	700.000	700.000	700.000	540.000	680.000	700.000	660.000	580.000	580.000
750000 (returns)	400.000	780.000	700.000	560.000	420.000	780.000	600.000	520.000	660.000	440.000	520.000	520.000	340.000	640.000	580.000	700.000	460.000	540.000	700.000	360.000	280.000	280.000	640.000	640.000	580.000	480.000	420.000	580.000	680.000	420.000	540.000	580.000	480.000	800.000	640.000	740.000	600.000	500.000	640.000	520.000	600.000	780.000	360.000	540.000	620.000	580.000	540.000	540.000	420.000	620.000	540.000	760.000	420.000	600.000	420.000	640.000	460.000	680.000	780.000	800.000	480.000	400.000	520.000	560.000	620.000	440.000	580.000	520.000	660.000	780.000	340.000	580.000	480.000
1000000 (returns)	720.000	600.000	520.000	640.000	600.000	540.000	580.000	940.000	720.000	680.000	680.000	980.000	560.000	500.000	1120.000	800.000	540.000	680.000	760.000	360.000	720.000	620.000	900.000	620.000	480.000	780.000	720.000	660.000	1100.000	840.000	740.000	500.000	740.000	500.000	440.000	760.000	900.000	780.000	840.000	400.000	380.000	800.000	840.000	840.000	920.000	600.000	720.000	1000.000	600.000	640.000	800.000	960.000	860.000	420.000	340.000	720.000	600.000	300.000	500.000	620.000	540.000	660.000	800.000	780.000	520.000	400.000	520.000	920.000	520.000	780.000	400.000	820.000	780.000	400.000	460.000	740.000	560.000	720.000	600.000
1250000 (returns)	1140.000	1460.000	1140.000	1360.000	1520.000	960.000	1460.000	1440.000	1540.000	1500.000	1300.000	1220.000	880.000	1140.000	1040.000	1540.000	1200.000	1300.000	680.000	1500.000	1260.000	1200.000	1260.000	1560.000	1040.000	1560.000	1300.000	1500.000	1400.000	1360.000	1160.000	1480.000	1180.000	1300.000	1520.000	1260.000	1460.000	1300.000	1400.000	860.000	1280.000	1260.000	1580.000	1580.000	1000.000	1440.000	1420.000	1540.000	1100.000	1520.000	960.000	1160.000	1420.000	1540.000	1420.000	1600.000	1560.000	1540.000	860.000	1180.000	1140.000	1060.000	1040.000
1500000 (returns)	1340.000	1300.000	1640.000	1520.000	1300.000	1580.000	1520.000	1400.000	1620.000	1600.000	1640.000	1640.000	1360.000	1560.000	1580.000	1260.000	1580.000	1140.000	760.000	880.000	1600.000	1060.000	1500.000	1220.000	1280.000	1520.000	1400.000	1000.000	1460.000	1260.000	1660.000	1420.000	1460.000	1600.000	1580.000	1580.000	1560.000	1540.000	780.000	1240.000	1400.000	1060.000	1460.000	1520.000	1060.000	1580.000	1080.000	1600.000	1600.000	1140.000	1320.000	880.000	1220.000	1500.000	1560.000	1580.000	1440.000	1380.000	1360.000	1540.000	1360.000	1180.000
1750000 (returns)	1620.000	1680.000	1680.000	1680.000	1600.000	1660.000	1700.000	1360.000	1660.000	1660.000	1740.000	1680.000	1660.000	1700.000	1640.000	1660.000	1640.000	1600.000	1400.000	1540.000	1620.000	1620.000	1660.000	1600.000	1700.000	1660.000	1660.000	1700.000	1620.000	1620.000	1640.000	1640.000	1500.000	1680.000	1680.000	1660.000	1660.000	1300.000	1680.000	1600.000	1580.000	1660.000	1660.000	1660.000	1440.000	1360.000	1620.000	1620.000	1660.000	1600.000	1660.000	1660.000	1240.000	1640.000	1400.000	1280.000
2000000 (returns)	1680.000	1640.000	1700.000	1680.000	1680.000	1680.000	1700.000	1620.000	1720.000	1720.000	1660.000	1720.000	1700.000	1660.000	1660.000	1580.000	1640.000	1700.000	1660.000	1640.000	1660.000	1700.000	1700.000	1700.000	1660.000	1700.000	1260.000	1720.000	1680.000	1660.000	1600.000	1620.000	1660.000	1420.000	1640.000	1680.000	1680.000	1360.000	1580.000	1680.000	1720.000	1320.000	1640.000	1300.000	1420.000	1700.000	1700.000	1680.000	1640.000	1680.000	1620.000	1660.000	1680.000	1420.000	1620.000	1680.000
2250000 (returns)	1760.000	1720.000	1680.000	1680.000	1700.000	1620.000	1740.000	1420.000	1720.000	1720.000	1720.000	1680.000	1740.000	1740.000	1480.000	1720.000	1440.000	1700.000	1680.000	1700.000	1660.000	1740.000	1660.000	1720.000	1640.000	1720.000	1760.000	1700.000	1680.000	1680.000	1680.000	1660.000	1580.000	1720.000	1680.000	1720.000	1640.000	1680.000	1680.000	1720.000	1620.000	1680.000	1680.000	1480.000	1480.000	1440.000	1660.000	1700.000	1680.000	1700.000	1700.000	1620.000	1680.000	1700.000	1700.000
2500000 (returns)	1700.000	1760.000	1680.000	1780.000	1720.000	1700.000	1640.000	1780.000	1760.000	1660.000	1720.000	1680.000	1760.000	1680.000	1740.000	1740.000	1760.000	1720.000	1740.000	1760.000	1720.000	1780.000	1760.000	1620.000	1700.000	1760.000	1720.000	1600.000	1700.000	1740.000	1720.000	1740.000	1720.000	1760.000	1740.000	1740.000	1780.000	1560.000	1760.000	1760.000	1720.000	1620.000	1600.000	1740.000	1780.000	1780.000	1780.000	1760.000	1760.000	1720.000	1720.000	1740.000	1680.000	1780.000	1680.000
2750000 (returns)	1700.000	1620.000	1720.000	1740.000	1680.000	1800.000	1760.000	1780.000	1720.000	1760.000	1600.000	1700.000	1740.000	1760.000	1780.000	1760.000	1720.000	1760.000	1740.000	1740.000	1760.000	1760.000	1780.000	1720.000	1660.000	1700.000	1660.000	1780.000	1740.000	1760.000	1720.000	1740.000	1740.000	1360.000	1720.000	1740.000	1760.000	1760.000	1780.000	1760.000	1760.000	1640.000	1740.000	1760.000	1740.000	1640.000	1760.000	1760.000	1740.000	1760.000	1720.000	1780.000	1680.000	1760.000	1780.000
3000000 (returns)	1760.000	1760.000	1740.000	1760.000	1740.000	1780.000	1780.000	1760.000	1760.000	1740.000	1760.000	1640.000	1760.000	1740.000	1740.000	1720.000	1800.000	1720.000	1760.000	1740.000	1780.000	1760.000	1720.000	1700.000	1740.000	1740.000	1760.000	1740.000	1740.000	1740.000	1760.000	1760.000	1760.000	1800.000	1780.000	1760.000	1780.000	1800.000	1780.000	1720.000	1780.000	1740.000	1740.000	1720.000	1780.000	1760.000	1720.000	1700.000	1760.000	1780.000	1740.000	1760.000	1700.000	1220.000	1560.000
3250000 (returns)	1780.000	1820.000	1800.000	1780.000	1740.000	1820.000	1740.000	1800.000	1760.000	1760.000	1760.000	1760.000	1780.000	1760.000	1780.000	1780.000	1780.000	1760.000	1780.000	1800.000	1780.000	1780.000	1760.000	1740.000	1780.000	1760.000	1460.000	1780.000	1760.000	1820.000	1800.000	1780.000	1780.000	1720.000	1720.000	1780.000	1780.000	1380.000	1780.000	1820.000	1760.000	1800.000	1780.000	1760.000	1820.000	1760.000	1740.000	1780.000	1780.000	1760.000	1780.000	1760.000	1760.000	1800.000	1780.000
3500000 (returns)	1800.000	1780.000	1760.000	1780.000	1760.000	1800.000	1780.000	1800.000	1780.000	1760.000	1740.000	1800.000	1780.000	1760.000	1780.000	1760.000	1780.000	1760.000	1800.000	1760.000	1800.000	1800.000	1740.000	1780.000	1780.000	1560.000	1740.000	1780.000	1780.000	1740.000	1760.000	1820.000	1780.000	1760.000	1800.000	1760.000	1780.000	1760.000	1760.000	1840.000	1740.000	1780.000	1580.000	1780.000	1760.000	1800.000	1780.000	1760.000	1800.000	1820.000	1820.000	1020.000	1780.000	1780.000	1800.000
3750000 (returns)	1600.000	1800.000	1800.000	1800.000	1800.000	1700.000	1800.000	1780.000	1800.000	1760.000	1780.000	1800.000	1780.000	1840.000	1800.000	1780.000	1780.000	1540.000	1800.000	1540.000	1780.000	1780.000	1760.000	1760.000	1800.000	1780.000	1780.000	1780.000	1800.000	1800.000	1740.000	1780.000	1760.000	1780.000	1740.000	1800.000	1780.000	1800.000	1820.000	1760.000	1800.000	1780.000	1820.000	1760.000	1840.000	1600.000	1820.000	1780.000	1800.000	1800.000	1740.000	1760.000	1780.000	1740.000	1780.000
4000000 (returns)	1780.000	1800.000	1780.000	1800.000	1420.000	1800.000	1820.000	1780.000	1780.000	1820.000	1800.000	1760.000	1820.000	1780.000	1800.000	1760.000	1780.000	1800.000	1780.000	1780.000	1800.000	1820.000	1820.000	1820.000	1800.000	1800.000	1780.000	1780.000	1800.000	1760.000	1820.000	1780.000	1740.000	1340.000	1780.000	1820.000	1780.000	1760.000	1440.000	1060.000	1820.000	1800.000	1760.000	1760.000	1780.000	1800.000	1760.000	1700.000	1800.000	1780.000	1820.000	1800.000	1740.000	1800.000	1800.000
4250000 (returns)	1780.000	1800.000	1800.000	1760.000	1780.000	1780.000	1780.000	1740.000	1760.000	1780.000	1760.000	1760.000	1780.000	1800.000	1800.000	1800.000	1780.000	1800.000	1780.000	1780.000	1760.000	1780.000	1780.000	1780.000	1820.000	1780.000	1780.000	1600.000	1760.000	1800.000	1800.000	1600.000	1800.000	1540.000	1780.000	1560.000	1780.000	1800.000	1800.000	1800.000	1780.000	1760.000	1780.000	1760.000	1760.000	1840.000	1800.000	1780.000	1780.000	1820.000	1720.000	1780.000	1760.000	1360.000	1800.000
4500000 (returns)	1760.000	1820.000	1840.000	1820.000	1820.000	1800.000	1820.000	1820.000	1840.000	1800.000	1420.000	1300.000	1800.000	1780.000	1800.000	1820.000	1800.000	1800.000	1820.000	1780.000	1800.000	1820.000	1780.000	1800.000	1400.000	1820.000	1780.000	1840.000	1800.000	1820.000	1800.000	1780.000	1820.000	1800.000	1800.000	1800.000	1840.000	1800.000	1780.000	1780.000	1820.000	1800.000	1800.000	1780.000	1780.000	1820.000	1820.000	1840.000	1820.000	1800.000	1620.000	1800.000	1840.000	1760.000	1800.000
4750000 (returns)	1780.000	1800.000	1740.000	1780.000	1800.000	1740.000	1780.000	1820.000	1800.000	1780.000	1840.000	1800.000	1800.000	1800.000	1780.000	1800.000	1800.000	1800.000	1800.000	1780.000	1480.000	1780.000	1800.000	1780.000	1800.000	1820.000	1800.000	1500.000	1800.000	1780.000	1780.000	1780.000	1800.000	1700.000	1820.000	1780.000	1800.000	1800.000	1780.000	1800.000	1760.000	1760.000	1760.000	1800.000	1800.000	1760.000	1800.000	1780.000	1800.000	1760.000	1760.000	1800.000	1780.000	1780.000	1800.000
5000000 (returns)	1780.000	1780.000	1760.000	1760.000	1800.000	1800.000	1760.000	1760.000	1800.000	1760.000	1800.000	1780.000	1760.000	1720.000	1800.000	1800.000	1760.000	1820.000	1380.000	1800.000	1780.000	1760.000	1800.000	1800.000	1780.000	1800.000	1780.000	1800.000	1780.000	1800.000	1760.000	1840.000	1740.000	1780.000	1820.000	1800.000	1800.000	1800.000	1780.000	1780.000	1800.000	1800.000	1760.000	1620.000	1780.000	1820.000	1800.000	1840.000	1820.000	1760.000	1820.000	1760.000	1740.000	1800.000	1800.000
5250000 (returns)	1800.000	1840.000	1800.000	1800.000	1800.000	1760.000	1820.000	1820.000	1800.000	1820.000	1820.000	1800.000	1820.000	1840.000	1800.000	1820.000	1800.000	1820.000	1780.000	1820.000	1780.000	1800.000	1820.000	1840.000	1820.000	1800.000	1820.000	1800.000	1740.000	1820.000	1780.000	1840.000	1800.000	1780.000	1820.000	1800.000	1840.000	1800.000	1740.000	1820.000	1800.000	1760.000	1800.000	1840.000	1820.000	1780.000	1780.000	1800.000	1800.000	1780.000	1800.000	1840.000	1820.000	1780.000	1800.000
5500000 (returns)	1820.000	1800.000	1820.000	1560.000	1760.000	1820.000	1800.000	1800.000	1820.000	1400.000	1800.000	1800.000	1760.000	1820.000	1800.000	1820.000	1740.000	1780.000	1800.000	1780.000	1820.000	1800.000	1840.000	1800.000	1780.000	1840.000	1760.000	1820.000	1760.000	1820.000	1800.000	1820.000	1820.000	1820.000	1800.000	1780.000	1820.000	1800.000	1760.000	1820.000	1780.000	1820.000	1780.000	1820.000	1800.000	1800.000	1820.000	1800.000	1800.000	1820.000	1820.000	1820.000	1820.000	1820.000	1820.000
5750000 (returns)	1800.000	1840.000	1800.000	1800.000	1800.000	1780.000	1800.000	1820.000	1820.000	1820.000	1820.000	1780.000	1780.000	1820.000	1780.000	1780.000	1800.000	1820.000	1820.000	1780.000	1800.000	1780.000	1400.000	1820.000	1780.000	1800.000	1780.000	1780.000	1760.000	1840.000	1760.000	1820.000	1800.000	1800.000	1800.000	1820.000	1800.000	1820.000	1800.000	1800.000	1760.000	1800.000	1840.000	1800.000	1800.000	1780.000	1780.000	1820.000	1780.000	1800.000	1820.000	1820.000	1840.000	1820.000	1800.000
