iteration(key)	values
250000 (returns)	0.000	0.000
500000 (returns)	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	14.000
750000 (returns)	0.000	0.000	0.000
1000000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1250000 (returns)	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	1.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	6.000	0.000	3.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1500000 (returns)	0.000	0.000
1750000 (returns)	0.000	0.000
2000000 (returns)	16.000	16.000	16.000	69.000	48.000	54.000	52.000	59.000	65.000	16.000	65.000	16.000	44.000	69.000	53.000	59.000	16.000	52.000	59.000	48.000	69.000	51.000	56.000	44.000	53.000	56.000	16.000	51.000	16.000	65.000	59.000
2250000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	7.000	0.000	0.000	7.000	9.000	7.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0.000	0.000	9.000	0.000	9.000	0.000	7.000	0.000	0.000	0.000	0.000	7.000	9.000	7.000	0.000	0.000	0.000	7.000	9.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	9.000
2500000 (returns)	1.000	4.000	0.000
2750000 (returns)	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3000000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	33.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	31.000	30.000	30.000	30.000	33.000	30.000	30.000	30.000	30.000	40.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	31.000	30.000	30.000	30.000	30.000	31.000	30.000	30.000	34.000	30.000	30.000	30.000	30.000	30.000
3250000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
3500000 (returns)	43.000	45.000	30.000	45.000	45.000	30.000	30.000	57.000	30.000	45.000	30.000	43.000	45.000	43.000	57.000	45.000	57.000	30.000	30.000	43.000	57.000	45.000	57.000	43.000	45.000	45.000	45.000	45.000	43.000	43.000	45.000	57.000	45.000	30.000	43.000	43.000	45.000	43.000	30.000	30.000	57.000	57.000	43.000	30.000	57.000	43.000	45.000	57.000	30.000	45.000	57.000	57.000	45.000	57.000	30.000	57.000	45.000
3750000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
4000000 (returns)	88.000	87.000	87.000	83.000	83.000	77.000	83.000	81.000	83.000	88.000	83.000	83.000	88.000	83.000	87.000	83.000	79.000	87.000	88.000	83.000	75.000	83.000	83.000	83.000	75.000	81.000	87.000	95.000	87.000	83.000	87.000	87.000	87.000	88.000	81.000	95.000	83.000	87.000	87.000	87.000	87.000	87.000	95.000	83.000	88.000	87.000	87.000	83.000	75.000	87.000	83.000	87.000	88.000	79.000	81.000	87.000	79.000	77.000
4250000 (returns)	36.000	36.000	30.000	30.000	16.000	30.000	16.000	36.000	24.000	25.000	25.000	30.000	24.000	36.000	25.000	36.000	36.000	30.000	24.000	25.000	36.000	30.000	30.000	30.000	30.000	25.000	25.000	24.000	16.000	16.000	36.000	24.000	30.000	24.000	30.000	30.000	30.000	25.000	30.000	36.000	16.000	30.000	24.000	30.000	16.000	36.000	30.000	25.000	25.000	28.000	18.000	30.000	36.000	16.000	36.000	16.000	30.000	16.000	25.000
4500000 (returns)	57.000	36.000	36.000	57.000	57.000	54.000	54.000	36.000	57.000	57.000	57.000	57.000	57.000	54.000	36.000	36.000	57.000	36.000	57.000	36.000	36.000	54.000	57.000	36.000	54.000	57.000	57.000	36.000	54.000	54.000	36.000	57.000	57.000	54.000	57.000	57.000	57.000	57.000	54.000	57.000	36.000	54.000	57.000	36.000	57.000	36.000	36.000	36.000	54.000	54.000	36.000	51.000	36.000	57.000	36.000	57.000	36.000
4750000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
5000000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
5250000 (returns)	21.000	30.000	24.000	24.000	24.000	30.000	21.000	24.000	24.000	24.000	21.000	30.000	24.000	30.000	30.000	24.000	30.000	30.000	21.000	24.000	30.000	30.000	24.000	21.000	21.000	30.000	21.000	30.000	30.000	30.000	21.000	21.000	21.000	24.000	30.000	21.000	30.000	30.000	24.000	30.000	30.000	30.000	24.000	30.000	21.000	30.000	21.000	30.000	30.000	24.000	30.000	24.000	24.000	30.000	21.000	30.000	24.000	21.000	30.000	21.000
5500000 (returns)	3.000	0.000	0.000	0.000	18.000	0.000	0.000	18.000	3.000	3.000	3.000	0.000	0.000	0.000	3.000	18.000	0.000	0.000	0.000	6.000	3.000	18.000	3.000	0.000	3.000	0.000	18.000	3.000	0.000	3.000	0.000	0.000	0.000	0.000	3.000
