iteration(key)	values
5000 (returns)	0.411	0.409	0.302	0.412	0.301	0.416	0.416	0.300	0.415	0.414	0.415	0.415	0.416	0.412	0.414	0.416	0.412	0.415	0.415	0.415	0.416	0.411	0.413	0.416	0.415	0.299	0.417	0.417	0.417	0.416	0.413	0.416	0.415	0.416	0.414	0.416	0.412	0.415	0.415	0.416	0.414	0.417	0.413	0.415	0.412	0.416	0.413	0.416	0.416	0.415	0.414	0.414	0.416	0.415	0.411	0.410	0.408	0.412	0.413	0.413	0.411	0.416	0.413	0.416	0.413	0.416	0.416	0.415	0.416	0.415	0.414	0.417	0.299	0.412	0.414	0.413	0.414	0.409	0.415	0.413	0.414	0.419	0.413	0.414	0.415	0.413	0.411	0.410	0.416	0.417	0.416	0.416	0.415	0.417	0.411	0.415	0.415	0.417	0.412	0.417
10000 (returns)	0.247	0.207	0.248	0.248	0.246	0.207	0.248	0.247	0.246	0.207	0.248	0.246	0.247	0.246	0.248	0.211	0.245	0.247	0.248	0.208	0.248	0.245	0.248	0.210	0.248	0.208	0.248	0.245	0.246	0.246	0.207	0.209	0.209	0.212	0.208	0.210	0.210	0.248	0.246	0.248	0.211	0.247	0.246	0.248	0.247	0.247	0.246	0.247	0.247	0.246	0.248	0.245	0.246	0.247	0.245	0.246	0.209	0.247	0.248	0.248	0.248	0.245	0.247	0.247	0.246	0.207	0.248	0.210	0.207	0.247	0.247	0.247	0.208	0.247	0.209	0.209	0.248	0.245	0.247	0.245	0.247	0.248	0.247	0.245	0.210	0.247	0.208	0.248	0.247	0.247	0.248	0.208	0.247	0.210	0.245	0.248	0.209	0.247	0.207	0.247
15000 (returns)	0.889	0.888	0.886	0.887	0.283	0.882	0.677	0.885	0.682	0.680	0.284	0.887	0.890	0.885	0.682	0.882	0.895	0.678	0.881	0.891	0.886	0.887	0.888	0.889	0.891	0.892	0.887	0.678	0.887	0.886	0.679	0.894	0.887	0.890	0.891	0.885	0.680	0.887	0.886	0.890	0.676	0.889	0.285	0.887	0.879	0.892	0.885	0.889	0.890	0.886	0.888	0.681	0.679	0.680	0.284	0.888	0.891	0.895	0.680	0.887	0.675	0.889	0.895	0.893	0.678	0.887	0.883	0.887	0.891	0.889	0.890	0.886	0.884	0.894	0.681	0.895	0.681	0.680	0.874	0.678	0.890	0.885	0.889	0.885	0.884	0.681	0.888	0.888	0.890	0.886	0.878	0.893	0.893	0.883	0.894	0.682	0.680	0.285	0.889	0.886
20000 (returns)	0.248	0.245	0.246	0.245	0.246	0.248	0.247	0.246	0.248	0.246	0.247	0.247	0.246	0.246	0.247	0.248	0.248	0.247	0.247	0.248	0.246	0.246	0.248	0.247	0.248	0.247	0.248	0.247	0.248	0.246	0.247	0.245	0.246	0.245	0.246	0.247	0.247	0.248	0.245	0.247	0.245	0.248	0.245	0.247	0.245	0.248	0.248	0.245	0.248	0.248	0.245	0.248	0.246	0.248	0.247	0.247	0.247	0.248	0.245	0.248	0.247	0.245	0.245	0.245	0.246	0.248	0.247	0.248	0.246	0.247	0.246	0.245	0.245	0.247	0.246	0.247	0.245	0.246	0.248	0.248	0.245	0.245	0.246	0.248	0.246	0.245	0.245	0.246	0.247	0.246	0.245	0.247	0.248	0.248	0.247	0.246	0.247	0.248	0.247	0.246
25000 (returns)	1.000	1.000	1.000	1.000	0.548	1.000	1.000	1.000	1.000	1.000	0.886	1.000	1.000	1.000	1.000	0.890	1.000	0.886	1.000	1.000	0.729	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.887	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.886	1.000	0.546	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.729	1.000	1.000	0.885	0.893	0.886	1.000	1.000	0.888	0.547	1.000	1.000	0.729	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.882	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.895	1.000	1.000	1.000	0.888	0.886	1.000	1.000	1.000
30000 (returns)	1.000	0.729	0.730	0.728	1.000	1.000	1.000	0.731	0.729	0.730	0.728	1.000	1.000	0.730	0.729	0.731	0.731	1.000	1.000	1.000	0.730	0.730	0.440	1.000	1.000	0.730	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.731	0.731	1.000	1.000	0.547	1.000	1.000	1.000	1.000	0.730	0.728	1.000	0.731	1.000	1.000	1.000	0.730	1.000	1.000	1.000	0.729	1.000	1.000	0.730	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.729	1.000	0.731	1.000	1.000	1.000	1.000	0.731	1.000	1.000	1.000	1.000	1.000	0.730	1.000	1.000	1.000	0.729	0.729	0.731	1.000	1.000	0.729	1.000	1.000	1.000	1.000	1.000	0.730	1.000	1.000	0.729
35000 (returns)	0.885	0.888	0.890	0.887	0.889	0.885	0.889	0.893	0.893	0.894	1.000	0.893	0.893	0.887	0.886	0.895	0.887	0.888	0.885	0.895	0.889	0.888	0.892	0.884	0.886	0.882	0.888	0.890	0.886	0.891	0.891	0.892	0.885	0.890	0.888	0.881	0.886	0.890	0.891	0.890	0.887	0.890	0.888	0.882	0.885	0.892	0.888	0.885	0.887	0.887	0.888	0.888	0.889	0.890	0.891	0.886	0.890	0.888	0.891	0.889	0.890	0.889	0.888	0.892	0.892	0.886	0.890	0.881	0.890	0.877	0.896	0.891	0.892	0.885	0.889	0.887	0.893	0.892	0.890	0.886	0.889	0.885	0.887	0.885	0.887	0.886	0.888	0.883	0.884	0.891	0.890	0.890	0.889	0.885	0.887	0.885	0.888	0.891	0.888	0.883
40000 (returns)	1.000	1.000	1.000	1.000	1.000	1.000	0.886	1.000	1.000	1.000	1.000	1.000	0.887	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.887	1.000	1.000	1.000	0.886	1.000	1.000	1.000	1.000	1.000	1.000	0.888	1.000	1.000	1.000	1.000	1.000	1.000	0.887	1.000	0.556	1.000	1.000	1.000	1.000	0.557	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.885	1.000	0.883	1.000	1.000	1.000	1.000	1.000	1.000	0.888	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.886	1.000	0.885	1.000	1.000	1.000	1.000	0.888	1.000	0.879	1.000	1.000
45000 (returns)	0.887	0.890	0.894	0.885	0.888	1.000	0.883	0.893	0.891	0.888	0.895	0.891	1.000	0.889	1.000	0.886	0.890	0.886	0.884	0.888	0.893	1.000	0.889	0.890	0.884	1.000	0.892	0.883	0.889	0.891	0.888	0.888	0.890	1.000	0.889	0.889	1.000	0.886	0.883	1.000	0.884	0.889	0.889	0.886	0.886	1.000	0.890	0.886	0.889	0.890	0.889	1.000	0.891	0.890	1.000	0.891	0.892	0.879	0.892	0.881	0.887	0.885	0.890	0.883	0.879	0.892	0.889	0.888	1.000	0.891	0.880	0.886	0.886	0.884	0.891	0.892	0.888	0.885	0.887	0.885	0.888	0.889	0.893	0.883	0.887	0.890	0.888	0.890	0.893	0.881	0.892	0.890	0.888	0.891	0.887	0.886	0.891	0.884	0.891	0.887
50000 (returns)	0.884	0.885	0.885	0.878	0.877	0.883	0.877	0.882	0.879	0.883	0.878	0.882	0.888	0.886	0.885	0.880	0.880	0.885	0.880	0.878	0.880	0.882	0.883	0.882	0.884	0.879	0.886	0.883	0.877	0.885	0.880	0.885	0.885	0.879	0.880	0.883	0.883	0.884	0.886	0.878	0.882	0.880	0.877	0.877	1.000	0.883	0.881	0.886	0.886	0.883	0.875	0.887	0.882	0.882	0.881	0.876	0.886	0.883	0.888	0.880	0.880	0.882	0.882	0.885	0.883	0.882	0.880	0.880	0.882	0.883	0.884	0.882	0.876	0.887	0.886	0.883	0.888	0.881	0.875	0.875	0.879	0.883	0.885	0.883	0.877	0.884	0.877	0.884	0.876	0.881	0.884	0.885	0.884	0.885	0.884	0.879	0.882	0.880	0.882	0.883
