iteration	mean	std_dev
5000	17.485	6.767
10000	23.347	3.551
15000	24.564	4.545
20000	25.586	4.099
25000	26.300	4.222
30000	32.740	2.966
35000	31.303	5.027
40000	39.011	7.795
45000	35.661	6.359
50000	42.036	7.499
55000	41.378	3.323
60000	40.026	2.688
65000	47.784	5.761
70000	48.499	6.699
75000	49.132	11.214
80000	46.165	5.051
85000	65.049	16.003
90000	42.341	11.949
95000	43.141	5.835
100000	42.253	11.298
105000	46.262	9.446
110000	41.699	11.611
115000	43.117	6.093
120000	49.347	5.203
125000	43.829	4.202
130000	52.783	17.721
135000	51.787	16.671
140000	59.219	20.270
145000	42.860	5.526
150000	46.992	6.384
155000	47.093	11.527
160000	56.048	13.076
165000	44.858	5.498
170000	57.193	15.000
175000	45.783	8.358
180000	54.652	18.516
185000	51.895	17.351
190000	44.590	4.505
195000	42.843	3.024
200000	47.493	7.476
205000	50.945	12.697
210000	40.706	11.159
215000	45.148	6.587
220000	54.231	15.865
225000	46.148	7.705
230000	47.729	17.261
235000	49.864	14.853
240000	45.845	8.376
245000	45.921	7.755
250000	58.963	18.807
255000	63.878	25.140
260000	43.624	5.630
265000	50.526	5.915
270000	43.557	6.724
275000	47.131	7.829
280000	43.617	4.841
285000	51.586	16.831
290000	52.570	13.385
295000	58.305	21.204
300000	49.336	9.394
305000	62.856	24.547
310000	54.201	15.141
315000	48.428	7.441
320000	46.089	7.882
325000	55.045	14.636
330000	46.531	12.066
335000	43.454	4.936
340000	49.011	6.518
345000	45.080	5.692
350000	48.577	10.939
355000	45.628	5.842
360000	54.757	17.381
365000	44.974	7.618
370000	40.182	3.272
375000	41.193	5.285
380000	40.243	7.368
385000	51.766	12.626
390000	42.718	6.438
395000	50.410	13.737
400000	44.576	7.537
405000	46.474	9.028
410000	43.187	5.755
415000	50.458	10.404
420000	49.632	9.992
425000	47.086	9.600
430000	43.870	5.813
435000	49.805	13.146
440000	45.216	5.364
445000	53.108	15.610
450000	43.459	7.967
455000	51.166	13.499
460000	55.915	15.113
465000	52.477	14.810
470000	45.888	5.747
475000	50.853	10.337
480000	47.375	12.022
485000	49.434	16.634
490000	46.640	7.738
495000	43.390	7.741
500000	47.525	6.444
505000	47.965	8.719
510000	39.676	6.381
515000	51.820	15.409
520000	46.268	6.794
525000	49.446	13.040
530000	43.525	6.939
535000	53.864	17.001
540000	53.014	13.995
545000	50.286	16.178
550000	54.287	15.388
555000	47.491	13.043
560000	48.211	12.684
565000	51.699	12.330
570000	48.906	15.005
575000	45.179	6.170
580000	51.059	11.558
585000	49.166	11.772
590000	49.780	16.728
595000	54.333	14.647
600000	43.593	9.785
605000	48.005	8.136
610000	43.602	8.303
615000	55.457	13.444
620000	48.928	13.017
625000	54.385	18.054
630000	47.791	16.849
635000	43.368	8.888
640000	47.100	6.669
645000	53.970	17.426
650000	54.009	17.238
655000	52.722	16.888
660000	54.815	17.109
665000	45.410	9.456
670000	55.951	20.468
675000	44.608	5.812
680000	48.132	14.480
685000	46.928	9.015
690000	51.082	13.925
695000	49.718	16.547
700000	44.143	9.579
705000	54.736	13.989
710000	51.810	16.458
715000	49.222	16.622
720000	44.653	7.517
725000	47.376	12.311
730000	45.414	8.209
735000	46.196	11.341
740000	45.389	9.477
745000	49.076	13.975
750000	51.522	13.870
755000	44.333	8.491
760000	50.632	17.512
765000	46.589	8.331
770000	51.811	18.354
775000	48.951	11.825
780000	55.754	16.095
785000	47.392	10.562
790000	47.173	13.103
795000	46.408	9.057
800000	50.645	14.787
805000	49.056	10.573
810000	45.308	8.432
815000	42.711	4.990
820000	46.767	12.463
825000	57.953	18.417
830000	51.274	14.626
835000	55.914	15.390
840000	51.158	14.906
845000	50.490	14.418
850000	48.706	14.726
855000	46.642	13.806
860000	52.670	20.834
865000	47.846	12.977
870000	46.926	9.444
875000	53.932	19.512
880000	49.172	11.996
885000	53.095	17.568
890000	52.112	15.629
895000	52.521	19.723
900000	48.313	9.340
905000	50.508	11.039
910000	57.136	18.925
915000	52.478	14.622
920000	52.006	17.336
925000	54.541	18.311
930000	50.298	11.961
935000	48.703	10.901
940000	49.492	12.761
945000	54.807	17.517
950000	53.095	17.193
955000	51.049	14.409
960000	50.876	13.064
965000	48.477	15.326
970000	51.644	16.710
975000	50.076	14.671
980000	52.024	16.270
985000	49.275	11.522
990000	53.468	19.574
995000	52.121	16.806
1000000	48.570	15.696
