iteration(key)	values
250000 (returns)	2.000	0.000	2.000	3.000	2.000	0.000	0.000	0.000	2.000	2.000	2.000	2.000	2.000	0.000	2.000	2.000	1.000	2.000	3.000	1.000	3.000	2.000	2.000	2.000	1.000	1.000	2.000	3.000	0.000	2.000	4.000	0.000	2.000	0.000	2.000	1.000	2.000	0.000	1.000	0.000	2.000	3.000	2.000	2.000	3.000	1.000	1.000	3.000	0.000	2.000	2.000	2.000	2.000	2.000	1.000	3.000	0.000	0.000	0.000	3.000	2.000	2.000	2.000	2.000	0.000	0.000	2.000	1.000	0.000	2.000	0.000	2.000	2.000	2.000	3.000	1.000	0.000	2.000	2.000	2.000	2.000	2.000	2.000	1.000	2.000	2.000	2.000	2.000	2.000	2.000	2.000	3.000	3.000	2.000	0.000	2.000	2.000	3.000	2.000	1.000	2.000	0.000	0.000	1.000	2.000	2.000	0.000	2.000	3.000	2.000	1.000	1.000	0.000	1.000	2.000	2.000	1.000	2.000	2.000	0.000	2.000	2.000	0.000	1.000	2.000	1.000	1.000	2.000	0.000	0.000	2.000	2.000	1.000	1.000	3.000	1.000	2.000	2.000	0.000	2.000	1.000	2.000	2.000	0.000	2.000	2.000	0.000	2.000	2.000	0.000	0.000	0.000	1.000	3.000	2.000	4.000	0.000	2.000	1.000	1.000	2.000	3.000	3.000	0.000	0.000	2.000	2.000	2.000	1.000	0.000	2.000	3.000	1.000	1.000	0.000	3.000	3.000	0.000	0.000	1.000	1.000	2.000	2.000	0.000	0.000	1.000	3.000	2.000	2.000	0.000	2.000	0.000	2.000	1.000	3.000	3.000	3.000	2.000	0.000	3.000	2.000	1.000	3.000	0.000	2.000	1.000	2.000	1.000	2.000	0.000	3.000	0.000	2.000	2.000	0.000	0.000	2.000	3.000	3.000	2.000	3.000	0.000	0.000	2.000	2.000	1.000	1.000	1.000	1.000	2.000	3.000	0.000	2.000	2.000	2.000	1.000	2.000	2.000	0.000	0.000	3.000	0.000	0.000	1.000	2.000	0.000	2.000	0.000	3.000	0.000	2.000	2.000	2.000	2.000	1.000	2.000	2.000	1.000	0.000	2.000	2.000	0.000	2.000	1.000	2.000	0.000	0.000	3.000	2.000	1.000	0.000	2.000	2.000	2.000	0.000	0.000	2.000	2.000	3.000	1.000	0.000	0.000	0.000	2.000	3.000	1.000	2.000	2.000	2.000	2.000	2.000	0.000	2.000	1.000	2.000	2.000	2.000	2.000	1.000	3.000	4.000	2.000	2.000	2.000	1.000	3.000	3.000	3.000	1.000	2.000	2.000	0.000	1.000	2.000	2.000	0.000	2.000	3.000	2.000	0.000	2.000	2.000	2.000	0.000	2.000	1.000	1.000	0.000	3.000	1.000	3.000	1.000	1.000	0.000	2.000	2.000	2.000	2.000	1.000	1.000	2.000	0.000	0.000	1.000	2.000	3.000	2.000	2.000	3.000	0.000	2.000	2.000	0.000	2.000	3.000	0.000	0.000	2.000	2.000	3.000	2.000	0.000	1.000	3.000	2.000	2.000	0.000	3.000	2.000	0.000	2.000	1.000	0.000	2.000	1.000	1.000	2.000	3.000	2.000	2.000	2.000	2.000	1.000	3.000	1.000	1.000	2.000	2.000	2.000	1.000	2.000	3.000	2.000	0.000	2.000	1.000	0.000	0.000	3.000	1.000	2.000	2.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	0.000	3.000	0.000	2.000	0.000	2.000	0.000	2.000	3.000	2.000	2.000	1.000	0.000	2.000	2.000	2.000	2.000	0.000	3.000	2.000	2.000	2.000	3.000	3.000	1.000	2.000	2.000	0.000	2.000	3.000	1.000	3.000	0.000	0.000	0.000	1.000	3.000	0.000	1.000	1.000	2.000	2.000	2.000	2.000	2.000	2.000	1.000	2.000	0.000	2.000	2.000	3.000	2.000	0.000	2.000	3.000	0.000	0.000	0.000	0.000	0.000	3.000	1.000	1.000	2.000	2.000	3.000	2.000	0.000	2.000	2.000	1.000	2.000	1.000	1.000	2.000	2.000	2.000	2.000	1.000	1.000	2.000	1.000	1.000	2.000	2.000	0.000	3.000	2.000	1.000	2.000	1.000	2.000	2.000	2.000	2.000	2.000	2.000	0.000	2.000	3.000	2.000	3.000	1.000	1.000	3.000	2.000	0.000	3.000	1.000	2.000	3.000	2.000	0.000	2.000	3.000	0.000	2.000	1.000	2.000	0.000	2.000	2.000	2.000	2.000	0.000	2.000	1.000	2.000	2.000	3.000	3.000	0.000	2.000	1.000	0.000	2.000	0.000	1.000	2.000	2.000	3.000	2.000	2.000	2.000	3.000	0.000	2.000	2.000	2.000	2.000	1.000	1.000	0.000	2.000	0.000	1.000	1.000	2.000	2.000	0.000	2.000	0.000	2.000	2.000	2.000	1.000	2.000	2.000	2.000	1.000	2.000	1.000	2.000	2.000	1.000	2.000	1.000	3.000	2.000	3.000	2.000	0.000	2.000	3.000	0.000	0.000	0.000	1.000	0.000	2.000	0.000	2.000	2.000	2.000	2.000	0.000	1.000	0.000	2.000	1.000	2.000	0.000	2.000	2.000	2.000	2.000	2.000	1.000	1.000	0.000	2.000	0.000	2.000	1.000	2.000	1.000	2.000	0.000	3.000	0.000	0.000	0.000	3.000	2.000	2.000	0.000	0.000	2.000	3.000	2.000	2.000	2.000	2.000	2.000	3.000	2.000	0.000	1.000	2.000	2.000	0.000	2.000	2.000	2.000	2.000	2.000	1.000	1.000	2.000	2.000	3.000	2.000	0.000	2.000	2.000	0.000	2.000	2.000	1.000	2.000	1.000	2.000	2.000	3.000	3.000	2.000	2.000	2.000	2.000	2.000	0.000
500000 (returns)	0.000	5.000	2.000	7.000	10.000	0.000	9.000	0.000
750000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	11.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	18.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0.000	1.000	7.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000	0.000
1000000 (returns)	24.000	14.000	16.000	19.000	18.000	23.000	15.000	11.000	9.000	24.000	26.000	23.000	17.000	17.000	14.000	21.000	18.000	26.000	16.000	13.000	13.000	20.000	11.000	26.000	10.000	24.000	13.000	31.000	14.000	27.000	11.000	25.000	11.000	36.000	24.000	16.000	14.000	13.000	21.000	15.000	24.000	21.000	11.000	15.000	23.000	44.000	12.000	25.000	13.000	15.000	10.000	20.000	14.000	12.000	20.000	11.000	22.000	18.000	33.000	25.000	14.000	21.000	26.000	25.000	24.000	29.000	22.000	23.000	26.000	19.000	17.000	8.000	24.000	21.000	24.000	12.000	11.000	17.000	25.000	19.000	25.000	18.000	27.000	13.000	17.000	24.000	17.000	18.000	16.000	36.000	20.000	21.000	14.000	14.000	14.000	17.000	26.000	17.000	19.000	19.000	21.000	23.000	20.000	17.000	26.000	25.000	18.000	15.000	25.000	13.000	25.000	26.000	42.000	18.000	13.000	21.000	18.000	26.000	17.000	16.000	16.000	12.000	17.000	11.000	19.000	29.000	22.000	14.000	21.000	19.000	14.000	23.000	17.000	13.000	23.000	18.000	10.000	23.000	27.000	27.000	14.000	17.000	20.000	20.000	22.000	20.000	14.000	41.000	15.000	21.000	14.000	22.000	11.000	7.000	26.000	34.000	34.000	17.000	16.000
1250000 (returns)	24.000	17.000	26.000	28.000	25.000	48.000	19.000	30.000	31.000	34.000	21.000	19.000	25.000	27.000	30.000	31.000	31.000	23.000	15.000	21.000	18.000	34.000	40.000	23.000	27.000	8.000	32.000	18.000	28.000	31.000	17.000	18.000	26.000	59.000	26.000	22.000	37.000	26.000	24.000	35.000	28.000	15.000	26.000	20.000	16.000	17.000	22.000	16.000	22.000	15.000	22.000	19.000	29.000	21.000	28.000	17.000	40.000	33.000	23.000	117.000	22.000	17.000	21.000	14.000	18.000	19.000	31.000	12.000	18.000	17.000	22.000	35.000	39.000	21.000	15.000	38.000	30.000	11.000	39.000	24.000	33.000	46.000	20.000	27.000	18.000	18.000	13.000	10.000	22.000	19.000	18.000	24.000	20.000	42.000	23.000	22.000	30.000
1500000 (returns)	31.000	28.000	35.000	37.000	32.000	22.000	52.000	31.000	56.000	26.000	52.000	31.000	53.000	19.000	39.000	17.000	38.000	36.000	18.000	18.000	26.000	25.000	26.000	21.000	37.000	37.000	42.000	41.000	37.000	41.000	41.000	34.000	34.000	57.000	48.000	46.000	47.000	44.000	40.000	41.000	18.000	23.000	58.000	44.000	70.000	31.000	26.000	28.000	29.000	41.000	43.000	46.000	41.000	35.000	39.000	19.000	38.000	16.000	52.000	11.000	40.000	33.000	26.000	24.000	36.000	35.000	28.000	17.000	30.000	32.000	12.000	33.000	28.000	24.000	20.000	29.000	24.000	28.000	32.000	49.000	12.000	35.000	18.000	36.000	35.000	36.000	17.000	57.000	36.000	22.000	41.000	39.000	30.000	46.000	81.000	24.000	84.000	50.000	26.000	29.000	31.000	44.000	13.000	22.000	45.000	27.000	25.000	44.000	35.000	20.000	25.000	16.000	45.000	49.000	68.000	43.000	71.000	35.000	20.000	31.000	30.000	38.000	50.000	32.000	40.000	28.000	26.000	59.000	12.000	15.000	42.000	61.000	33.000	31.000	32.000	19.000	11.000	44.000	51.000	15.000	18.000
1750000 (returns)	57.000	53.000	48.000	51.000	26.000	49.000	63.000	64.000	42.000	15.000	71.000	84.000	18.000	22.000	33.000	56.000	66.000	49.000	30.000	30.000	40.000	61.000	68.000	37.000	50.000	50.000	45.000	80.000	70.000	54.000	47.000	56.000	35.000	54.000	43.000	15.000	40.000	22.000	63.000	57.000	52.000	48.000	62.000	51.000	54.000	46.000	48.000	44.000	36.000	90.000	70.000	35.000	88.000	53.000	81.000	66.000	67.000	45.000	26.000	17.000	48.000	25.000	55.000	66.000	40.000	39.000	32.000	35.000	47.000	68.000	60.000	93.000	47.000	42.000	63.000	41.000	33.000	90.000	64.000	63.000	37.000	74.000	63.000	33.000	71.000	66.000	38.000	56.000	54.000	45.000	31.000	35.000	36.000	46.000	41.000	48.000	72.000	87.000	43.000	72.000	29.000	35.000	43.000	61.000	60.000	24.000	51.000	70.000	24.000	51.000	59.000
2000000 (returns)	89.000	132.000	74.000	52.000	99.000	96.000	67.000	71.000	77.000	64.000	91.000	49.000	71.000	71.000	66.000	59.000	49.000	59.000	76.000	53.000	77.000	58.000	60.000	64.000	70.000	88.000	53.000	77.000	55.000	47.000	58.000	73.000	53.000	45.000	52.000	50.000	46.000	288.000	45.000	60.000	59.000	50.000	69.000	50.000	48.000	77.000	60.000	47.000	90.000	113.000	64.000	65.000	45.000	69.000	91.000	105.000	71.000	92.000	76.000	83.000	59.000	71.000	77.000	84.000	80.000	56.000	68.000	63.000	99.000	60.000	68.000	52.000	30.000	84.000	67.000	88.000	51.000	94.000	84.000	33.000	76.000	81.000	84.000	52.000	80.000	61.000	77.000	77.000	37.000	59.000	51.000	118.000	71.000	88.000	61.000	48.000	39.000	55.000	53.000
2250000 (returns)	105.000	71.000	57.000	95.000	80.000	86.000	91.000	79.000	139.000	87.000	50.000	32.000	74.000	73.000	85.000	82.000	121.000	92.000	85.000	113.000	80.000	223.000	106.000	44.000	85.000	79.000	101.000	59.000	87.000	145.000	72.000	45.000	87.000	53.000	90.000	55.000	74.000	68.000	89.000	66.000	60.000	65.000	61.000	84.000	87.000	78.000	95.000	72.000	52.000	96.000	80.000	64.000	257.000	88.000	110.000	66.000	89.000	81.000	81.000	82.000	84.000	89.000	59.000	58.000	61.000	101.000	67.000	82.000	47.000	41.000	82.000	74.000	50.000	127.000	73.000	83.000	56.000	59.000	69.000	62.000	68.000	70.000	59.000	70.000	78.000	59.000	67.000	50.000	76.000	102.000	71.000	85.000
2500000 (returns)	99.000	66.000	62.000	332.000	87.000	80.000	104.000	85.000	222.000	88.000	89.000	62.000	77.000	79.000	87.000	102.000	84.000	259.000	123.000	96.000	106.000	92.000	84.000	114.000	65.000	141.000	68.000	284.000	96.000	118.000	134.000	118.000	56.000	228.000	147.000	85.000	77.000	114.000	57.000	94.000	70.000	228.000	88.000	167.000	101.000	101.000	53.000	90.000	68.000	50.000	97.000	132.000	187.000	67.000	108.000	36.000	108.000	120.000	127.000	262.000	76.000	87.000	159.000	80.000	82.000	104.000	116.000	88.000	113.000	128.000	75.000	102.000
