iteration(key)	values
250000 (returns)	4.000	3.000	4.000	8.000	4.000	7.000	5.000	1.000	5.000	7.000	3.000	1.000	5.000	1.000	6.000	3.000	3.000	1.000	6.000	5.000	6.000	5.000	1.000	3.000	7.000	4.000	1.000	4.000	4.000	6.000	5.000	1.000	6.000	8.000	3.000	3.000	3.000	4.000	2.000	7.000	3.000	2.000
500000 (returns)	0.000	1.000	1.000	2.000	1.000	0.000	2.000	1.000	0.000	3.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.000	0.000	0.000	0.000	2.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	2.000	0.000	3.000	0.000	2.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	3.000	0.000	1.000	0.000	0.000
750000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1000000 (returns)	8.000	16.000	17.000	15.000	35.000	12.000	20.000	14.000	4.000	16.000	26.000	11.000	13.000	17.000	8.000	14.000	14.000	13.000	14.000	14.000	6.000
1250000 (returns)	14.000	23.000	20.000	15.000	11.000	22.000	13.000	13.000	15.000	10.000	23.000	13.000	27.000	9.000	28.000	10.000	11.000	13.000	15.000	15.000	10.000	11.000	11.000
1500000 (returns)	0.000	0.000	0.000	1.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000
1750000 (returns)	11.000	11.000	15.000	8.000	7.000	8.000	10.000	7.000	7.000	3.000	8.000	11.000	8.000	10.000	10.000	8.000	13.000	10.000	14.000	7.000	17.000	17.000	13.000	5.000	8.000	4.000	9.000
2000000 (returns)	5.000	4.000	4.000	13.000	13.000	6.000	6.000	3.000	10.000	12.000	12.000	9.000	15.000	16.000	11.000	6.000	4.000	5.000	13.000	10.000	8.000	17.000	14.000	8.000	14.000	13.000	12.000
2250000 (returns)	11.000	8.000	13.000	11.000	12.000	12.000	17.000	10.000	8.000	9.000	11.000	24.000	9.000	20.000	14.000	11.000	14.000	13.000	8.000	13.000	14.000	9.000	10.000
2500000 (returns)	35.000	16.000	14.000	14.000	13.000	20.000	15.000	15.000	10.000	20.000	7.000	8.000	16.000	23.000	14.000	8.000	17.000	15.000	6.000	17.000	11.000	11.000	7.000
2750000 (returns)	2.000	1.000	1.000	4.000	2.000	1.000	4.000	2.000	12.000	3.000	4.000	7.000	1.000	4.000	6.000	2.000	0.000	2.000	5.000	6.000	0.000	0.000	0.000	2.000	1.000	6.000	2.000	0.000	1.000	3.000	1.000	2.000	6.000	6.000	1.000	4.000	10.000	2.000	3.000	0.000
3000000 (returns)	1.000	4.000	4.000	8.000	11.000	5.000	6.000	8.000	2.000	5.000	9.000	13.000	10.000	3.000	9.000	6.000	7.000	1.000	14.000	11.000	2.000	7.000	1.000	9.000	8.000	1.000	12.000	3.000	2.000
3250000 (returns)	21.000	18.000	19.000	13.000	22.000	22.000	9.000	23.000	10.000	23.000	14.000	20.000	16.000	12.000	18.000	12.000	22.000	14.000	21.000	17.000
3500000 (returns)	19.000	8.000	15.000	22.000	14.000	19.000	10.000	16.000	23.000	8.000	16.000	11.000	14.000	22.000	8.000	16.000	13.000	16.000	9.000	10.000	8.000	19.000	19.000
3750000 (returns)	5.000	0.000	4.000	2.000	3.000	1.000	0.000	6.000	2.000	1.000	3.000	1.000	1.000	6.000	2.000	2.000	1.000	5.000	5.000	8.000	1.000	2.000	5.000	1.000	1.000	1.000	0.000	2.000
4000000 (returns)	4.000	10.000	6.000	8.000	8.000	8.000	5.000	7.000	8.000	3.000	2.000	6.000	7.000	4.000	3.000	6.000	10.000	9.000	6.000	3.000	7.000	1.000	4.000	9.000	5.000	6.000	4.000	2.000	8.000	4.000	2.000	6.000
4250000 (returns)	12.000	19.000	14.000	24.000	10.000	13.000	17.000	17.000	14.000	10.000	28.000	21.000	8.000	14.000	19.000	8.000	17.000	19.000	17.000	14.000	22.000	1.000	16.000	7.000	18.000
4500000 (returns)	8.000	20.000	14.000	15.000	4.000	10.000	11.000	5.000	7.000	12.000	11.000	7.000	17.000	6.000	14.000	8.000	10.000	11.000	11.000	17.000	6.000	12.000	5.000	6.000
4750000 (returns)	10.000	10.000	5.000	13.000	7.000	10.000	12.000	12.000	10.000	11.000	13.000	13.000	8.000	10.000	8.000	12.000	7.000	10.000	7.000	9.000	1.000
5000000 (returns)	17.000	16.000	15.000	13.000	20.000	9.000	7.000	15.000	16.000	12.000	5.000	15.000	13.000	15.000	12.000	10.000	15.000	14.000	10.000	15.000	8.000	12.000	18.000	6.000	8.000	8.000
5250000 (returns)	31.000	22.000	21.000	25.000	14.000	31.000	30.000	25.000	27.000	18.000	29.000	36.000	23.000	20.000	28.000	20.000	14.000	19.000	17.000	17.000
5500000 (returns)	6.000	23.000	27.000	15.000	13.000	24.000	33.000	16.000	15.000	22.000	22.000	18.000	23.000	17.000	20.000	17.000	21.000	13.000	14.000	21.000
5750000 (returns)	14.000	19.000	15.000	21.000	12.000	13.000	15.000	13.000	19.000	7.000	15.000	11.000	22.000	20.000	15.000	11.000	12.000	15.000	13.000	11.000
6000000 (returns)	17.000	19.000	12.000	12.000	21.000	13.000	16.000	19.000	12.000	33.000	22.000	14.000	16.000	13.000	7.000	20.000	11.000	33.000	20.000	11.000	13.000	19.000
6250000 (returns)	10.000	18.000	11.000	14.000	5.000	8.000	9.000	5.000	9.000	10.000	9.000	10.000	14.000	8.000	12.000	8.000	8.000	10.000
6500000 (returns)	42.000	16.000	15.000	13.000	33.000	17.000	37.000	16.000	13.000	31.000	32.000	16.000	20.000	17.000	20.000	23.000	20.000	22.000	17.000	26.000	29.000	19.000	24.000
6750000 (returns)	20.000	33.000	18.000	15.000	26.000	19.000	14.000	14.000	13.000	29.000	19.000	23.000	14.000	19.000	17.000	14.000	34.000	18.000	13.000	18.000	32.000	19.000	15.000	14.000
7000000 (returns)	20.000	21.000	23.000	16.000	12.000	32.000	34.000	23.000	28.000	32.000	21.000	26.000	29.000	29.000	37.000	23.000	27.000	34.000	21.000	25.000	22.000
7250000 (returns)	19.000	34.000	41.000	24.000	8.000	19.000	19.000	20.000	22.000	27.000	35.000	22.000	22.000	22.000	31.000	21.000	28.000	18.000	36.000	19.000	35.000	36.000	19.000	41.000
7500000 (returns)	14.000	18.000	16.000	19.000	29.000	19.000	23.000	17.000	32.000	23.000	16.000	15.000	16.000	33.000	19.000	27.000	18.000	24.000	19.000	23.000
7750000 (returns)	22.000	21.000	23.000	17.000	31.000	28.000	41.000	19.000	22.000	14.000	34.000	27.000	22.000	21.000	31.000	25.000	17.000	32.000	22.000	17.000	29.000	15.000
8000000 (returns)	19.000	21.000	19.000	34.000	18.000	35.000	31.000	37.000	29.000	32.000	22.000	13.000	22.000	35.000	23.000	22.000	25.000	37.000	41.000	23.000	18.000
8250000 (returns)	23.000	23.000	31.000	22.000	29.000	43.000	24.000	38.000	16.000	35.000	38.000	22.000	29.000	37.000	23.000	43.000	18.000	17.000	23.000	15.000	34.000	22.000
8500000 (returns)	32.000	27.000	18.000	10.000	18.000	19.000	16.000	33.000	21.000	42.000	25.000	25.000	19.000	19.000	30.000	13.000	38.000	35.000	18.000	23.000	16.000
8750000 (returns)	18.000	41.000	23.000	39.000	27.000	40.000	19.000	38.000	22.000	21.000	23.000	37.000	39.000	31.000	20.000	29.000	19.000	18.000	31.000	14.000	18.000
9000000 (returns)	29.000	35.000	28.000	39.000	28.000	40.000	22.000	39.000	15.000	23.000	25.000	34.000	35.000	15.000	11.000	38.000	34.000	22.000	31.000
9250000 (returns)	19.000	33.000	33.000	23.000	33.000	21.000	20.000	31.000	22.000	34.000	32.000	23.000	23.000	34.000	28.000	31.000	21.000	18.000	35.000	26.000	25.000	31.000
9500000 (returns)	38.000	32.000	22.000	23.000	37.000	21.000	31.000	20.000	30.000	22.000	33.000	37.000	32.000	32.000	15.000	32.000	25.000	36.000	38.000	33.000
9750000 (returns)	31.000	19.000	37.000	18.000	21.000	26.000	15.000	22.000	22.000	39.000	22.000	29.000	28.000	35.000	41.000	33.000	18.000	32.000	33.000
10000000 (returns)	29.000	20.000	21.000	38.000	16.000	38.000	22.000	21.000	19.000	28.000	33.000	27.000	18.000	39.000	21.000	27.000	41.000	18.000	19.000	27.000	38.000	26.000	22.000	29.000
10250000 (returns)	16.000	36.000	32.000	26.000	29.000	25.000	31.000	28.000	18.000	17.000	25.000	21.000	30.000	15.000	23.000	23.000	31.000	31.000	35.000	17.000
10500000 (returns)	27.000	28.000	30.000	30.000	37.000	21.000	26.000	26.000	42.000	16.000	15.000	18.000	17.000	25.000	24.000	36.000	36.000	28.000	17.000	22.000	22.000	31.000
10750000 (returns)	45.000	33.000	32.000	31.000	18.000	18.000	14.000	35.000	17.000	25.000	33.000	15.000	36.000	23.000	14.000	21.000	30.000	31.000	16.000
11000000 (returns)	25.000	35.000	23.000	23.000	33.000	18.000	29.000	22.000	22.000	16.000	23.000	20.000	16.000	19.000	22.000	27.000	23.000	23.000	41.000	28.000	17.000	23.000	35.000	31.000	23.000
11250000 (returns)	37.000	18.000	43.000	34.000	26.000	36.000	29.000	35.000	28.000	26.000	23.000	18.000	18.000	42.000	15.000	23.000	36.000	23.000	31.000	19.000
11500000 (returns)	15.000	22.000	36.000	28.000	38.000	38.000	41.000	33.000	37.000	26.000	33.000	37.000	22.000	25.000	21.000	25.000	15.000	23.000
11750000 (returns)	21.000	32.000	23.000	22.000	14.000	34.000	31.000	15.000	31.000	37.000	23.000	33.000	23.000	37.000	33.000	35.000	20.000	16.000	27.000	22.000	22.000
12000000 (returns)	29.000	31.000	19.000	34.000	32.000	13.000	22.000	23.000	41.000	28.000	45.000	42.000	22.000	35.000	15.000	40.000	39.000	27.000	29.000	41.000
12250000 (returns)	21.000	20.000	32.000	27.000	20.000	37.000	15.000	22.000	22.000	23.000	37.000	32.000	23.000	38.000	35.000	32.000	17.000	38.000	26.000	39.000
12500000 (returns)	18.000	21.000	17.000	23.000	38.000	39.000	18.000	36.000	21.000	37.000	36.000	30.000	39.000	22.000	21.000	22.000	27.000	37.000	35.000	34.000
12750000 (returns)	31.000	36.000	19.000	35.000	21.000	19.000	19.000	18.000	34.000	29.000	25.000	38.000	32.000	36.000	20.000	16.000	38.000	25.000	19.000
13000000 (returns)	21.000	19.000	37.000	35.000	40.000	37.000	23.000	11.000	36.000	33.000	38.000	30.000	27.000	36.000	22.000	41.000	33.000
13250000 (returns)	22.000	37.000	35.000	32.000	36.000	32.000	24.000	38.000	36.000	21.000	30.000	20.000	38.000	34.000	31.000	32.000
13500000 (returns)	35.000	21.000	29.000	35.000	15.000	29.000	23.000	35.000	38.000	15.000	44.000	23.000	31.000	31.000	39.000	20.000	37.000	44.000	21.000
13750000 (returns)	27.000	31.000	14.000	37.000	32.000	16.000	23.000	19.000	27.000	32.000	27.000	32.000	23.000	37.000	15.000	18.000	23.000	23.000	17.000	23.000	29.000
14000000 (returns)	14.000	19.000	13.000	20.000	14.000	12.000	13.000	16.000	17.000	12.000	26.000	14.000	39.000	17.000	14.000	14.000	15.000	17.000	17.000
14250000 (returns)	36.000	26.000	25.000	34.000	23.000	32.000	25.000	26.000	34.000	31.000	13.000	15.000	34.000	10.000	30.000	23.000	23.000	24.000
14500000 (returns)	37.000	32.000	38.000	26.000	20.000	27.000	26.000	37.000	34.000	30.000	38.000	33.000	35.000	27.000	43.000	29.000	31.000	32.000	18.000
14750000 (returns)	39.000	37.000	25.000	41.000	35.000	43.000	38.000	33.000	22.000	22.000	35.000	21.000	30.000	20.000	32.000	36.000	21.000	38.000
15000000 (returns)	25.000	28.000	24.000	31.000	39.000	40.000	46.000	33.000	18.000	23.000	40.000	34.000	23.000	30.000	23.000	35.000	27.000	37.000	23.000	33.000	40.000	16.000
15250000 (returns)	17.000	17.000	31.000	38.000	30.000	36.000	20.000	19.000	16.000	23.000	37.000	33.000	35.000	31.000	21.000	39.000	17.000	21.000	19.000	33.000	38.000	29.000
