3750000 (returns)	30.000	30.000	30.000	28.000	30.000	30.000	30.000	25.000	30.000	30.000	28.000	28.000	25.000	25.000	25.000	30.000	30.000	34.000	30.000	25.000	28.000	30.000	30.000	30.000	36.000	27.000	30.000	30.000	30.000	30.000	27.000	28.000	30.000	30.000	30.000	27.000	28.000	30.000	30.000	30.000	30.000	30.000	22.000	33.000	26.000	30.000	30.000	28.000	28.000	30.000	30.000	30.000	13.000	30.000	30.000	28.000	30.000	25.000	28.000
4000000 (returns)	30.000	30.000	30.000	30.000	30.000	24.000	28.000	18.000	28.000	30.000	30.000	22.000	14.000	28.000	24.000	16.000	30.000	30.000	23.000	30.000	26.000	18.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	18.000	30.000	30.000	18.000	28.000	22.000	30.000	22.000	30.000	30.000	30.000	30.000	30.000	26.000	30.000	30.000	36.000	30.000	30.000	18.000	18.000	26.000	18.000	30.000
4250000 (returns)	14.000	30.000	12.000	30.000	16.000	24.000	26.000	30.000	14.000	14.000	30.000	30.000	23.000	12.000	28.000	30.000	20.000	14.000	14.000	12.000	12.000	30.000	30.000	30.000	30.000	24.000	16.000	30.000	12.000	16.000	18.000	30.000	20.000	22.000	30.000	30.000	14.000	30.000	18.000	20.000	14.000	14.000	30.000	15.000	14.000	24.000	16.000	12.000	14.000	14.000	30.000	20.000	16.000	30.000	14.000	30.000	30.000	18.000
4500000 (returns)	30.000	30.000	30.000	33.000	18.000	18.000	13.000	30.000	18.000	30.000	30.000	30.000	28.000	30.000	18.000	30.000	30.000	30.000	27.000	30.000	21.000	30.000	30.000	17.000	30.000	33.000	30.000	30.000	34.000	30.000	30.000	30.000	30.000	18.000	30.000	30.000	18.000	18.000	30.000	18.000	13.000	28.000	21.000	30.000	33.000	33.000	30.000	22.000	30.000	30.000	30.000	18.000	21.000	27.000	18.000	30.000	13.000	30.000	30.000
4750000 (returns)	30.000	30.000	33.000	30.000	33.000	30.000	30.000	30.000	30.000	30.000	27.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	33.000	33.000	30.000	33.000	30.000	30.000	30.000	35.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	33.000	30.000	30.000	30.000	30.000	33.000	30.000	33.000	30.000	30.000	33.000	30.000	30.000	30.000	33.000	33.000	30.000	30.000	33.000	30.000	36.000	30.000
5000000 (returns)	30.000	16.000	23.000	30.000	30.000	30.000	30.000	30.000	20.000	22.000	28.000	30.000	20.000	30.000	30.000	16.000	30.000	20.000	22.000	30.000	30.000	18.000	30.000	30.000	30.000	30.000	30.000	30.000	24.000	14.000	30.000	16.000	16.000	30.000	16.000	20.000	24.000	30.000	30.000	24.000	24.000	12.000	30.000	20.000	30.000	30.000	30.000	16.000	30.000	16.000	18.000	30.000	28.000	30.000	30.000	18.000	20.000
5250000 (returns)	30.000	28.000	30.000	24.000	28.000	22.000	30.000	30.000	24.000	26.000	17.000	20.000	30.000	30.000	28.000	30.000	30.000	28.000	30.000	18.000	17.000	16.000	20.000	24.000	30.000	16.000	16.000	30.000	33.000	16.000	30.000	22.000	30.000	17.000	30.000	14.000	30.000	30.000	30.000	31.000	30.000	16.000	28.000	22.000	19.000	28.000	30.000	28.000	30.000	24.000	18.000	30.000	28.000	20.000	28.000	30.000	30.000
5500000 (returns)	33.000	30.000	30.000	29.000	30.000	34.000	30.000	33.000	33.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	33.000	30.000	30.000	30.000	33.000	33.000	42.000	27.000	30.000	33.000	33.000	33.000	30.000	33.000	33.000	33.000	28.000	18.000	30.000	33.000	30.000	33.000	21.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	18.000	30.000	33.000	30.000	30.000	25.000	30.000	33.000	14.000
5750000 (returns)	36.000	38.000	28.000	30.000	30.000	28.000	22.000	28.000	20.000	28.000	30.000	20.000	28.000	31.000	20.000	30.000	30.000	29.000	26.000	20.000	40.000	34.000	20.000	33.000	26.000	31.000	29.000	32.000	28.000	34.000	22.000	28.000	28.000	28.000	33.000	30.000	24.000	20.000	31.000	24.000	20.000	20.000	28.000	30.000	20.000	27.000	33.000	18.000	22.000	31.000	24.000	28.000	34.000	26.000	24.000	28.000
6000000 (returns)	19.000	19.000	19.000	23.000	21.000	21.000	16.000	25.000	29.000	26.000	18.000	21.000	26.000	28.000	21.000	17.000	23.000	27.000	21.000	21.000	26.000	21.000	28.000	24.000	21.000	23.000	23.000	24.000	24.000	19.000	24.000	27.000	21.000	21.000	24.000	23.000	23.000	33.000	19.000	24.000	22.000	19.000	19.000	23.000	21.000	35.000	26.000	31.000	19.000	24.000	24.000	19.000	24.000
6250000 (returns)	28.000	30.000	26.000	34.000	24.000	26.000	28.000	28.000	30.000	26.000	32.000	30.000	26.000	30.000	30.000	23.000	26.000	26.000	30.000	30.000	30.000	24.000	28.000	30.000	26.000	26.000	28.000	24.000	26.000	24.000	20.000	22.000	18.000	30.000	18.000	26.000	30.000	30.000	30.000	24.000	30.000	28.000	22.000	22.000	26.000	24.000	32.000	28.000	28.000	28.000	28.000	30.000	20.000	30.000	28.000
6500000 (returns)	32.000	30.000	31.000	28.000	30.000	28.000	26.000	33.000	24.000	30.000	28.000	30.000	40.000	36.000	31.000	35.000	28.000	31.000	30.000	30.000	28.000	26.000	33.000	28.000	28.000	33.000	28.000	28.000	31.000	28.000	28.000	26.000	28.000	33.000	28.000	33.000	28.000	33.000	28.000	33.000	28.000	24.000	28.000	35.000	35.000	43.000	31.000	28.000	31.000	26.000	28.000	33.000	30.000	28.000	30.000	28.000
6750000 (returns)	25.000	18.000	28.000	26.000	13.000	18.000	25.000	14.000	15.000	26.000	19.000	15.000	24.000	26.000	17.000	18.000	18.000	26.000	17.000	17.000	26.000	13.000	25.000	18.000	18.000	20.000	16.000	30.000	17.000	14.000	30.000	26.000	24.000	28.000	18.000	18.000	18.000	22.000	24.000	30.000	18.000	26.000	22.000	28.000	14.000	18.000	26.000	30.000	30.000	21.000	30.000	18.000	30.000	22.000	25.000	30.000	17.000
7000000 (returns)	26.000	22.000	20.000	26.000	22.000	21.000	18.000	18.000	20.000	18.000	22.000	18.000	26.000	24.000	26.000	26.000	26.000	16.000	22.000	22.000	26.000	22.000	20.000	22.000	28.000	22.000	22.000	24.000	20.000	22.000	26.000	20.000	22.000	24.000	19.000	22.000	20.000	22.000	22.000	22.000	20.000	29.000	22.000	23.000	22.000	29.000	22.000	22.000	22.000	26.000	22.000	26.000	18.000	28.000	17.000	24.000
7250000 (returns)	24.000	20.000	14.000	22.000	22.000	14.000	20.000	30.000	28.000	18.000	14.000	18.000	14.000	20.000	20.000	16.000	18.000	10.000	16.000	26.000	14.000	20.000	16.000	28.000	29.000	28.000	14.000	28.000	22.000	24.000	18.000	28.000	18.000	14.000	20.000	20.000	26.000	14.000	14.000	14.000	14.000	12.000	18.000	18.000	22.000	28.000	26.000	20.000	16.000	20.000	14.000	26.000	18.000	14.000	14.000	14.000
7500000 (returns)	24.000	23.000	26.000	20.000	11.000	26.000	30.000	21.000	25.000	24.000	22.000	24.000	18.000	33.000	24.000	23.000	15.000	25.000	17.000	26.000	26.000	28.000	28.000	25.000	22.000	16.000	16.000	29.000	16.000	18.000	18.000	20.000	17.000	18.000	22.000	21.000	29.000	24.000	24.000	25.000	20.000	20.000	30.000	24.000	28.000	26.000	22.000	14.000	22.000	24.000	20.000	15.000	18.000	30.000	24.000	16.000	33.000	16.000
7750000 (returns)	28.000	20.000	30.000	30.000	24.000	24.000	24.000	24.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	20.000	30.000	30.000	30.000	26.000	30.000	22.000	30.000	30.000	22.000	20.000	30.000	28.000	18.000	30.000	30.000	30.000	30.000	28.000	18.000	24.000	20.000	24.000	22.000	22.000	24.000	30.000	18.000	30.000	28.000	30.000	30.000	30.000	24.000	20.000	30.000	22.000	18.000	28.000	18.000	26.000	30.000
8000000 (returns)	49.000	33.000	26.000	24.000	30.000	46.000	30.000	46.000	54.000	28.000	43.000	49.000	28.000	49.000	46.000	50.000	53.000	43.000	30.000	30.000	50.000	50.000	36.000	35.000	56.000	48.000	39.000	30.000	42.000	30.000	48.000	30.000	43.000	39.000	34.000	50.000	49.000	43.000	50.000	46.000	30.000	41.000	30.000	47.000	30.000	33.000	47.000	33.000	51.000	53.000	43.000	47.000	50.000	40.000	46.000	30.000	50.000	30.000
8250000 (returns)	30.000	26.000	26.000	30.000	18.000	30.000	28.000	30.000	30.000	30.000	22.000	5.000	26.000	30.000	30.000	21.000	30.000	24.000	26.000	30.000	30.000	30.000	24.000	30.000	27.000	30.000	22.000	30.000	26.000	20.000	30.000	26.000	30.000	30.000	22.000	19.000	30.000	26.000	31.000	20.000	18.000	28.000	30.000	30.000	30.000	20.000	26.000	24.000	16.000	30.000	30.000	20.000	20.000	30.000	26.000	30.000
8500000 (returns)	30.000	30.000	24.000	35.000	26.000	37.000	34.000	40.000	30.000	30.000	33.000	30.000	26.000	24.000	30.000	27.000	25.000	24.000	30.000	29.000	30.000	30.000	30.000	33.000	30.000	26.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	24.000	30.000	24.000	24.000	40.000	26.000	28.000	20.000	28.000	30.000	40.000	30.000	30.000	34.000	30.000	30.000	30.000	26.000	18.000	37.000	26.000	30.000	27.000	30.000	30.000
8750000 (returns)	44.000	20.000	40.000	30.000	36.000	36.000	22.000	45.000	30.000	37.000	29.000	36.000	33.000	24.000	42.000	22.000	36.000	16.000	30.000	36.000	24.000	26.000	24.000	26.000	36.000	45.000	30.000	48.000	28.000	28.000	39.000	45.000	30.000	39.000	28.000	18.000	36.000	27.000	24.000	14.000	33.000	24.000	39.000	24.000	22.000	21.000	20.000	36.000	26.000	18.000	21.000	28.000	42.000	19.000	40.000	36.000	33.000
9000000 (returns)	30.000	30.000	26.000	26.000	26.000	24.000	30.000	30.000	28.000	30.000	18.000	16.000	30.000	30.000	26.000	30.000	26.000	30.000	30.000	26.000	22.000	24.000	26.000	26.000	26.000	28.000	26.000	24.000	21.000	26.000	28.000	28.000	24.000	30.000	14.000	28.000	30.000	26.000	30.000	30.000	25.000	24.000	26.000	26.000	26.000	28.000	30.000	26.000	30.000	30.000	26.000	27.000	30.000	27.000	30.000	30.000	30.000	26.000
9250000 (returns)	30.000	30.000	18.000	30.000	30.000	30.000	22.000	28.000	30.000	30.000	22.000	30.000	30.000	30.000	30.000	14.000	26.000	24.000	30.000	28.000	18.000	28.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	22.000	30.000	30.000	30.000	30.000	30.000	30.000	26.000	30.000	26.000	30.000	28.000	30.000	28.000	26.000	30.000	18.000	30.000	28.000	24.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	22.000
9500000 (returns)	31.000	28.000	30.000	33.000	35.000	41.000	33.000	36.000	38.000	37.000	26.000	36.000	34.000	28.000	33.000	36.000	26.000	33.000	31.000	28.000	36.000	33.000	29.000	39.000	30.000	33.000	26.000	43.000	48.000	29.000	30.000	28.000	33.000	33.000	37.000	33.000	30.000	45.000	36.000	47.000	29.000	33.000	40.000	38.000	29.000	46.000	29.000	27.000	49.000	54.000	35.000	32.000	29.000	33.000	31.000	18.000	41.000	54.000
9750000 (returns)	30.000	30.000	30.000	30.000	30.000	26.000	26.000	30.000	26.000	30.000	26.000	30.000	30.000	30.000	28.000	26.000	28.000	26.000	30.000	30.000	26.000	28.000	28.000	30.000	26.000	26.000	30.000	30.000	30.000	30.000	26.000	26.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	28.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000
10000000 (returns)	30.000	26.000	30.000	30.000	30.000	28.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	33.000	30.000	30.000	30.000	25.000	30.000	24.000	30.000	30.000	30.000	30.000	31.000	30.000	30.000	30.000	30.000	28.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	26.000	28.000	30.000	30.000
10250000 (returns)	30.000	30.000	28.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	28.000	30.000	26.000	28.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	26.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	28.000	28.000	28.000	30.000	30.000	30.000	25.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
10500000 (returns)	30.000	28.000	30.000	25.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	32.000	31.000	31.000	30.000	30.000	30.000	30.000	30.000	33.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	28.000	26.000	37.000	30.000	30.000	30.000	33.000	30.000	29.000	28.000	30.000	31.000	30.000	28.000	25.000	33.000	28.000	41.000	30.000	28.000	28.000	30.000	30.000	30.000	30.000	35.000	30.000	29.000	30.000
10750000 (returns)	26.000	28.000	24.000	26.000	30.000	28.000	30.000	30.000	30.000	26.000	28.000	28.000	28.000	30.000	28.000	30.000	28.000	30.000	30.000	30.000	25.000	30.000	30.000	28.000	28.000	26.000	28.000	28.000	28.000	30.000	28.000	28.000	30.000	28.000	28.000	30.000	26.000	23.000	30.000	28.000	28.000	33.000	26.000	30.000	30.000	28.000	30.000	30.000	26.000	30.000	30.000	24.000	30.000	28.000	26.000	30.000	30.000	30.000
11000000 (returns)	26.000	30.000	28.000	30.000	30.000	28.000	30.000	24.000	30.000	24.000	30.000	26.000	30.000	28.000	28.000	28.000	30.000	28.000	26.000	30.000	30.000	30.000	24.000	22.000	30.000	24.000	30.000	30.000	24.000	28.000	26.000	30.000	30.000	28.000	24.000	30.000	30.000	30.000	30.000	26.000	24.000	24.000	30.000	26.000	28.000	22.000	30.000	26.000	28.000	26.000	30.000	28.000	28.000	30.000	30.000	27.000	30.000
11250000 (returns)	32.000	30.000	30.000	31.000	29.000	30.000	26.000	30.000	26.000	28.000	30.000	30.000	30.000	33.000	28.000	26.000	24.000	30.000	26.000	30.000	26.000	28.000	28.000	28.000	26.000	28.000	26.000	26.000	26.000	30.000	26.000	30.000	26.000	28.000	37.000	28.000	28.000	26.000	30.000	30.000	28.000	22.000	44.000	20.000	26.000	26.000	30.000	26.000	30.000	26.000	28.000	26.000	26.000	30.000	24.000	30.000	30.000	30.000
11500000 (returns)	40.000	26.000	34.000	30.000	30.000	29.000	30.000	30.000	30.000	30.000	31.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	31.000	37.000	30.000	30.000	32.000	29.000	28.000	28.000	30.000	30.000	30.000	30.000	30.000	28.000	30.000	26.000	28.000	30.000	30.000	28.000	28.000	28.000	30.000	30.000	28.000	30.000	28.000	30.000	30.000	30.000	30.000	26.000	30.000	30.000	30.000	28.000	28.000	30.000	30.000
11750000 (returns)	30.000	30.000	30.000	30.000	26.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	28.000	31.000	30.000	28.000	30.000	26.000	26.000	30.000	30.000	28.000	26.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	33.000	26.000	30.000	28.000
12000000 (returns)	26.000	30.000	30.000	40.000	30.000	30.000	34.000	28.000	26.000	34.000	28.000	30.000	28.000	30.000	34.000	37.000	28.000	30.000	28.000	30.000	30.000	26.000	28.000	30.000	30.000	31.000	28.000	28.000	30.000	30.000	30.000	26.000	30.000	28.000	32.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	30.000	28.000	30.000	28.000	28.000	34.000	30.000	30.000	30.000	29.000	26.000	28.000	30.000	28.000	28.000	30.000
12250000 (returns)	30.000	30.000	28.000	30.000	28.000	30.000	28.000	30.000	28.000	30.000	30.000	30.000	28.000	26.000	26.000	30.000	26.000	26.000	28.000	30.000	33.000	28.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	28.000	28.000	26.000	26.000	28.000	26.000	30.000	28.000	26.000	30.000	30.000	30.000	26.000	28.000	30.000	30.000	28.000	30.000	26.000	30.000	30.000	33.000	30.000	30.000	26.000	26.000	26.000	30.000
12500000 (returns)	30.000	33.000	26.000	34.000	28.000	26.000	25.000	30.000	30.000	34.000	26.000	26.000	30.000	30.000	30.000	30.000	28.000	30.000	28.000	30.000	33.000	28.000	30.000	28.000	30.000	26.000	30.000	28.000	26.000	28.000	26.000	26.000	30.000	28.000	30.000	28.000	34.000	32.000	28.000	32.000	30.000	30.000	26.000	26.000	30.000	30.000	30.000	26.000	26.000	33.000	33.000	26.000	28.000	45.000	28.000	25.000	30.000	30.000
12750000 (returns)	26.000	28.000	26.000	28.000	18.000	26.000	26.000	26.000	30.000	28.000	28.000	24.000	26.000	33.000	22.000	22.000	20.000	28.000	28.000	26.000	28.000	26.000	26.000	28.000	30.000	30.000	28.000	30.000	26.000	28.000	33.000	30.000	22.000	26.000	26.000	30.000	30.000	28.000	24.000	30.000	26.000	26.000	26.000	28.000	31.000	28.000	26.000	26.000	28.000	28.000	28.000	30.000	30.000	30.000	28.000	26.000	26.000	30.000
13000000 (returns)	30.000	28.000	26.000	28.000	24.000	30.000	30.000	28.000	28.000	28.000	24.000	30.000	26.000	26.000	30.000	30.000	30.000	26.000	28.000	30.000	29.000	28.000	24.000	28.000	26.000	22.000	30.000	28.000	28.000	28.000	26.000	28.000	24.000	28.000	26.000	24.000	26.000	28.000	25.000	30.000	26.000	32.000	28.000	28.000	28.000	28.000	26.000	28.000	30.000	26.000	28.000	26.000	30.000	22.000	30.000	28.000	30.000	28.000
13250000 (returns)	20.000	26.000	24.000	24.000	28.000	30.000	42.000	22.000	20.000	22.000	26.000	24.000	30.000	26.000	32.000	32.000	26.000	26.000	22.000	22.000	28.000	28.000	30.000	20.000	24.000	24.000	24.000	30.000	26.000	24.000	26.000	28.000	24.000	30.000	27.000	26.000	25.000	26.000	30.000	28.000	28.000	20.000	26.000	37.000	26.000	34.000	28.000	40.000	22.000	26.000	28.000	28.000	26.000	26.000	40.000	22.000	30.000	30.000
13500000 (returns)	26.000	26.000	26.000	36.000	29.000	24.000	24.000	24.000	25.000	20.000	24.000	20.000	26.000	22.000	29.000	24.000	26.000	24.000	24.000	20.000	26.000	26.000	24.000	34.000	20.000	22.000	30.000	20.000	24.000	20.000	23.000	22.000	22.000	26.000	26.000	24.000	32.000	26.000	22.000	26.000	22.000	26.000	24.000	24.000	24.000	26.000	24.000	20.000	19.000	26.000	24.000	26.000	24.000	20.000	24.000	22.000	22.000
13750000 (returns)	30.000	28.000	28.000	30.000	30.000	31.000	30.000	30.000	30.000	31.000	28.000	24.000	30.000	30.000	30.000	30.000	38.000	44.000	30.000	30.000	30.000	28.000	30.000	28.000	30.000	30.000	26.000	30.000	30.000	30.000	30.000	36.000	30.000	28.000	30.000	42.000	28.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	34.000	32.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000
14000000 (returns)	22.000	30.000	28.000	36.000	28.000	28.000	24.000	29.000	28.000	33.000	22.000	22.000	24.000	24.000	28.000	22.000	20.000	26.000	30.000	30.000	22.000	30.000	28.000	28.000	24.000	30.000	30.000	24.000	30.000	30.000	28.000	28.000	24.000	28.000	24.000	31.000	22.000	30.000	24.000	30.000	26.000	28.000	22.000	22.000	28.000	26.000	28.000	24.000	22.000	28.000	26.000	22.000	24.000	28.000	28.000	22.000	28.000
14250000 (returns)	28.000	28.000	30.000	28.000	30.000	26.000	26.000	30.000	28.000	32.000	30.000	28.000	28.000	28.000	30.000	30.000	30.000	24.000	30.000	24.000	30.000	28.000	28.000	30.000	30.000	26.000	28.000	30.000	30.000	22.000	30.000	26.000	28.000	30.000	26.000	24.000	30.000	30.000	30.000	28.000	22.000	28.000	30.000	24.000	30.000	20.000	30.000	26.000	30.000	30.000	24.000	26.000	26.000	24.000	24.000	30.000	30.000	30.000
14500000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	27.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	28.000	30.000	30.000	30.000	28.000	30.000	30.000	30.000	28.000	30.000	30.000	31.000	26.000	30.000	30.000	26.000	30.000	30.000	30.000	30.000	28.000	30.000	30.000	28.000	30.000	28.000	30.000	30.000	30.000	30.000	30.000	30.000	30.000	28.000	30.000
14750000 (returns)	30.000	30.000	30.000	30.000	30.000	30.000	28.000	33.000	30.000	46.000	30.000	33.000	30.000	46.000	30.000	28.000	40.000	30.000	34.000	46.000	33.000	40.000	30.000	33.000	39.000	33.000	33.000	37.000	33.000	50.000	37.000	38.000	38.000	30.000	28.000	30.000	43.000	30.000	36.000	30.000	28.000	30.000	30.000	30.000	36.000	30.000	30.000	38.000	30.000	50.000	30.000	30.000	30.000	33.000	27.000	40.000	38.000
