iteration(key)	values
100000 (returns)	-21.000	-21.000	-21.000	-21.000	-21.000	-20.000	-21.000	-21.000	-21.000	-20.000
200000 (returns)	-21.000	-19.000	-20.000	-21.000	-20.000	-20.000	-20.000	-21.000	-19.000	-20.000
300000 (returns)	-20.000	-20.000	-18.000	-21.000	-21.000	-20.000	-21.000	-19.000	-21.000	-20.000
400000 (returns)	-20.000	-21.000	-20.000	-21.000	-21.000	-21.000	-20.000	-20.000	-20.000	-21.000
500000 (returns)	-21.000	-19.000	-20.000	-21.000	-19.000	-21.000	-21.000	-20.000	-21.000	-21.000
600000 (returns)	-20.000	-20.000	-20.000	-21.000	-20.000	-19.000	-21.000	-19.000	-21.000	-20.000
700000 (returns)	-20.000	-20.000	-20.000	-19.000	-21.000	-21.000	-18.000	-20.000	-21.000	-20.000
800000 (returns)	-21.000	-20.000	-20.000	-19.000	-21.000	-19.000	-21.000	-21.000	-18.000	-20.000
900000 (returns)	-20.000	-20.000	-21.000	-20.000	-20.000	-21.000	-21.000	-20.000	-20.000	-21.000
1000000 (returns)	-18.000	-21.000	-21.000	-21.000	-21.000	-20.000	-19.000	-21.000	-20.000	-20.000
1100000 (returns)	-20.000	-20.000	-19.000	-21.000	-21.000	-20.000	-20.000	-20.000	-20.000	-20.000
1200000 (returns)	-19.000	-17.000	-20.000	-19.000	-20.000	-20.000	-20.000	-20.000	-21.000	-21.000
1300000 (returns)	-20.000	-19.000	-21.000	-20.000	-21.000	-20.000	-21.000	-20.000	-21.000	-21.000
1400000 (returns)	-21.000	-21.000	-20.000	-20.000	-19.000	-21.000	-20.000	-21.000	-20.000	-20.000
1500000 (returns)	-19.000	-21.000	-20.000	-20.000	-21.000	-19.000	-21.000	-20.000	-21.000	-19.000
1600000 (returns)	-19.000	-20.000	-21.000	-21.000	-21.000	-21.000	-21.000	-21.000	-21.000	-19.000
1700000 (returns)	-19.000	-21.000	-20.000	-21.000	-21.000	-21.000	-21.000	-20.000	-20.000	-20.000
1800000 (returns)	-21.000	-21.000	-20.000	-20.000	-21.000	-20.000	-21.000	-20.000	-20.000	-20.000
1900000 (returns)	-20.000	-21.000	-20.000	-21.000	-21.000	-20.000	-20.000	-21.000	-21.000	-21.000
2000000 (returns)	-18.000	-20.000	-19.000	-20.000	-21.000	-21.000	-20.000	-21.000	-21.000	-20.000
2100000 (returns)	-20.000	-20.000	-19.000	-21.000	-21.000	-20.000	-21.000	-21.000	-21.000	-21.000
2200000 (returns)	-20.000	-21.000	-20.000	-21.000	-21.000	-20.000	-20.000	-20.000	-20.000	-21.000
2300000 (returns)	-20.000	-19.000	-20.000	-21.000	-20.000	-21.000	-20.000	-20.000	-21.000	-21.000
2400000 (returns)	-21.000	-21.000	-19.000	-21.000	-20.000	-20.000	-21.000	-21.000	-21.000	-20.000
2500000 (returns)	-21.000	-20.000	-21.000	-21.000	-20.000	-21.000	-20.000	-21.000	-19.000	-20.000
