iteration(key)	values
250000 (returns)	4.000	-1000.000	-590.000	-360.000	-809.000	-998.000	-223.000	4664.000	-478.000	-384.000	-899.000	-753.000	-384.000	-149.000	4074.000	-822.000	183.000	-761.000	-623.000	-545.000	-388.000	-809.000	-909.000	-490.000	-330.000	4492.000	-390.000	-161.000	-379.000	-1000.000	-742.000	4080.000	-122.000	-405.000	4069.000	-823.000	-352.000	4000.000	-942.000	-1000.000	-1000.000	-578.000	-485.000	4059.000	-722.000	-165.000
500000 (returns)	100.000	100.000	100.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	15100.000	100.000	100.000	0.000	14800.000	0.000	100.000	100.000	100.000	14500.000	0.000	14800.000	100.000	100.000	14800.000	14500.000	100.000	100.000	14800.000	100.000	100.000	100.000	100.000	0.000	0.000	100.000	100.000	-200.000	100.000	100.000	100.000	100.000	0.000
750000 (returns)	100.000	0.000	100.000	100.000	0.000	0.000	100.000	0.000	100.000	100.000	100.000	0.000	100.000	100.000	100.000	0.000	0.000	100.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	100.000	0.000	100.000	0.000	100.000	100.000	0.000	100.000	100.000	100.000	0.000	0.000	100.000	0.000	0.000	100.000	0.000	0.000	0.000
1000000 (returns)	0.000	100.000	0.000	100.000	0.000	100.000	100.000	0.000	0.000	0.000	100.000	0.000	100.000	100.000	0.000	100.000	0.000	100.000	0.000	0.000	100.000	0.000	100.000	100.000	0.000	100.000	100.000	0.000	100.000	100.000	0.000	0.000	100.000	100.000	0.000	100.000	0.000	0.000	0.000	100.000	0.000	0.000	100.000	0.000	0.000	-1000.000
1250000 (returns)	100.000	100.000	0.000	100.000	100.000	100.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	100.000	100.000
1500000 (returns)	100.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	0.000	100.000	100.000	100.000	100.000	-1000.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	100.000	100.000	0.000	100.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	0.000	0.000	-565.000	100.000
1750000 (returns)	-200.000	-200.000	0.000	0.000	-200.000	0.000	-300.000	-600.000	100.000	100.000	100.000	100.000	-500.000	-600.000	0.000	0.000	-300.000	0.000	-600.000	-900.000	0.000	100.000	100.000	0.000	0.000	-300.000	0.000	-600.000	0.000	-500.000	0.000	-300.000	-800.000	0.000	0.000	0.000	0.000	0.000	-300.000	-200.000	-800.000	0.000	-300.000	-300.000	0.000	100.000
2000000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2250000 (returns)	100.000	0.000	100.000	100.000	0.000	100.000	0.000	100.000	0.000	0.000	100.000	100.000	100.000	100.000	0.000	100.000	0.000	0.000	0.000	100.000	100.000	0.000	100.000	100.000	100.000	0.000	0.000	0.000	100.000	100.000	0.000	100.000	100.000	0.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	0.000	100.000	0.000	0.000
2500000 (returns)	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	-200.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000
2750000 (returns)	0.000	100.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	0.000	-1000.000	0.000	0.000	0.000	100.000	-1000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	100.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	100.000	0.000
