iteration(key)	values
5000 (returns)	-2.876	-0.163	-1.304	-1.697	-2.398	-1.796	-1.814	-0.850	-1.011	-1.563
10000 (returns)	-0.842	-2.278	-1.398	-0.165	-3.238	-0.953	-2.523	-1.437	-0.519	-2.175
15000 (returns)	-1041.227	-156.175	-165.745	-557.608	-605.936	-765.556	-142.786	-97.201	-89.834	-514.736
20000 (returns)	545.003	1059.411	1096.639	991.459	709.531	1194.747	1229.570	563.838	624.303	901.167
25000 (returns)	1172.565	1117.478	1223.975	866.934	1380.410	1281.697	1247.643	507.356	1382.203	1248.536
30000 (returns)	484.100	1383.682	660.781	1454.015	652.106	1043.796	1822.238	645.383	1396.825	935.706
35000 (returns)	1621.486	2155.529	1040.704	1290.617	750.251	1046.706	923.783	1331.820	784.815	757.038
40000 (returns)	2772.467	3192.316	3121.416	3094.742	3234.641	3140.773	1719.670	3001.764	1682.205	2857.845
45000 (returns)	2137.885	2970.271	3213.374	3612.518	3553.441	3137.238	3353.919	3359.696	3152.284	3201.665
50000 (returns)	3565.783	3315.104	3698.593	2141.282	3676.463	3488.397	3279.857	3304.702	3504.138	3712.853
55000 (returns)	4192.076	4516.851	4416.028	-575.867	4283.641	4151.748	4189.806	4257.395	4199.455	4056.372
60000 (returns)	2584.562	4110.204	4112.124	3779.537	4279.599	3724.893	1152.876	-590.716	2916.209	4142.683
65000 (returns)	4648.510	4910.590	4827.641	4741.816	4854.352	4594.836	2687.712	4871.253	4759.243	4630.223
70000 (returns)	4663.291	4779.129	4914.279	4520.107	4757.657	4575.819	4623.788	4682.079	4770.525	4705.363
75000 (returns)	5160.569	5113.147	4738.229	5194.051	5160.042	5211.639	4915.483	5209.599	5234.693	5147.956
80000 (returns)	5093.152	5333.866	5104.145	5206.623	5258.686	5180.776	5084.537	5223.257	4970.792	4992.922
85000 (returns)	5020.089	5146.400	5111.338	5068.605	5156.160	4993.540	5142.471	4975.954	5202.865	5161.671
90000 (returns)	5182.447	2530.638	5186.158	5148.101	5100.568	5222.467	5188.561	5255.601	5089.210	5204.539
95000 (returns)	5045.479	5018.562	5077.594	5078.395	5123.523	5123.945	5055.590	5021.846	4932.976	4998.913
100000 (returns)	5348.094	5438.782	5329.483	5319.241	5466.083	5483.523	5443.588	5467.570	5465.706	5400.103
105000 (returns)	5491.009	5453.209	5558.559	5497.177	5456.308	5537.536	5506.634	5509.265	5500.587	5563.797
110000 (returns)	5258.983	5372.994	5319.839	5234.473	5299.649	5321.016	5266.268	5370.484	5395.814	5445.392
115000 (returns)	5468.611	5705.535	5623.500	5650.188	5526.407	5500.921	5511.616	5555.006	5546.518	5626.142
120000 (returns)	5785.247	5792.945	5800.107	5856.972	5581.475	5743.043	5815.943	5688.620	5878.867	5717.734
125000 (returns)	5504.800	5527.387	5511.812	5508.748	5551.077	5488.408	5592.574	5457.177	5501.259	5561.646
130000 (returns)	5967.794	5983.639	6082.574	5976.934	6087.264	6010.321	5739.154	5800.205	5985.915	5962.585
135000 (returns)	5888.418	6041.063	5917.438	6065.280	5956.739	5817.065	5942.394	5993.132	5935.609	6027.954
140000 (returns)	6134.086	5995.237	5822.006	5969.062	5849.717	5905.830	5892.062	5903.324	5774.557	5845.471
