iteration	mean	std_dev
5000	44.447	7.541
10000	38.352	10.549
15000	46.972	10.042
20000	62.939	15.336
25000	50.247	5.884
30000	49.854	14.981
35000	46.210	5.227
40000	36.139	8.221
45000	39.635	6.231
50000	44.055	8.826
55000	35.884	9.539
60000	42.607	8.239
65000	49.818	14.069
70000	45.153	8.137
75000	44.328	9.995
80000	56.544	11.988
85000	48.953	11.938
90000	53.060	13.092
95000	62.750	19.974
100000	59.710	19.394
105000	51.978	9.874
110000	59.104	15.867
115000	54.089	13.184
120000	51.789	12.469
125000	57.933	15.556
130000	59.412	16.107
135000	64.322	14.832
140000	54.118	10.800
145000	57.941	16.171
150000	58.247	16.877
155000	69.537	21.080
160000	56.186	14.849
165000	69.113	17.200
170000	65.508	15.882
175000	60.303	18.301
180000	59.747	13.404
185000	62.203	16.175
190000	56.618	17.036
195000	61.791	17.851
200000	64.994	17.420
205000	65.027	18.755
210000	63.473	17.848
215000	55.303	13.606
220000	59.414	13.467
225000	61.632	18.051
230000	56.039	12.107
235000	65.188	18.187
240000	70.429	21.507
245000	66.345	16.256
250000	57.398	11.816
255000	63.398	17.788
260000	62.146	13.161
265000	61.464	16.975
270000	67.630	19.608
275000	61.031	14.943
280000	60.032	15.606
285000	64.048	15.251
290000	66.079	16.534
295000	69.829	16.918
300000	60.938	13.914
305000	71.712	17.366
310000	59.725	14.323
315000	71.748	15.668
320000	76.412	22.240
325000	66.702	12.886
330000	69.471	13.942
335000	60.958	14.153
340000	73.257	16.109
345000	67.575	15.307
350000	71.538	18.834
355000	67.792	17.061
360000	65.346	15.169
365000	65.377	12.047
370000	70.053	14.963
375000	67.856	12.453
380000	72.681	15.856
385000	68.045	15.040
390000	60.266	12.921
395000	67.562	17.403
400000	61.395	8.052
405000	64.545	17.519
410000	57.584	14.412
415000	69.386	18.889
420000	74.963	14.780
425000	74.911	18.352
430000	70.917	18.144
435000	64.545	10.714
440000	65.102	16.945
445000	67.352	16.792
450000	65.963	12.832
455000	70.918	17.829
460000	73.991	17.334
465000	74.454	15.966
470000	69.074	11.255
475000	66.181	13.898
480000	69.268	16.498
485000	67.312	15.879
490000	67.680	15.600
495000	72.265	16.387
500000	68.826	13.962
505000	68.331	15.042
510000	68.168	14.374
515000	77.875	18.273
520000	63.790	8.509
525000	68.430	13.383
530000	69.866	12.195
535000	64.768	15.670
540000	63.438	11.961
545000	69.508	15.629
550000	64.768	18.581
555000	68.160	12.935
560000	72.712	16.230
565000	60.084	9.845
570000	70.681	14.504
575000	71.408	16.804
580000	73.700	14.648
585000	71.543	18.170
590000	71.355	17.322
595000	66.678	16.293
600000	64.988	15.859
605000	70.257	14.740
610000	69.215	14.300
615000	70.495	15.895
620000	69.965	15.730
625000	62.652	12.652
630000	66.814	9.475
635000	70.455	15.482
640000	70.604	16.976
645000	66.217	15.999
650000	63.946	12.546
655000	68.614	16.051
660000	70.792	15.892
665000	67.461	12.813
670000	66.229	14.785
675000	68.252	13.464
680000	73.496	18.782
685000	67.153	15.769
690000	69.525	16.379
695000	66.911	12.844
700000	72.015	15.187
705000	71.177	16.253
710000	75.381	16.062
715000	65.102	15.089
720000	63.843	12.168
725000	65.869	14.902
730000	68.392	15.661
735000	71.467	19.015
740000	70.705	15.699
745000	67.255	16.829
750000	66.166	15.353
755000	62.782	13.874
760000	70.119	16.028
765000	68.378	15.665
770000	67.705	16.038
775000	68.548	16.600
780000	68.801	15.306
785000	63.727	11.917
790000	67.572	16.524
795000	65.300	14.079
800000	67.508	14.827
805000	64.492	16.211
810000	69.316	16.546
815000	63.720	14.210
820000	63.111	12.360
825000	67.230	12.733
830000	70.109	15.686
835000	73.154	18.771
840000	71.795	17.674
845000	64.603	14.926
850000	66.364	13.768
855000	67.215	15.831
860000	66.777	14.381
865000	66.608	18.204
870000	67.273	15.545
875000	65.974	13.777
880000	64.303	13.046
885000	66.142	16.130
890000	68.017	16.714
895000	69.706	16.076
900000	74.357	15.843
905000	64.349	14.196
910000	67.919	14.840
915000	69.268	14.747
920000	72.360	16.779
925000	65.644	12.708
930000	65.595	14.643
935000	72.453	17.102
940000	61.872	10.814
945000	69.437	13.526
950000	62.845	13.192
955000	66.494	14.283
960000	66.182	13.742
965000	66.139	12.758
970000	63.803	12.903
975000	69.310	14.389
980000	67.659	14.314
985000	67.075	14.878
990000	69.582	16.811
995000	67.959	16.195
1000000	68.398	15.858
