iteration	mean	std_dev
5000	22.471	5.474
10000	48.144	26.982
15000	56.889	28.993
20000	48.294	37.397
25000	94.324	34.887
30000	49.607	41.793
35000	98.997	27.382
40000	103.234	16.701
45000	81.435	35.249
50000	100.439	14.490
55000	107.127	8.919
60000	107.003	4.685
65000	103.496	12.633
70000	105.902	9.431
75000	108.480	0.805
80000	107.209	5.908
85000	109.123	0.877
90000	108.827	0.715
95000	108.501	0.620
100000	109.108	0.449
105000	108.876	0.973
110000	109.233	0.555
115000	108.418	0.660
120000	109.034	0.839
125000	108.264	0.679
130000	109.068	1.185
135000	109.018	0.453
140000	108.506	0.582
145000	109.134	0.763
150000	109.104	0.383
155000	108.082	0.679
160000	109.033	1.068
165000	109.149	0.539
170000	108.801	0.787
175000	109.183	0.469
180000	108.543	0.745
185000	108.733	0.938
190000	108.796	0.576
195000	109.121	0.543
200000	109.210	0.551
205000	109.303	1.071
210000	108.928	0.616
215000	108.675	0.829
220000	108.798	0.662
225000	109.137	0.401
230000	109.087	0.653
235000	109.588	0.334
240000	109.003	0.679
245000	109.694	0.746
250000	109.003	0.482
255000	108.926	0.418
260000	108.746	0.635
265000	108.983	0.537
270000	109.245	0.621
275000	109.207	0.837
280000	108.867	0.583
285000	109.183	0.569
290000	108.783	0.684
295000	109.164	0.601
300000	109.190	0.450
305000	108.907	0.527
310000	108.863	0.754
315000	108.996	0.515
320000	108.830	0.572
325000	109.063	0.570
330000	109.284	0.667
335000	109.528	0.586
340000	109.056	0.433
345000	108.963	0.336
350000	108.960	0.430
355000	109.092	0.407
360000	109.044	0.640
365000	109.053	0.465
370000	108.725	0.419
375000	109.120	0.394
380000	109.035	0.658
385000	108.960	0.380
390000	109.185	0.548
395000	109.281	0.389
400000	109.204	0.484
405000	109.135	0.541
410000	109.054	0.439
415000	109.515	0.382
420000	109.181	0.494
425000	109.467	0.344
430000	109.235	0.563
435000	109.322	0.490
440000	109.237	0.501
445000	109.152	0.690
450000	109.126	0.610
455000	109.281	0.433
460000	109.129	0.594
465000	109.374	0.572
470000	109.264	0.332
475000	109.520	0.479
480000	109.497	0.329
485000	109.387	0.339
490000	109.431	0.656
495000	109.468	0.477
500000	109.165	0.352
505000	109.516	0.661
510000	109.509	0.396
515000	109.314	0.593
520000	109.525	0.444
525000	109.282	0.406
530000	109.047	0.428
535000	109.430	0.631
540000	109.123	0.534
545000	109.481	0.409
550000	109.527	0.354
555000	109.101	0.464
560000	109.437	0.526
565000	108.855	0.707
570000	109.429	0.482
575000	109.390	0.646
580000	108.982	0.743
585000	108.751	0.689
590000	109.427	0.463
595000	109.161	0.407
600000	109.200	0.461
605000	109.391	0.292
610000	109.469	0.284
615000	109.011	0.510
620000	109.383	0.365
625000	109.355	0.546
630000	109.385	0.713
635000	109.221	0.525
640000	109.310	0.651
645000	109.379	0.394
650000	109.529	0.400
655000	109.475	0.342
660000	109.551	0.331
665000	109.322	0.414
670000	109.355	0.218
675000	109.449	0.492
680000	109.301	0.308
685000	109.585	0.454
690000	109.543	0.347
695000	109.773	0.448
700000	109.429	0.430
705000	109.683	0.354
710000	109.598	0.332
715000	109.298	0.360
720000	109.625	0.271
725000	109.446	0.389
730000	109.370	0.446
735000	109.464	0.494
740000	109.472	0.472
745000	109.462	0.331
750000	109.589	0.357
755000	109.549	0.322
760000	109.670	0.437
765000	109.488	0.560
770000	109.604	0.257
775000	109.596	0.337
780000	109.628	0.317
785000	109.495	0.353
790000	109.592	0.335
795000	109.719	0.302
800000	109.665	0.336
805000	109.496	0.415
810000	109.626	0.310
815000	109.610	0.342
820000	109.616	0.323
825000	109.743	0.299
830000	109.614	0.189
835000	109.577	0.412
840000	109.705	0.378
845000	109.666	0.394
850000	109.770	0.241
855000	109.794	0.234
860000	109.569	0.253
865000	109.794	0.251
870000	109.761	0.329
875000	109.656	0.396
880000	109.581	0.314
885000	109.774	0.255
890000	109.630	0.305
895000	109.858	0.250
900000	109.738	0.331
905000	109.831	0.229
910000	109.790	0.207
915000	109.830	0.189
920000	109.628	0.329
925000	109.772	0.193
930000	109.770	0.261
935000	109.699	0.269
940000	109.791	0.252
945000	109.757	0.257
950000	109.690	0.351
955000	109.742	0.251
960000	109.836	0.285
965000	109.831	0.222
970000	109.807	0.219
975000	109.799	0.274
980000	109.771	0.228
985000	109.794	0.304
990000	109.792	0.258
995000	109.822	0.228
1000000	109.695	0.290
