iteration(key)	values
500000 (returns)	0.000	24.021	0.000	3.527	0.000	0.000	0.000	0.000	0.000	1.580	8.238	0.000	0.000	4.539	2.593	0.006	5.050	0.000	3.164	7.484	16.446	0.000	1.013	0.149	6.000	12.986	8.805	0.000	0.284	16.064	0.138	0.000
1000000 (returns)	2.596	0.000	3.131	1.023	14.297	5.871	0.025	10.985	4.094	6.171	7.774	0.000	0.001	6.476	0.000	4.249	0.341	8.431	1.533	1.252	0.000	0.000	0.250	0.003	4.481	7.539	0.000	0.352	15.618	11.742	0.000	10.559
1500000 (returns)	5.273	6.447	0.000	0.411	8.357	0.000	0.000	12.169	4.544	0.000	0.000	8.000	11.578	0.000	1.552	0.000	0.073	11.390	0.456	6.005	0.327	13.244	6.239	0.000	0.000	0.000	4.376	21.511	3.923	4.594	0.042	1.439
2000000 (returns)	1.833	0.790	10.283	8.270	12.135	0.048	10.350	4.512	22.411	5.053	0.000	4.513	5.666	1.948	0.000	29.836	0.031	23.683	5.639	1.332	1.986	7.610	11.381	3.947	24.862	6.865	0.000	0.000	2.769	2.200	6.529	1.340
2500000 (returns)	9.869	1.361	12.401	13.559	10.332	3.148	5.913	0.104	17.240	7.807	15.140	3.401	8.314	0.890	10.713	0.000	0.894	0.780	7.488	0.000	0.096	9.597	7.241	0.000	0.491	7.879	0.000	1.882	11.831	5.766	0.000	24.180
3000000 (returns)	9.540	0.603	0.000	0.012	0.000	14.474	3.307	8.954	1.806	0.000	25.765	32.732	1.097	17.531	25.513	8.800	15.025	7.945	4.952	8.069	11.337	0.018	0.064	9.095	5.472	5.554	7.537	0.003	2.712	19.084	32.075	0.096
3500000 (returns)	4.068	5.581	17.792	1.681	5.781	1.667	0.961	6.682	14.941	3.990	1.307	6.692	8.686	3.256	5.600	7.643	1.131	0.000	0.591	0.517	5.315	14.732	0.000	5.053	0.808	10.663	0.776	32.406	0.005	0.401	4.118	6.309
4000000 (returns)	3.501	3.853	12.395	0.124	0.006	4.131	8.593	13.431	0.017	13.595	0.130	0.000	3.356	0.000	0.000	10.003	6.400	18.944	1.804	0.353	31.663	0.023	3.039	0.773	25.130	14.313	7.159	0.087	0.000	2.071	17.674	8.775
4500000 (returns)	3.276	4.825	0.007	0.144	3.553	27.337	10.401	0.000	7.337	0.000	0.294	0.413	0.007	0.000	7.787	1.206	5.746	3.642	5.798	0.000	1.476	0.316	7.277	36.808	0.046	0.032	8.398	1.362	0.000	0.403	22.742	0.000
5000000 (returns)	0.169	0.744	8.014	0.457	6.746	11.194	3.935	31.752	2.975	4.227	0.503	6.051	2.126	0.000	9.432	7.507	8.482	9.910	0.000	6.092	0.009	3.733	0.000	7.034	36.828	14.400	1.682	0.000	2.412	0.000	20.126	5.101
5500000 (returns)	0.202	0.043	7.634	14.316	7.285	0.000	0.648	0.000	11.244	8.000	4.033	21.545	0.115	0.075	2.601	0.049	1.232	4.648	0.000	7.154	0.000	4.987	1.395	5.482	0.000	6.594	0.076	0.262	0.000	7.112	17.018	3.749
6000000 (returns)	3.903	3.707	11.317	5.600	7.090	7.369	33.940	43.010	0.000	4.154	10.862	5.141	7.409	7.591	4.701	7.619	1.259	28.652	0.622	0.070	0.000	7.233	1.433	10.607	5.872	3.090	6.512	0.000	8.417	0.048	7.217	1.260
6500000 (returns)	39.411	0.000	5.540	3.668	2.575	6.648	5.876	0.000	0.032	7.340	5.619	4.461	7.398	25.475	0.780	2.627	4.601	6.659	31.596	34.550	3.092	3.342	16.187	0.000	8.129	9.298	0.322	0.000	8.605	0.137	1.606	1.242
7000000 (returns)	1.397	0.000	1.513	8.206	1.097	4.985	5.535	0.000	9.441	6.669	6.157	14.434	6.981	8.503	11.268	27.686	0.000	0.163	0.346	9.677	7.245	0.097	0.025	3.720	0.143	2.332	0.045	0.000	4.020	0.000	7.283	7.039
7500000 (returns)	6.263	6.074	16.033	29.828	31.723	7.574	9.702	14.530	0.000	0.000	2.289	0.177	4.983	1.130	7.990	3.588	0.087	2.442	11.680	4.800	0.001	13.660	16.055	2.115	3.613	2.921	2.840	0.000	0.000	2.552	0.000	5.235
8000000 (returns)	11.681	0.000	7.937	1.603	9.977	0.000	9.333	7.793	13.812	0.000	0.203	6.260	0.087	15.736	2.438	7.981	5.381	14.231	5.999	0.031	23.312	4.974	14.801	0.424	8.920	26.297	14.726	0.000	1.735	11.223	6.805	2.448
8500000 (returns)	1.033	4.043	0.676	0.000	5.125	6.558	0.801	32.183	0.000	0.545	10.917	6.513	11.186	10.980	14.476	0.000	5.832	16.189	8.002	0.570	8.781	6.353	2.862	0.947	18.740	0.000	0.088	0.246	2.717	0.313	0.137	6.101
9000000 (returns)	5.344	23.586	12.873	0.000	8.018	6.934	1.640	1.114	0.211	6.361	7.796	16.667	5.515	0.000	3.482	0.000	0.502	0.684	0.078	25.421	2.980	0.095	19.047	2.991	16.044	9.682	0.545	7.751	0.097	0.000	8.575	23.830
9500000 (returns)	0.808	2.023	0.044	0.918	8.130	6.199	45.134	15.069	2.471	0.000	6.218	3.608	15.512	3.123	2.164	0.024	6.443	0.258	0.000	6.113	1.192	2.137	4.698	5.778	0.008	0.007	7.067	0.000	8.579	5.267	6.540	0.242
10000000 (returns)	3.368	0.835	0.000	6.024	6.555	6.719	10.579	0.000	11.297	12.512	8.233	8.664	8.284	3.852	0.000	0.000	5.206	4.000	1.810	2.544	5.409	1.371	9.144	1.457	0.000	11.009	0.000	0.800	0.029	10.588	0.243	8.774
10500000 (returns)	11.996	0.000	14.815	0.943	7.030	7.160	4.850	6.971	0.958	0.000	2.799	0.000	7.670	3.567	0.762	5.930	0.305	5.672	6.870	35.377	18.849	39.223	0.914	7.586	6.137	7.515	0.008	0.175	6.489	0.692	0.024	0.000
11000000 (returns)	0.000	3.284	1.690	6.507	8.976	7.247	2.525	16.584	9.343	4.550	0.984	1.058	25.752	0.709	1.944	0.000	0.000	0.000	0.000	6.599	11.275	1.538	0.964	0.000	0.624	1.115	0.000	8.894	0.199	0.168	5.745	8.018
11500000 (returns)	46.451	0.000	3.905	6.592	6.471	8.796	0.343	0.009	7.867	0.267	0.000	0.824	5.778	3.348	21.877	0.548	6.900	9.165	2.488	0.004	5.663	32.358	6.479	16.695	1.102	2.147	0.525	6.105	13.209	0.000	3.727	7.538
12000000 (returns)	9.507	2.018	8.412	0.001	0.000	3.403	16.943	13.493	0.945	0.016	0.000	0.000	8.464	9.649	8.809	0.834	3.878	6.667	0.000	16.764	0.046	0.007	0.000	4.520	0.145	0.459	0.326	0.000	0.000	22.825	4.326	0.000
12500000 (returns)	4.312	0.053	0.065	0.249	0.054	57.134	11.346	9.242	20.755	11.003	4.093	0.024	10.639	0.253	1.106	0.086	0.000	7.200	1.823	0.008	6.168	10.989	0.669	28.449	0.927	16.402	4.094	0.000	0.000	0.074	7.994	8.126
13000000 (returns)	8.253	2.498	0.000	0.000	0.000	0.940	17.357	1.444	20.253	5.258	0.000	7.384	8.260	5.706	0.529	14.814	5.423	0.009	0.080	6.399	7.936	0.015	0.596	0.000	1.385	0.937	0.001	0.000	6.199	0.016	15.873	3.756
13500000 (returns)	2.224	14.652	26.738	7.942	1.039	3.938	0.002	10.882	5.394	7.375	15.989	8.333	3.275	6.007	0.062	1.140	3.250	43.578	0.000	0.000	0.000	2.078	30.919	2.240	10.881	0.000	4.791	3.791	14.109	10.717	16.863	23.147
14000000 (returns)	0.644	26.326	10.211	0.613	8.977	0.406	1.246	0.000	0.000	0.190	0.000	13.588	6.732	0.504	0.009	0.008	15.250	7.386	6.809	5.938	0.015	0.000	0.000	0.040	0.000	0.006	0.000	6.961	13.875	0.000	0.186	0.000
14500000 (returns)	10.409	15.249	9.784	6.540	0.000	1.775	13.959	8.454	6.629	0.243	7.215	0.009	3.051	5.602	9.241	11.347	0.942	31.433	0.000	1.579	0.000	0.531	0.000	8.204	2.875	7.431	1.268	12.318	11.272	9.427	0.635	0.420
15000000 (returns)	7.449	1.804	0.040	4.914	0.904	0.031	1.762	0.012	3.613	0.000	5.587	31.385	40.053	0.000	0.000	1.462	9.332	9.471	5.754	0.330	12.904	14.290	9.961	17.788	0.000	0.000	4.845	0.667	12.376	8.191	11.559	6.089
15500000 (returns)	0.140	0.035	0.024	27.964	34.419	0.712	0.000	8.043	63.447	5.106	2.820	7.212	2.093	7.733	0.129	6.568	25.345	7.368	4.860	7.726	4.161	0.000	0.213	2.641	21.225	4.158	2.693	0.000	0.415	2.047	0.000	23.420
16000000 (returns)	8.931	0.007	1.580	1.738	0.007	2.423	14.304	10.814	0.289	10.242	0.000	7.687	6.000	2.357	17.519	1.544	5.987	7.092	12.631	24.314	0.212	12.836	0.962	0.116	0.007	0.373	4.936	0.397	32.748	0.288	3.910	15.439
16500000 (returns)	0.752	16.895	3.329	8.914	0.000	1.941	1.905	14.565	0.140	0.269	1.499	2.642	0.308	1.655	17.226	20.878	12.514	10.572	2.275	9.127	5.746	3.851	17.130	5.825	3.588	2.675	5.172	0.501	4.464	0.028	19.188	0.334
17000000 (returns)	0.172	0.249	1.582	2.239	53.395	14.789	0.375	16.443	6.270	8.432	6.578	0.306	25.118	10.716	0.049	45.010	11.698	0.000	0.000	9.422	3.258	11.647	11.070	0.029	0.701	0.000	5.562	0.000	25.475	3.913	2.747	0.000
17500000 (returns)	1.836	11.364	3.520	0.127	8.679	0.037	4.444	0.740	8.261	0.000	2.464	0.504	1.028	3.119	0.318	3.758	8.276	9.991	7.074	6.510	9.392	0.462	17.504	0.439	6.436	0.000	1.997	9.128	17.412	0.810	4.629	4.506
18000000 (returns)	15.043	0.351	17.540	0.001	0.210	12.587	21.100	0.613	13.653	0.091	9.745	3.176	1.799	0.452	0.379	2.744	9.667	1.590	4.886	22.037	34.099	2.461	14.266	42.629	11.959	0.008	8.259	8.436	6.677	8.178	0.015	9.991
18500000 (returns)	50.404	1.575	1.038	65.523	0.121	8.769	0.770	60.945	7.147	0.044	1.621	8.999	1.561	1.105	8.876	0.579	10.087	0.007	0.000	0.000	12.574	2.917	13.882	6.356	0.024	1.884	4.446	4.930	13.107	35.970	9.033	13.167
19000000 (returns)	0.016	5.888	8.486	8.400	4.263	0.281	7.780	8.448	0.007	13.125	1.199	15.582	0.007	19.382	0.068	1.711	0.437	17.009	4.680	5.653	13.641	4.751	9.306	7.245	0.000	9.224	16.804	1.268	1.879	11.204	11.879	18.072
19500000 (returns)	30.145	0.000	14.911	4.577	21.934	0.000	87.577	37.506	24.812	45.115	10.396	3.278	0.021	0.078	0.440	0.018	15.826	13.264	4.049	0.430	12.867	10.646	0.086	0.595	7.100	5.144	8.730	17.799	0.000	13.632	3.311	0.032
