iteration(key)	values
250000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
500000 (returns)	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000
750000 (returns)	0.000	0.000	100.000	0.000	0.000	0.000	100.000	0.000	0.000	100.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000
1000000 (returns)	4000.000	-1000.000	4000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-900.000	-1000.000	-1000.000	-921.000	4064.000	-1000.000	4000.000	-1000.000	-941.000	-1000.000	-941.000	-1000.000	4000.000	-1000.000	-910.000	-941.000	4094.000	-941.000	-1000.000	-1000.000	4064.000	4072.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	4062.000	4062.000	4064.000	-939.000	-905.000	4064.000	4000.000	4064.000	-1000.000	-921.000
1250000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1500000 (returns)	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	100.000	100.000	0.000	100.000	0.000	0.000	100.000	0.000	100.000	0.000
1750000 (returns)	0.000	0.000	0.000	0.000	0.000	-300.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-700.000	0.000	0.000	0.000	-300.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2000000 (returns)	0.000	0.000	0.000	-21.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2250000 (returns)	0.000	-200.000	0.000	0.000	0.000	0.000	0.000	-400.000	0.000	0.000	0.000	0.000	0.000	-300.000	0.000	-300.000	-344.000	0.000	0.000	0.000	0.000	0.000	-300.000	0.000	0.000	-300.000	0.000	-300.000	100.000	-300.000	-400.000	0.000	-300.000	-400.000	0.000	-300.000	-300.000	0.000	-501.000	-300.000	-300.000	0.000	-300.000	0.000	-200.000	0.000
2500000 (returns)	0.000	0.000	0.000	0.000	0.000	-200.000	-1000.000	-1000.000	0.000	-1000.000	-900.000	-1000.000	0.000	0.000	0.000	0.000	-800.000	-1000.000	-1000.000	0.000	-1000.000	0.000	-600.000	-1000.000	-200.000	0.000	-400.000	0.000	-1000.000	-800.000	-700.000	-400.000	-1000.000	0.000	0.000	-1000.000	0.000	0.000	0.000	-300.000	0.000	0.000	-800.000	-1000.000	-1000.000	-400.000
