iteration(key)	values
250000 (returns)	70.000
500000 (returns)	70.000
750000 (returns)	8450.000	7005.000	4160.000	5590.000	6830.000	6210.000	6630.000	5100.000	7125.000	5300.000	5000.000	5430.000	4850.000	5080.000	5460.000	7060.000	7390.000	5700.000	6620.000	5270.000	5350.000
1000000 (returns)	4270.000
1250000 (returns)	1260.000	5990.000	5330.000	7175.000	5900.000	5790.000	5540.000	1380.000	5140.000	1380.000	90.000	5480.000	6700.000	740.000	3635.000	1380.000	6870.000	5830.000	1260.000	1500.000	1260.000	6470.000	7010.000	5110.000	7390.000	6070.000	2100.000	4880.000	4890.000	5565.000	7320.000	7590.000	1760.000	5850.000
1500000 (returns)	9790.000	7570.000	9265.000	7470.000	8350.000	15820.000	8870.000	8390.000	9090.000	9920.000	7460.000	9475.000	6970.000	8380.000	8510.000	8710.000	7290.000	8505.000	16260.000	7410.000	9335.000
1750000 (returns)	4390.000	14885.000	10370.000	12180.000	7875.000	7460.000	8630.000	3060.000	8025.000	8975.000	8555.000	9275.000	4110.000	7760.000	9670.000	6050.000	13880.000	8695.000	9040.000	9875.000	8345.000	15140.000	14240.000	10900.000
2000000 (returns)	9015.000	15260.000	7105.000	8380.000	8960.000	8285.000	7945.000	10535.000	20580.000	9400.000	9830.000	9415.000	58210.000	6585.000	25975.000	9600.000
2250000 (returns)	12875.000	24010.000	29035.000	10540.000	33110.000	10500.000	13655.000	15220.000	17070.000	9900.000	24895.000	50165.000
2500000 (returns)	70.000
2750000 (returns)	20775.000	70.000
3000000 (returns)	27825.000	79335.000	18660.000	600.000	10540.000	12120.000	16030.000	16900.000	6955.000	2240.000	42720.000	15800.000	43210.000	7980.000
3250000 (returns)	35600.000	66770.000	60820.000	120465.000	24440.000
3500000 (returns)	31510.000	20430.000	62850.000	92125.000	33755.000	26995.000	26335.000	21745.000
3750000 (returns)	46465.000	8315.000	8920.000	13745.000	132175.000	12585.000
4000000 (returns)	9620.000	24850.000	28020.000
4250000 (returns)	12600.000	11020.000	11510.000	12630.000	8230.000	10670.000	19805.000	25550.000	9215.000	22145.000	29610.000	8495.000	10910.000	11220.000	9960.000	11210.000	13280.000
4500000 (returns)	1600.000	71165.000	20820.000	25740.000	206370.000	14755.000	2280.000
4750000 (returns)	83130.000	23680.000	53680.000	44170.000	78110.000	43700.000	48435.000
5000000 (returns)	221100.000
5250000 (returns)	6900.000	150.000
5500000 (returns)	292550.000
5750000 (returns)	7795.000	17040.000	87330.000	34945.000	77820.000	9595.000	73110.000	31540.000
6000000 (returns)	49880.000	86485.000	97120.000	52915.000	17070.000	27170.000
6250000 (returns)	27580.000	6000.000	76075.000	14555.000	13120.000	31920.000	48740.000	20605.000	11365.000	42920.000	38980.000
6500000 (returns)	28595.000	69390.000	9330.000	66420.000	36370.000	24110.000	9410.000	14115.000	43875.000
6750000 (returns)	10780.000	10645.000	12190.000	89850.000	18280.000	20090.000	33885.000	9935.000	44450.000	8955.000
7000000 (returns)	70.000	65640.000
7250000 (returns)	33810.000	67970.000	29600.000	27415.000	10430.000	11355.000	151520.000	30135.000	28335.000
7500000 (returns)	43520.000	31170.000	35380.000	30360.000	99820.000	53850.000	59970.000
7750000 (returns)	30240.000	30440.000	102900.000	10075.000	14315.000	28575.000	14290.000	43015.000	14955.000	27520.000
8000000 (returns)	19520.000	193150.000
8250000 (returns)	20180.000	34160.000	19090.000	21960.000	42535.000	44470.000	15430.000	183725.000
8500000 (returns)	109065.000	101280.000	24340.000	75640.000	74675.000
8750000 (returns)	13970.000	61285.000	127720.000	50550.000
9000000 (returns)	60900.000	292665.000
9250000 (returns)	23005.000	78340.000	14770.000	49205.000	57185.000	22780.000
9500000 (returns)	85115.000	108575.000	31810.000
9750000 (returns)	56760.000	30920.000	288345.000	17075.000	15690.000
10000000 (returns)	17330.000	99555.000	126680.000	44815.000	19610.000	30170.000
10250000 (returns)	69060.000	95875.000	54645.000	29115.000	70160.000
10500000 (returns)	26340.000	34110.000	33130.000	15490.000	39460.000	89610.000	127525.000
10750000 (returns)	54605.000	91115.000	82570.000	17770.000	15225.000	142340.000
11000000 (returns)	231580.000	130470.000
11250000 (returns)	11630.000	67020.000	206075.000
11500000 (returns)	19495.000	12150.000	78325.000	68660.000	1600.000	27260.000	110615.000	13860.000	32990.000
11750000 (returns)	13640.000	9720.000	10445.000	271040.000	7060.000	7060.000	11600.000
12000000 (returns)	64960.000	9950.000	168455.000	96560.000
12250000 (returns)	44760.000	35715.000	19850.000	77940.000	160555.000	130545.000
12500000 (returns)	30860.000	30530.000	32280.000	16860.000	18250.000	69340.000	17360.000	24925.000	20125.000	10170.000	53570.000	39045.000
12750000 (returns)	125550.000	77590.000	65120.000	29520.000	121765.000
13000000 (returns)	19560.000	68020.000	121720.000
13250000 (returns)	15160.000	9740.000	282030.000	44380.000
13500000 (returns)	142890.000
13750000 (returns)	71630.000	31750.000
14000000 (returns)	370.000	21755.000	42075.000	125950.000	189620.000	13180.000
14250000 (returns)	365435.000	13290.000	8830.000	32220.000
14500000 (returns)	186340.000
14750000 (returns)	282555.000
15000000 (returns)	406365.000
15250000 (returns)	35755.000	150.000
15500000 (returns)	404380.000
15750000 (returns)	120935.000	220260.000	112230.000
16000000 (returns)	8495.000	33330.000	10370.000	13960.000	48680.000	8415.000	74320.000
16250000 (returns)	404035.000
16500000 (returns)	407225.000
16750000 (returns)	60.000
17000000 (returns)	129090.000
17250000 (returns)	92800.000	183595.000
17500000 (returns)	265.000	49300.000
17750000 (returns)	291550.000	153340.000	370.000
18000000 (returns)	32740.000	53040.000	144240.000
18250000 (returns)	112925.000	170700.000	69460.000	49440.000
18500000 (returns)	70.000	32885.000
18750000 (returns)	171940.000	91825.000
19000000 (returns)	384125.000
19250000 (returns)	192740.000	119265.000
19500000 (returns)	54495.000	338450.000
19750000 (returns)	24330.000	11185.000	205750.000	11105.000	11625.000	42645.000	57520.000
20000000 (returns)	70.000
20250000 (returns)	150.000
20500000 (returns)	406080.000
20750000 (returns)	13280.000	33070.000	127380.000	168730.000	12530.000
21000000 (returns)	295765.000	171920.000
21250000 (returns)	405375.000
21500000 (returns)	179820.000
21750000 (returns)	393235.000	51090.000
22000000 (returns)	374035.000
22250000 (returns)	45085.000	17670.000	79890.000	34880.000	10990.000
22500000 (returns)	51610.000	61260.000
22750000 (returns)	150.000
23000000 (returns)	300360.000
23250000 (returns)	413055.000
23500000 (returns)	257170.000
23750000 (returns)	84570.000	172370.000	36420.000	90915.000
24000000 (returns)	430475.000
24250000 (returns)	9980.000	265.000
24500000 (returns)	426605.000
24750000 (returns)	385.000
25000000 (returns)	423535.000
25250000 (returns)	353180.000
25500000 (returns)	411870.000
25750000 (returns)	400305.000
26000000 (returns)	117155.000
26250000 (returns)	70.000
26500000 (returns)	70.000
26750000 (returns)	265.000
27000000 (returns)	384260.000
27250000 (returns)	176860.000	56805.000	227045.000
27500000 (returns)	402030.000
27750000 (returns)	425685.000
28000000 (returns)	70.000
28250000 (returns)	150.000
28500000 (returns)	70.000
28750000 (returns)	77640.000	57120.000
29000000 (returns)	51630.000	189380.000
29250000 (returns)	422465.000
29500000 (returns)	69855.000	71125.000
29750000 (returns)	442025.000
30000000 (returns)	201930.000
30250000 (returns)	69535.000	71840.000	29385.000
30500000 (returns)	150.000
30750000 (returns)	70.000
31000000 (returns)	424760.000
31250000 (returns)	341625.000
31500000 (returns)	419430.000	41270.000
31750000 (returns)	150.000
32000000 (returns)	424855.000
32250000 (returns)	450440.000
32500000 (returns)	222180.000
32750000 (returns)	435600.000
33000000 (returns)	60.000
33250000 (returns)	60.000
33500000 (returns)	70.000
33750000 (returns)	420840.000
34000000 (returns)	150.000
34250000 (returns)	70.000
34500000 (returns)	417180.000
34750000 (returns)	70.000
35000000 (returns)	419785.000
35250000 (returns)	381605.000	11275.000
35500000 (returns)	64630.000	244120.000
35750000 (returns)	313090.000
36000000 (returns)	396685.000
36250000 (returns)	150.000	92495.000
36500000 (returns)	251255.000	15375.000	73060.000
36750000 (returns)	140.000
37000000 (returns)	150.000
37250000 (returns)	140.000
37500000 (returns)	435790.000
37750000 (returns)	416785.000
38000000 (returns)	9590.000	419715.000
38250000 (returns)	70.000
38500000 (returns)	400115.000
38750000 (returns)	70.000
39000000 (returns)	174390.000
39250000 (returns)	429880.000
39500000 (returns)	421085.000
39750000 (returns)	150.000
40000000 (returns)	377330.000
40250000 (returns)	431425.000
40500000 (returns)	265.000
40750000 (returns)	192495.000
41000000 (returns)	425685.000
41250000 (returns)	68795.000	140.000
41500000 (returns)	50095.000	440680.000
41750000 (returns)	406915.000
42000000 (returns)	70.000
42250000 (returns)	160380.000
42500000 (returns)	422810.000
42750000 (returns)	28955.000
43000000 (returns)	441470.000
43250000 (returns)	182445.000	130650.000	70025.000
43500000 (returns)	311340.000
43750000 (returns)	70.000
44000000 (returns)	125980.000
44250000 (returns)	448570.000
44500000 (returns)	70.000
44750000 (returns)	265.000
45000000 (returns)	296185.000
45250000 (returns)	150.000
45500000 (returns)	150.000
45750000 (returns)	374795.000
46000000 (returns)	175670.000
46250000 (returns)	393300.000
46500000 (returns)	232850.000
46750000 (returns)	375360.000
47000000 (returns)	388635.000
47250000 (returns)	414230.000	74260.000
47500000 (returns)	150.000
47750000 (returns)	417495.000
48000000 (returns)	88740.000	115490.000	71815.000	154325.000
48250000 (returns)	419530.000
48500000 (returns)	406105.000
48750000 (returns)	420955.000
49000000 (returns)	137460.000
49250000 (returns)	401755.000
49500000 (returns)	255010.000
49750000 (returns)	437090.000
50000000 (returns)	60.000	49970.000
