iteration(key)	values
250000 (returns)	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-748.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000
500000 (returns)	-230.000	-340.000	-340.000	-340.000	-332.000	-285.000	-262.000	-323.000	-256.000	-340.000	-316.000	-724.000	-470.000	-332.000	-328.000	-283.000	-724.000	-320.000	-246.000	-764.000	-236.000	-330.000	-330.000	-250.000	-346.000	-330.000	-346.000	-312.000	-732.000	-330.000	-1000.000	-348.000	-746.000	-352.000	-252.000	-330.000	-344.000	-420.000	-658.000	-340.000	-340.000	-324.000	-422.000	-338.000	-297.000	-656.000
750000 (returns)	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-941.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000
1000000 (returns)	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1250000 (returns)	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000	-1000.000
1500000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1750000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2000000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2250000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2500000 (returns)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
