iteration	mean	std_dev
5000	38.296	17.454
10000	32.116	33.641
15000	55.959	19.813
20000	26.773	23.940
25000	51.609	26.329
30000	53.030	26.519
35000	40.607	28.807
40000	63.786	19.897
45000	55.224	20.006
50000	40.228	26.385
55000	62.152	22.131
60000	53.242	19.580
65000	56.518	25.350
70000	64.177	17.714
75000	75.968	13.787
80000	68.751	18.723
85000	70.142	21.116
90000	70.404	17.435
95000	60.483	22.368
100000	77.170	15.665
105000	64.197	20.623
110000	74.989	15.178
115000	73.052	17.933
120000	71.988	17.413
125000	75.416	18.006
130000	77.932	13.105
135000	76.274	17.250
140000	72.443	17.377
145000	71.684	19.339
150000	77.621	14.127
155000	66.788	19.654
160000	70.940	19.553
165000	78.522	13.159
170000	76.320	15.757
175000	76.013	13.640
180000	74.762	14.557
185000	72.110	16.612
190000	71.906	19.351
195000	76.046	16.859
200000	78.255	11.622
205000	73.598	19.040
210000	73.316	16.230
215000	74.395	18.700
220000	73.133	16.717
225000	72.268	17.290
230000	79.004	11.420
235000	76.809	14.488
240000	79.214	13.779
245000	64.942	24.374
250000	76.641	16.431
255000	79.859	12.804
260000	76.805	14.230
265000	76.750	13.971
270000	83.388	3.681
275000	80.722	7.035
280000	77.619	14.280
285000	83.871	2.819
290000	82.062	2.496
295000	68.825	21.912
300000	77.250	14.497
305000	80.052	9.499
310000	77.752	14.349
315000	71.260	20.947
320000	72.059	18.692
325000	78.850	12.940
330000	71.847	22.527
335000	80.205	12.615
340000	78.977	11.691
345000	80.576	10.418
350000	73.555	18.050
355000	74.259	18.395
360000	69.169	18.802
365000	76.354	16.233
370000	75.849	16.807
375000	81.400	11.248
380000	79.094	16.082
385000	78.983	9.821
390000	75.420	17.363
395000	72.305	19.962
400000	77.889	14.600
405000	80.723	7.930
410000	76.983	16.435
415000	79.049	12.558
420000	73.029	18.308
425000	76.505	13.764
430000	71.395	22.254
435000	72.565	18.502
440000	80.383	13.206
445000	77.752	17.338
450000	75.678	15.436
455000	83.090	3.474
460000	77.167	16.050
465000	76.962	14.587
470000	77.199	14.654
475000	77.348	15.246
480000	79.204	13.635
485000	73.286	18.200
490000	76.202	14.781
495000	78.826	14.478
500000	80.750	11.374
505000	80.374	12.853
510000	78.392	13.183
515000	76.511	14.366
520000	77.075	16.095
525000	80.947	8.961
530000	72.218	19.109
535000	75.004	18.304
540000	82.459	4.844
545000	71.455	19.634
550000	79.154	14.648
555000	82.707	5.729
560000	78.522	16.344
565000	80.496	13.302
570000	75.173	18.380
575000	81.325	7.835
580000	74.788	20.833
585000	82.042	8.167
590000	75.824	15.980
595000	72.370	20.840
600000	77.894	13.237
605000	78.059	15.923
610000	78.915	13.192
615000	75.763	16.218
620000	82.320	9.637
625000	79.710	12.064
630000	81.807	9.198
635000	75.772	15.926
640000	79.662	13.421
645000	79.095	12.192
650000	81.393	14.189
655000	79.762	11.324
660000	76.705	17.628
665000	81.767	9.554
670000	79.946	8.553
675000	81.326	10.187
680000	82.119	9.319
685000	82.328	9.594
690000	80.486	11.777
695000	80.809	9.205
700000	80.269	11.269
705000	79.871	12.147
710000	82.762	6.004
715000	81.565	9.465
720000	79.645	12.535
725000	76.039	18.537
730000	79.466	13.841
735000	80.718	12.178
740000	81.307	10.669
745000	79.160	15.062
750000	80.404	12.030
755000	82.553	9.325
760000	76.736	16.652
765000	77.235	17.694
770000	82.564	9.170
775000	74.626	16.931
780000	83.598	4.257
785000	78.017	16.042
790000	74.236	19.891
795000	80.293	12.440
800000	80.340	10.960
805000	78.863	15.243
810000	76.094	19.483
815000	78.001	15.477
820000	79.933	12.430
825000	82.444	7.471
830000	80.520	13.999
835000	77.169	14.624
840000	83.532	3.300
845000	79.634	12.638
850000	82.026	8.754
855000	77.123	16.727
860000	75.764	17.223
865000	82.813	9.111
870000	81.920	8.787
875000	82.021	8.639
880000	82.760	8.358
885000	76.711	15.551
890000	79.227	14.802
895000	78.894	13.541
900000	82.157	5.930
905000	80.187	12.719
910000	83.144	5.269
915000	84.257	2.436
920000	80.725	11.647
925000	80.174	11.648
930000	80.595	10.426
935000	81.105	8.430
940000	78.800	14.909
945000	81.531	9.171
950000	81.276	9.462
955000	82.126	8.916
960000	82.730	7.483
965000	84.705	2.633
970000	78.288	13.466
975000	80.262	9.534
980000	81.847	11.555
985000	79.785	14.781
990000	81.906	9.128
995000	82.354	8.500
1000000	78.676	16.017
