iteration(key)	values
2750000 (returns)	2000.000	3400.000	1700.000	3400.000	1700.000	3200.000	1700.000	1700.000	3200.000	2000.000	1700.000	3200.000	3200.000	3200.000	1700.000	3400.000	3400.000	1700.000	2000.000	3400.000	3200.000	2000.000	3200.000	3400.000	1700.000	3400.000	1700.000	1700.000	3200.000	3400.000	1700.000	2000.000	3200.000	2000.000	2000.000	2000.000	3200.000	1700.000	2000.000	2000.000	1700.000	3200.000	3400.000	3400.000	2000.000	3400.000	2000.000	3200.000	3400.000	2000.000	2000.000	1700.000	3200.000	2000.000	3400.000	3400.000	3400.000	1700.000	3200.000	1700.000	3400.000	3400.000	3400.000	2000.000	2000.000	1700.000	2000.000	1700.000	2000.000	3400.000	1700.000	1700.000	1700.000	2000.000	3200.000	1700.000	1700.000	3200.000	2000.000	1700.000	2000.000	3400.000	2000.000	2000.000	2000.000	3400.000	1700.000	1700.000	3200.000	2000.000	2000.000	3400.000	3400.000	3400.000	2000.000	2000.000	3400.000	2000.000	2000.000	3200.000	3400.000	3200.000	2000.000	2000.000	3400.000	3200.000	2000.000	1700.000	3200.000	2000.000	2000.000	1700.000	3400.000	3200.000	1700.000	1700.000	2000.000	3400.000	1700.000	1700.000	3400.000	1700.000	1700.000	1700.000	3200.000	2000.000	2000.000	3200.000	1700.000	1700.000	3200.000	2000.000	3400.000	1700.000	3400.000	2000.000	2000.000	3400.000	1700.000	1700.000	3400.000	1700.000	3400.000	3200.000	1700.000	1700.000	3400.000	3200.000	3400.000	2000.000	1700.000	1700.000	2000.000	2000.000	2000.000	2000.000	3400.000	1700.000	3200.000	3400.000	1700.000	3400.000	1700.000	3200.000	3400.000	3400.000	2000.000	2000.000	3400.000	3200.000	2000.000	3400.000	3400.000	3400.000	3400.000	3200.000	3200.000	3200.000	3400.000	1700.000	2000.000	3200.000	3400.000	2000.000	1700.000	3200.000	2000.000	3200.000	3400.000	1700.000	3400.000	1700.000	1700.000	2000.000	2000.000	3400.000	3200.000	3400.000	1700.000	3400.000	1700.000	3400.000	3200.000	3400.000	2000.000	3400.000	2000.000	3200.000	2000.000	1700.000	1700.000	2000.000	3400.000	2000.000	3400.000	3400.000	3200.000	2000.000	2000.000	3400.000	3400.000	3400.000	1700.000	3200.000	1700.000	3400.000	3200.000	3400.000	3200.000	3200.000	2000.000	3200.000	2000.000	3400.000	2000.000	3400.000	3400.000	1700.000	3400.000	2000.000	3200.000	1700.000	2000.000
3000000 (returns)	2900.000	2900.000	2600.000	2600.000	5700.000	2900.000	2800.000	3100.000	2900.000	2600.000	2600.000	2600.000	2600.000	5700.000	5700.000	3100.000	5700.000	3100.000	2600.000	2900.000	3100.000	3100.000	3100.000	3100.000	2900.000	3100.000	3100.000	2600.000	5700.000	2600.000	2900.000	3100.000	2900.000	5700.000	3100.000	3100.000	5700.000	3100.000	5700.000	2600.000	2900.000	2600.000	2600.000	5700.000	3100.000	3100.000	5700.000	3100.000	3300.000	2900.000	5700.000	5700.000	2900.000	2900.000	2600.000	3100.000	2600.000	3100.000	2600.000	3100.000	2600.000	5700.000	5700.000	3100.000	2600.000	2900.000	5700.000	5700.000	2900.000	5700.000	2900.000	3100.000	2900.000	3100.000	2900.000	3100.000	2600.000	2600.000	2600.000	2900.000	2600.000	2900.000	2600.000	3100.000	2900.000	5700.000	5700.000	2600.000	2900.000	2600.000	4400.000	2600.000	2600.000	2900.000	3100.000	2600.000	2900.000	2600.000	3100.000	3000.000	2600.000	2600.000	5700.000	2600.000	2900.000	5700.000	2900.000	3100.000	2900.000	3100.000	2900.000	2900.000	2900.000	5700.000	3100.000	5700.000	3000.000	2600.000	3100.000	3100.000	2900.000	5700.000	3100.000	2600.000	2900.000	2600.000	2900.000	5700.000	3100.000	2900.000	2600.000	2600.000	2900.000	2900.000	5700.000	2900.000	2600.000	2600.000	2600.000	5700.000	3100.000	3100.000	3000.000	2900.000	2600.000	2900.000	2600.000	3000.000	3000.000	2600.000	3100.000	2900.000	2400.000	3000.000	2600.000	2600.000	2900.000	2600.000	2900.000	3100.000	2900.000	2600.000	5700.000	5700.000	5700.000	5700.000	6300.000	2900.000	2600.000	3000.000	2900.000	5700.000	3000.000	2900.000	3100.000	5700.000	2900.000	2600.000	5700.000	2600.000	3100.000	2900.000	2900.000	3100.000	2600.000	2600.000	5700.000	2900.000	2600.000	5700.000	2900.000	3000.000	2900.000	2600.000	2900.000	2600.000	3100.000	5700.000	5700.000	2600.000	3100.000	2900.000	5700.000	5700.000	2600.000	5700.000	5700.000	2900.000	2600.000	2900.000	2900.000	5700.000	5700.000
3250000 (returns)	7200.000	8000.000	6000.000	9300.000	7200.000	7200.000	7200.000	9500.000	9500.000	3600.000	6500.000	9500.000	6000.000	9500.000	9500.000	6400.000	9300.000	3600.000	3600.000	9500.000	9500.000	9500.000	7200.000	7200.000	9500.000	7200.000	8000.000	9300.000	8000.000	7200.000	7200.000	9500.000	7200.000	7200.000	9300.000	7200.000	7200.000	9500.000	9500.000	9500.000	9300.000	8000.000	9800.000	9500.000	7200.000	9300.000	9500.000	7800.000	9300.000	6000.000	8000.000	6000.000	6000.000	6000.000	6400.000	6000.000	9500.000	9500.000	3600.000	7200.000	5300.000	9500.000	3600.000	7200.000	7200.000	9500.000	11000.000	7200.000	7200.000	7600.000	8000.000	7200.000	7200.000	6000.000	3600.000	8000.000	8000.000	3600.000	9500.000	9300.000	7200.000	7200.000	7200.000	6000.000	6000.000	7200.000	7900.000	6000.000	7200.000	3600.000	3600.000	6000.000	6400.000	8000.000	6400.000	7900.000	7200.000	6000.000	9500.000	7200.000	3600.000	6000.000	9300.000	6000.000	9300.000	6000.000	9500.000	13500.000	3600.000	9500.000	6000.000	3600.000	9500.000	7200.000	6000.000	6000.000	7200.000	6400.000	6000.000	3600.000	7200.000	7200.000	9500.000	3600.000	9500.000	6000.000	6000.000	7200.000	7200.000	9500.000	9500.000	9500.000	9300.000	6400.000	11600.000	6000.000	3600.000	9500.000	7200.000	6000.000	6000.000	7200.000	3600.000	3600.000	6000.000	6000.000	9500.000	3600.000	7200.000	6000.000	6000.000	8000.000	9300.000	9500.000	6000.000	9500.000	7200.000	7200.000	3600.000	7200.000	9500.000	6000.000	6000.000	6000.000	9300.000	6400.000	6000.000	6400.000	9300.000	8000.000	9500.000	8000.000	6000.000	7200.000	7200.000	3600.000	9500.000	6000.000	3600.000	9500.000	7200.000	9500.000	8000.000	6000.000
3500000 (returns)	5700.000	5700.000	18800.000	7500.000	7500.000	7500.000	7500.000	18800.000	5700.000	10900.000	7500.000	14400.000	6800.000	18800.000	10900.000	18800.000	5700.000	11700.000	5700.000	5700.000	18800.000	9300.000	18800.000	18800.000	5700.000	10900.000	18800.000	5700.000	10900.000	5700.000	10900.000	18800.000	10900.000	7500.000	5700.000	10900.000	18800.000	10900.000	18800.000	5700.000	10900.000	18800.000	18800.000	18800.000	7500.000	10900.000	5700.000	5700.000	18800.000	10900.000	10900.000	18800.000	7500.000	10900.000	7500.000	10900.000	18800.000	13400.000	18800.000	5700.000	10900.000	18800.000	18800.000	18800.000	5700.000	7500.000	18800.000	5700.000	18800.000	7500.000	10900.000	10900.000	7500.000	18800.000	5700.000	10900.000	10900.000	18800.000	10900.000	19600.000	7500.000	7500.000	7500.000	18800.000	7500.000	10900.000	5700.000	18800.000	10900.000	7500.000	5700.000	18800.000	7500.000	18800.000	5700.000	18800.000	5700.000	10900.000	18800.000	16800.000	10900.000	5700.000	5700.000	7500.000	7500.000	10900.000	5700.000	10900.000	9300.000	18800.000	18800.000	7500.000	7500.000	7500.000	5700.000	7500.000	7500.000	18800.000	18800.000	10900.000	10900.000	10900.000	18800.000	5700.000	5700.000	5700.000	7500.000	5700.000	18800.000	10900.000	5700.000	18800.000	5700.000	18800.000	5700.000	10900.000	18800.000	18800.000	18800.000	7500.000	18800.000	5700.000	7500.000	10900.000	18800.000	18800.000	18800.000	10900.000	10900.000	5700.000
3750000 (returns)	5400.000	8000.000	5400.000	7600.000	7600.000	7600.000	7600.000	8000.000	12000.000	5400.000	8000.000	11400.000	5400.000	7600.000	9000.000	8000.000	8000.000	11400.000	9000.000	7600.000	8000.000	8000.000	7600.000	5400.000	7600.000	7600.000	5400.000	9000.000	7600.000	7600.000	5400.000	7600.000	9000.000	5400.000	8000.000	9000.000	7600.000	9000.000	7600.000	8000.000	7600.000	9000.000	9000.000	7600.000	10400.000	9000.000	7600.000	5400.000	8000.000	7800.000	5400.000	7600.000	5400.000	5400.000	9700.000	5400.000	8000.000	7600.000	7600.000	5400.000	9000.000	9000.000	9000.000	7600.000	10300.000	9000.000	5400.000	5400.000	8000.000	8000.000	9600.000	7600.000	5400.000	5400.000	9000.000	5400.000	7600.000	9000.000	7600.000	9000.000	8000.000	5400.000	8000.000	9000.000	9000.000	8000.000	5400.000	7600.000	9000.000	7600.000	5400.000	9000.000	16500.000	9000.000	7600.000	9000.000	5400.000	5400.000	8000.000	9000.000	9000.000	9000.000	8000.000	5400.000	7600.000	9000.000	5400.000	9000.000	8000.000	9000.000	7600.000	5400.000	8000.000	8000.000	7600.000	7600.000	9000.000	9000.000	5400.000	11600.000	7600.000	7600.000	7600.000	5400.000	9000.000	9000.000	9000.000	8000.000	7600.000	8000.000	9000.000	5400.000	5400.000	5400.000	5400.000	5400.000	7600.000	7600.000	9200.000	8000.000	5400.000	5400.000	8000.000	5400.000	5400.000	9000.000	7600.000	5400.000	10200.000	9000.000	7600.000	7600.000	9000.000	7800.000	7600.000	8000.000	8000.000	5400.000	8000.000
4000000 (returns)	13000.000	8100.000	11700.000	9000.000	8100.000	13700.000	16900.000	16900.000	11700.000	13700.000	16900.000	8100.000	16100.000	11700.000	9000.000	8100.000	9000.000	9800.000	16900.000	13700.000	8100.000	9200.000	13900.000	9000.000	8100.000	8100.000	15900.000	8100.000	13700.000	13700.000	18000.000	9000.000	17500.000	20900.000	8100.000	13900.000	8100.000	18000.000	16900.000	8100.000	13900.000	16900.000	11700.000	13900.000	16100.000	16900.000	18800.000	13900.000	11700.000	13700.000	16100.000	18000.000	18000.000	8100.000	11700.000	16100.000	16900.000	9700.000	11100.000	13700.000	8100.000	8100.000	16100.000	9000.000	16100.000	16100.000	16900.000	16900.000	16900.000	11700.000	16100.000	8100.000	13900.000	13700.000	15300.000	16100.000	11700.000	13900.000	8100.000	16100.000	11700.000	12200.000	13400.000	16100.000	13900.000	16300.000	16900.000	18000.000	9400.000	8700.000	16100.000	8100.000	18000.000	11700.000	11700.000	8100.000	13900.000	8100.000	16900.000	13900.000	11700.000	13900.000	13900.000	9000.000	18000.000	9000.000
4250000 (returns)	18300.000	18300.000	11000.000	18300.000	12000.000	12000.000	12000.000	11000.000	12000.000	11000.000	18300.000	12000.000	11300.000	11000.000	14600.000	12000.000	12000.000	11000.000	18300.000	11300.000	10600.000	12000.000	12000.000	12000.000	11300.000	11000.000	18300.000	11300.000	12000.000	11300.000	11000.000	11000.000	11000.000	18300.000	18300.000	11300.000	11300.000	11000.000	11300.000	11300.000	11300.000	11300.000	11300.000	11000.000	11300.000	12000.000	18300.000	12000.000	12000.000	11200.000	11300.000	11000.000	11300.000	18300.000	18300.000	18300.000	12000.000	18300.000	18300.000	18300.000	11000.000	9100.000	18300.000	18300.000	4400.000	18300.000	11300.000	18300.000	12000.000	12000.000	11400.000	8300.000	11000.000	11000.000	11300.000	12000.000	11000.000	11300.000	14100.000	11300.000	11300.000	12000.000	6000.000	11300.000	15100.000	12000.000	12000.000	11000.000	12000.000	18300.000	11300.000	11000.000	18300.000	12300.000	11000.000	11300.000	18300.000	14400.000	11000.000	11300.000	11200.000	11000.000	18300.000	11000.000	8200.000	12000.000	11000.000	18300.000
4500000 (returns)	2200.000	2600.000	2600.000	2200.000	3200.000	2200.000	2200.000	2900.000	2200.000	2600.000	3200.000	2200.000	2900.000	2600.000	2900.000	2200.000	3200.000	2200.000	3200.000	2600.000	2600.000	2900.000	2200.000	8200.000	2200.000	2900.000	2900.000	3200.000	2200.000	3200.000	2600.000	3200.000	2900.000	2200.000	2600.000	2600.000	2600.000	3200.000	3200.000	2900.000	2200.000	2900.000	2900.000	2200.000	2200.000	2900.000	2900.000	2600.000	2600.000	2200.000	2600.000	3200.000	2900.000	3200.000	3200.000	3200.000	2200.000	2900.000	2200.000	2900.000	2600.000	2900.000	4900.000	2200.000	2600.000	2200.000	2200.000	2600.000	2200.000	2200.000	2200.000	2200.000	2200.000	3200.000	2600.000	2600.000	2200.000	3200.000	2900.000	2600.000	2200.000	2900.000	2600.000	2600.000	2200.000	2600.000	3200.000	2600.000	2900.000	3200.000	2200.000	2900.000	2600.000	3200.000	3200.000	2200.000	2600.000	3200.000	2900.000	3200.000	2900.000	2600.000	8200.000	2600.000	2200.000	3200.000	2900.000	2600.000	2600.000	3200.000	2600.000	3200.000	3200.000	2600.000	2200.000	2600.000	2600.000	2900.000	2900.000	2200.000	2900.000	2600.000	2900.000	2600.000	2200.000	2200.000	3200.000	3100.000	2200.000	2200.000	2600.000	2600.000	2600.000	2200.000	2900.000	2200.000	2900.000	2600.000	2200.000	2200.000	2600.000	2900.000	2600.000	2200.000	3200.000	3200.000	2600.000	2200.000	3200.000	2900.000	3200.000	2900.000	3200.000	3200.000	3200.000	2900.000	2200.000	2200.000	3200.000	2900.000	2600.000	3200.000	3200.000	3200.000	2200.000	7400.000	2600.000	2900.000	2900.000	2900.000	2900.000	2200.000	2200.000	3200.000	2900.000	2900.000	2600.000	3200.000	2200.000	3200.000	3200.000	2900.000	2600.000	2600.000	2600.000	2600.000	3200.000	3200.000	2600.000	2600.000	2600.000	2600.000	2900.000	3200.000	2600.000	2200.000	2200.000	2600.000	4900.000	2600.000	2900.000	2600.000	2900.000	2600.000	2900.000	3200.000	2900.000	2900.000	3200.000	2200.000	2900.000
4750000 (returns)	15600.000	19800.000	11100.000	11100.000	11100.000	17700.000	18200.000	18200.000	18200.000	18200.000	11100.000	17700.000	15600.000	11100.000	15600.000	15600.000	17700.000	18200.000	11100.000	17700.000	18200.000	26800.000	17700.000	11100.000	11100.000	18200.000	18200.000	18200.000	17700.000	11100.000	15600.000	27600.000	17700.000	17700.000	15600.000	17700.000	18200.000	15600.000	17700.000	18200.000	11100.000	17700.000	18200.000	11100.000	11100.000	17700.000	18200.000	20800.000	18200.000	11100.000	18200.000	11100.000	15000.000	18200.000	11100.000	17700.000	18200.000	18200.000	17700.000	18200.000	15600.000	11100.000	11900.000	18200.000	11100.000	17700.000	15600.000	20800.000	18200.000	18200.000	15600.000	11100.000	11100.000	18200.000	15600.000	11100.000	18200.000	11100.000	21900.000	15600.000	11100.000	18200.000	17700.000	15600.000	11100.000	15600.000	15600.000	15600.000	11100.000	11100.000	11100.000	15600.000	18200.000	17700.000	11100.000	15600.000
5000000 (returns)	3000.000	7600.000	2800.000	29900.000	7600.000	20600.000	3000.000	2800.000	3000.000	7600.000	7600.000	2800.000	3000.000	2800.000	2800.000	3000.000	3000.000	2800.000	15100.000	3000.000	29900.000	3000.000	29900.000	29900.000	7600.000	3000.000	3000.000	7600.000	29900.000	29900.000	2800.000	3000.000	7600.000	2800.000	3000.000	29900.000	3000.000	29900.000	2800.000	7600.000	2800.000	29900.000	3000.000	29900.000	2800.000	7600.000	2800.000	3000.000	2800.000	3000.000	2800.000	2800.000	3000.000	2800.000	3000.000	2800.000	3000.000	7600.000	2800.000	7600.000	7600.000	29900.000	29900.000	7600.000	2800.000	3000.000	2800.000	3000.000	16300.000	29900.000	2800.000	2800.000	7600.000	29900.000	29900.000	2800.000	5200.000	3000.000	2800.000	7600.000	2800.000	8500.000	7600.000	3000.000	3000.000	2800.000	7600.000	2800.000	3000.000	29900.000	7600.000	3000.000	29900.000	3000.000	3000.000	3000.000	3000.000	29900.000	2800.000	7600.000	2800.000	29900.000	2800.000	3000.000	3000.000	2800.000	3000.000	29900.000	2800.000	3000.000	3000.000	7600.000	2800.000	2800.000	2600.000	3000.000	3000.000	2800.000	29900.000	29900.000	29900.000	2800.000	3000.000	3000.000	3000.000	2800.000	29900.000	2800.000	2800.000	10400.000	7600.000	2800.000	3000.000	7600.000	2800.000	7600.000	28100.000
5250000 (returns)	34500.000	25400.000	7100.000	7100.000	25400.000	14700.000	19800.000	7100.000	34500.000	25400.000	25400.000	14700.000	7100.000	7100.000	34500.000	7100.000	25400.000	25400.000	25400.000	7100.000	7100.000	34500.000	36600.000	25400.000	34500.000	22100.000	34500.000	12200.000	34500.000	7100.000	25400.000	14700.000	14700.000	13800.000	7100.000	7100.000	25400.000	34500.000	7100.000	14700.000	28900.000	14700.000	33900.000	14700.000	34500.000	14700.000	25400.000	7100.000	25400.000	7100.000	25400.000	25400.000	14700.000	5600.000	25400.000	7100.000	7100.000	7100.000	34500.000	28800.000	14700.000	18600.000	7100.000	34500.000	24500.000	36900.000	13900.000	7100.000	27100.000	7100.000	19700.000	34500.000	34500.000	34500.000	7100.000	25400.000	14700.000	14700.000	25400.000	25400.000	25400.000	22800.000	34500.000	34500.000	34500.000	34500.000	7100.000	7100.000
5500000 (returns)	6100.000	6100.000	6900.000	6100.000	6100.000	7300.000	7300.000	7300.000	6100.000	6100.000	8600.000	8600.000	29700.000	6100.000	7300.000	28100.000	29700.000	7300.000	29700.000	29700.000	8600.000	6100.000	29700.000	29700.000	6100.000	29700.000	6100.000	6100.000	6100.000	31400.000	7300.000	6100.000	6100.000	7300.000	6100.000	6100.000	7300.000	6100.000	8600.000	7300.000	7300.000	7300.000	9400.000	9700.000	6100.000	29700.000	29700.000	7300.000	6100.000	29500.000	8600.000	29700.000	6100.000	7300.000	8600.000	8600.000	7300.000	29700.000	8600.000	8600.000	8600.000	7300.000	29700.000	3500.000	8600.000	11300.000	29700.000	7300.000	8600.000	9000.000	7300.000	29700.000	8600.000	8600.000	8600.000	8600.000	6100.000	7300.000	7300.000	6100.000	29700.000	6100.000	29700.000	7300.000	7300.000	29700.000	6100.000	29700.000	10400.000	7300.000	6100.000	29700.000	29700.000	6100.000	7300.000	8600.000	8600.000	29700.000	8600.000	6100.000	6100.000	7300.000	8600.000	8600.000	7300.000	6100.000	29700.000	29700.000	7300.000	4400.000	28000.000	7300.000	7300.000	7300.000	6100.000	6100.000	6100.000	7300.000	29700.000	29700.000	29700.000	6100.000	29700.000
5750000 (returns)	25600.000	22600.000	20900.000	23300.000	10700.000	20900.000	20900.000	25600.000	23300.000	20900.000	20900.000	30900.000	25600.000	25600.000	20900.000	23300.000	14600.000	20900.000	25600.000	50500.000	20900.000	25600.000	25600.000	20900.000	25600.000	29400.000	30400.000	25600.000	23300.000	23300.000	30900.000	30900.000	25600.000	23300.000	25600.000	25600.000	30900.000	25600.000	23200.000	20900.000	23300.000	25600.000	29900.000	23300.000	23300.000	22700.000	25600.000	20900.000	20900.000	23300.000	30900.000	20900.000	30900.000	25600.000	30900.000	20900.000	20900.000	22700.000	20900.000	25600.000	23300.000	23300.000	40600.000	20900.000	20900.000	23300.000	23000.000	30900.000	25600.000	23300.000	25600.000	20900.000	23300.000	30900.000	23300.000	23300.000	20900.000	23300.000
6000000 (returns)	17800.000	13500.000	28200.000	18100.000	19200.000	16800.000	21300.000	27500.000	13500.000	28200.000	28200.000	13500.000	19200.000	13500.000	19200.000	19200.000	13500.000	28200.000	17000.000	19200.000	13500.000	19200.000	24600.000	19200.000	27400.000	28200.000	13500.000	13500.000	28200.000	19200.000	28200.000	18100.000	13500.000	19200.000	19200.000	18100.000	18100.000	28200.000	19200.000	18100.000	9600.000	19200.000	13500.000	18100.000	19200.000	13500.000	13500.000	13500.000	28200.000	28200.000	19200.000	18100.000	18100.000	13500.000	13500.000	28200.000	35300.000	18100.000	13500.000	19200.000	13500.000	28200.000	28200.000	31800.000	13500.000	19200.000	28200.000	19200.000	28200.000	31600.000	19200.000	28200.000	19200.000	19200.000	13500.000	13500.000
6250000 (returns)	14600.000	14400.000	14600.000	14400.000	14600.000	14400.000	4600.000	13600.000	14600.000	13600.000	13600.000	34700.000	13600.000	14400.000	13600.000	34700.000	14400.000	13600.000	14400.000	13600.000	13600.000	14400.000	14600.000	13600.000	13600.000	11300.000	14600.000	16800.000	14400.000	20700.000	14400.000	14600.000	14600.000	34700.000	5000.000	13600.000	13600.000	14400.000	13600.000	13600.000	13600.000	34700.000	14600.000	13600.000	13600.000	34700.000	13600.000	14400.000	13600.000	14600.000	13600.000	19300.000	14400.000	13600.000	13600.000	13600.000	13600.000	14600.000	13600.000	14600.000	14600.000	13600.000	14600.000	14600.000	14600.000	14400.000	7100.000	28100.000	34300.000	14600.000	34700.000	14600.000	34700.000	13600.000	34700.000	14600.000	14600.000	14600.000	14600.000	14500.000	14400.000	13600.000	34700.000	34700.000	14600.000	13600.000	13100.000	13600.000	14600.000	14600.000	34700.000	34700.000	14400.000	13600.000	34700.000	14600.000	34700.000	13600.000	14400.000	34700.000	13600.000	34700.000
6500000 (returns)	55600.000	42600.000	55600.000	49800.000	42600.000	27000.000	27000.000	27000.000	55600.000	27000.000	49800.000	55600.000	35200.000	45300.000	55600.000	29400.000	55600.000	42600.000	55600.000	27000.000	27000.000	27000.000	42600.000	29700.000	49800.000	52600.000	27000.000	42600.000	55600.000	42600.000	28600.000	27000.000	55600.000	55600.000	8700.000	27000.000	26100.000	42500.000	55600.000	27000.000	49800.000	32100.000	49800.000	42600.000	27000.000	42600.000	55600.000	55600.000	27000.000	48300.000
6750000 (returns)	6500.000	6500.000	17000.000	5400.000	30000.000	6500.000	30000.000	6500.000	30000.000	6500.000	6500.000	30000.000	18900.000	48000.000	6500.000	30000.000	30000.000	17000.000	17000.000	48000.000	6500.000	48000.000	6500.000	6500.000	17000.000	6500.000	6500.000	48000.000	17000.000	17000.000	6500.000	6500.000	17000.000	18900.000	43500.000	30000.000	30000.000	6500.000	48000.000	41600.000	17000.000	30000.000	6500.000	17000.000	30000.000	6500.000	30000.000	48000.000	30100.000	17000.000	6500.000	17000.000	17000.000	6500.000	6500.000	48000.000	6500.000	48000.000	48000.000	48000.000	6500.000	30000.000	30000.000	17000.000	17000.000	6500.000	6500.000	48000.000	17000.000	17000.000	48000.000	6500.000	30000.000	48000.000	6500.000	6500.000	17000.000	17000.000	17000.000	17000.000	6500.000
7000000 (returns)	11900.000	9100.000	37800.000	11900.000	35400.000	9100.000	9100.000	37800.000	37800.000	37800.000	11900.000	9100.000	11900.000	37800.000	11900.000	11900.000	26000.000	26000.000	35200.000	25600.000	37800.000	11900.000	9200.000	36600.000	17200.000	26000.000	9100.000	9100.000	26000.000	11900.000	26000.000	9100.000	11900.000	37800.000	11900.000	11900.000	37800.000	37800.000	11900.000	9100.000	26000.000	11900.000	26000.000	4000.000	37800.000	9100.000	11900.000	9100.000	9100.000	11900.000	11900.000	37800.000	27900.000	9100.000	37800.000	11900.000	9100.000	26000.000	37800.000	26000.000	11700.000	11900.000	9100.000	9100.000	38200.000	28700.000	11900.000	37800.000	11900.000	11900.000	37800.000	37800.000	11900.000	36600.000	11900.000	9100.000	9100.000	11900.000	25900.000	9100.000
7250000 (returns)	10900.000	18000.000	33300.000	29200.000	10900.000	6100.000	10900.000	33300.000	29200.000	10900.000	33300.000	19100.000	29200.000	33300.000	29200.000	33300.000	10900.000	6100.000	29200.000	29200.000	35200.000	6100.000	19100.000	29200.000	10900.000	29200.000	29200.000	33300.000	33300.000	33300.000	6100.000	6100.000	33300.000	10900.000	33300.000	6100.000	31100.000	10900.000	6100.000	10900.000	31800.000	10900.000	6100.000	6100.000	6100.000	6100.000	29200.000	10900.000	29200.000	10900.000	29200.000	31800.000	33300.000	33300.000	29200.000	6100.000	29200.000	10900.000	31200.000	33300.000	6100.000	6100.000	33300.000	33300.000	10900.000	33300.000	10900.000	23800.000	27000.000	10900.000	29300.000	29200.000	33300.000	29200.000	33300.000	33300.000	6100.000	6100.000	10900.000	10900.000
7500000 (returns)	45100.000	45100.000	45100.000	54400.000	54400.000	89600.000	54400.000	69600.000	64500.000	69600.000	45100.000	45100.000	54400.000	89600.000	54400.000	54400.000	69600.000	69600.000	54400.000	69600.000	69600.000	96300.000	89600.000	69600.000	54400.000	54400.000	69600.000	45100.000	57700.000	69600.000	89600.000	45300.000	56400.000	69600.000	69600.000	54400.000
7750000 (returns)	30900.000	19600.000	20200.000	43600.000	30900.000	28200.000	30900.000	30900.000	47700.000	43600.000	33700.000	40900.000	47700.000	30900.000	30900.000	19600.000	36900.000	43600.000	43600.000	43600.000	30900.000	19600.000	30900.000	30900.000	43600.000	43600.000	54700.000	47700.000	47700.000	43600.000	47700.000	43600.000	60100.000	30900.000	123000.000	30900.000	30900.000	19600.000	30900.000	48300.000	19600.000	19600.000	43400.000	43600.000	30900.000	17900.000	30900.000	19600.000	47700.000	19600.000	62000.000
8000000 (returns)	109100.000	71400.000	80700.000	38800.000	31000.000	54000.000	64200.000	73500.000	38800.000	59400.000	66000.000	46300.000	54000.000	54000.000	41200.000	66000.000	71400.000	71400.000	28000.000	145500.000	67400.000	54000.000	86900.000	71400.000	79300.000	71400.000	38800.000	54000.000	38800.000	71400.000	66000.000	108500.000	71400.000
8250000 (returns)	452700.000	174400.000	148400.000	190400.000	80400.000	138600.000	15400.000	101500.000	148800.000	225000.000	35100.000	96900.000	80400.000	15400.000	174400.000
8500000 (returns)	85400.000	75200.000	56900.000	125300.000	125300.000	217500.000	106900.000	125400.000	97000.000	133800.000	108400.000	60800.000	51100.000	50700.000	198200.000	50700.000	60800.000	172400.000
8750000 (returns)	158400.000	161200.000	163200.000	546700.000	210200.000	206600.000	198800.000	149200.000	131800.000	225000.000
9000000 (returns)	940600.000	330700.000	633100.000	111100.000
9250000 (returns)	508100.000	673300.000	110400.000	79800.000
9500000 (returns)	1297500.000
9750000 (returns)	2813700.000	454300.000
10000000 (returns)	2625900.000
10250000 (returns)	2840200.000	115800.000	31700.000
10500000 (returns)	2714700.000	126800.000
10750000 (returns)	2586200.000
11000000 (returns)	272100.000	2810600.000	213900.000
11250000 (returns)	2733800.000
11500000 (returns)	2732900.000
11750000 (returns)	2779800.000	41300.000
12000000 (returns)	2819600.000
12250000 (returns)	2757000.000	200600.000	26300.000	26300.000	26300.000	30800.000	30800.000	26300.000
12500000 (returns)	2691700.000
12750000 (returns)	2758800.000	105800.000
13000000 (returns)	2665600.000
13250000 (returns)	2435000.000
13500000 (returns)	2685800.000
13750000 (returns)	2709000.000
14000000 (returns)	2781200.000
14250000 (returns)	2599700.000
14500000 (returns)	2550200.000
14750000 (returns)	2789800.000
15000000 (returns)	2810700.000
15250000 (returns)	2572300.000
15500000 (returns)	2712400.000
15750000 (returns)	29800.000	12700.000	2560500.000	29800.000
16000000 (returns)	2720000.000
16250000 (returns)	2628700.000
16500000 (returns)	2728900.000
16750000 (returns)	2708900.000
17000000 (returns)	2753200.000
17250000 (returns)	2516700.000
17500000 (returns)	2676700.000
17750000 (returns)	2746400.000
18000000 (returns)	2686000.000
18250000 (returns)	2765800.000
18500000 (returns)	2650800.000
18750000 (returns)	2704200.000
19000000 (returns)	2587800.000
19250000 (returns)	2733200.000
19500000 (returns)	2677400.000
19750000 (returns)	2572000.000
20000000 (returns)	2571100.000
20250000 (returns)	2452600.000
20500000 (returns)	2680500.000	18600.000
20750000 (returns)	2723200.000
21000000 (returns)	2643900.000
21250000 (returns)	2713200.000	17300.000	46600.000
21500000 (returns)	2655100.000
21750000 (returns)	2728800.000
22000000 (returns)	2659700.000
22250000 (returns)	2673900.000
22500000 (returns)	2535500.000
22750000 (returns)	2697100.000
23000000 (returns)	2581300.000
23250000 (returns)	2681500.000
23500000 (returns)	2587300.000
23750000 (returns)	2620400.000
24000000 (returns)	2717800.000
24250000 (returns)	2773000.000	38100.000	38100.000	19700.000	40800.000	38100.000	51600.000
24500000 (returns)	32000.000	38600.000	2713700.000
