iteration(key)	values
5000 (returns)	26.574	27.880	27.721	26.919	27.707	25.548	34.658	27.177	25.523	25.268
10000 (returns)	27.953	24.791	23.815	22.796	23.950	28.743	36.024	27.973	30.498	25.796
15000 (returns)	33.294	32.448	31.503	30.229	28.977	33.385	31.281	30.117	32.330	30.506
20000 (returns)	22.917	13.045	20.101	23.383	17.577	28.556	19.030	27.562	19.239	13.369
25000 (returns)	22.859	20.613	11.023	19.481	14.320	14.444	20.697	4.830	15.663	11.958
30000 (returns)	34.381	35.044	32.735	35.619	31.006	33.408	31.978	32.578	34.545	35.951
35000 (returns)	17.992	17.166	18.521	19.533	18.846	19.965	19.363	18.588	17.004	17.096
40000 (returns)	29.425	28.612	27.358	29.822	29.896	27.051	26.561	30.032	26.092	27.762
45000 (returns)	24.356	18.448	19.353	19.305	20.726	23.753	22.397	17.305	18.237	21.634
50000 (returns)	28.401	28.461	33.247	34.288	32.561	27.299	33.077	27.717	26.907	31.493
55000 (returns)	40.603	37.676	37.862	33.445	31.483	35.442	37.650	38.959	38.828	38.325
60000 (returns)	25.205	23.395	24.090	23.567	26.187	22.764	25.858	27.291	23.628	24.121
65000 (returns)	29.848	32.973	35.219	32.860	33.218	33.125	31.574	34.556	35.762	34.773
70000 (returns)	100.251	84.164	89.480	72.638	72.730	100.189	113.865	100.125	78.134	78.412
75000 (returns)	33.349	31.121	34.963	35.206	35.048	34.498	33.724	31.579	35.284	35.375
80000 (returns)	37.706	38.157	41.253	40.134	41.115	37.733	39.858	41.717	40.570	38.063
85000 (returns)	29.011	29.126	31.828	30.866	30.192	29.930	29.713	30.260	30.209	30.983
90000 (returns)	35.458	34.340	35.819	35.210	34.981	34.647	35.714	33.876	35.406	35.616
95000 (returns)	34.803	35.833	36.174	36.302	37.740	34.185	35.024	34.806	35.204	36.919
100000 (returns)	40.159	40.017	38.114	42.115	40.774	37.691	38.809	41.334	39.985	38.671
105000 (returns)	36.333	39.087	37.330	35.261	37.825	38.726	36.816	35.532	37.252	36.206
110000 (returns)	35.834	36.123	37.884	38.305	38.217	37.094	38.731	36.534	36.498	36.450
115000 (returns)	37.406	39.067	36.284	39.589	35.111	37.662	38.884	39.255	37.937	39.131
120000 (returns)	39.705	41.115	41.538	38.242	39.447	34.822	38.053	39.309	41.754	34.068
125000 (returns)	33.626	38.235	33.278	36.227	34.288	38.824	36.901	31.496	33.578	38.726
130000 (returns)	36.159	35.508	37.697	36.550	36.985	36.536	36.907	37.454	35.640	37.728
135000 (returns)	41.338	41.680	42.180	17.669	43.575	43.513	42.603	36.443	42.611	39.127
140000 (returns)	39.028	41.403	42.762	38.835	40.533	38.562	39.756	39.080	43.265	41.085
145000 (returns)	39.918	38.183	36.589	36.462	39.113	41.108	37.543	37.592	42.218	37.515
150000 (returns)	41.613	40.070	38.635	39.791	40.462	41.625	39.148	41.812	43.162	39.737
155000 (returns)	41.010	42.211	53.195	39.842	43.488	42.177	40.357	41.338	40.929	41.123
160000 (returns)	37.946	39.598	37.372	39.010	39.423	40.067	38.745	39.509	39.409	39.391
165000 (returns)	39.997	43.455	46.772	42.343	41.181	41.034	40.082	43.440	39.127	38.836
170000 (returns)	41.551	44.591	45.780	41.804	45.914	41.721	38.487	43.071	41.052	42.053
175000 (returns)	38.321	39.575	40.243	38.177	39.839	39.708	37.865	39.117	41.562	41.624
180000 (returns)	40.254	40.839	43.860	40.015	42.009	41.720	42.031	41.558	41.031	41.293
185000 (returns)	39.371	37.817	39.177	38.870	38.560	39.901	30.177	39.442	41.341	38.113
190000 (returns)	37.414	34.806	36.286	40.761	36.370	36.868	37.486	37.085	37.170	40.823
195000 (returns)	41.299	37.333	42.497	42.164	39.242	38.061	39.289	41.022	41.676	38.221
200000 (returns)	41.345	39.765	39.106	40.958	40.120	39.284	38.141	39.776	39.535	40.234
205000 (returns)	46.505	42.964	45.011	42.530	43.999	43.831	43.192	45.183	42.172	41.502
210000 (returns)	43.329	38.084	35.304	33.129	38.317	37.024	37.579	36.107	45.736	42.535
215000 (returns)	43.195	45.618	43.620	43.577	44.861	45.040	44.006	44.337	43.401	42.813
220000 (returns)	43.796	40.863	44.447	43.664	41.337	44.848	43.654	43.103	43.702	43.781
225000 (returns)	41.933	40.854	42.950	43.141	42.080	43.359	41.155	40.928	41.914	41.780
230000 (returns)	44.564	42.339	45.215	43.574	44.766	42.783	45.204	44.779	44.976	42.471
235000 (returns)	42.485	43.020	42.207	41.867	42.772	43.372	42.565	43.712	42.367	43.204
240000 (returns)	40.012	40.863	41.285	39.307	41.154	41.683	41.745	41.944	41.204	41.861
245000 (returns)	46.089	42.864	44.370	43.860	45.897	44.392	43.520	44.915	44.322	44.479
250000 (returns)	45.361	45.485	45.714	46.954	43.664	46.814	46.154	45.479	46.008	45.559
255000 (returns)	44.030	44.953	45.439	45.453	44.099	44.641	43.728	45.190	44.568	43.301
260000 (returns)	45.028	45.477	43.759	44.625	46.355	44.296	44.434	46.087	44.871	44.289
265000 (returns)	43.957	43.576	45.316	45.685	46.086	45.452	44.789	46.435	46.009	46.136
270000 (returns)	49.396	40.135	48.689	39.522	48.117	47.626	41.072	48.651	41.882	40.960
275000 (returns)	58.370	41.109	44.872	59.694	46.081	45.877	60.975	45.693	64.557	43.758
280000 (returns)	41.557	42.538	44.851	41.085	41.537	40.595	38.137	36.982	42.509	42.015
285000 (returns)	51.425	44.518	42.604	44.388	43.599	46.435	46.130	46.355	44.818	45.515
290000 (returns)	48.782	51.486	54.490	43.529	51.062	52.475	44.767	47.648	42.757	49.744
295000 (returns)	42.055	43.600	42.340	44.968	43.809	43.067	42.824	44.899	44.424	44.806
300000 (returns)	40.639	43.184	39.451	40.798	39.809	43.074	40.912	42.283	40.282	39.812
305000 (returns)	41.562	43.667	43.401	44.120	42.911	44.325	43.975	43.755	45.312	45.408
310000 (returns)	43.382	43.631	45.402	44.090	44.346	44.588	44.192	43.482	44.233	43.611
315000 (returns)	47.813	47.320	47.795	47.071	48.176	48.444	47.822	47.957	49.230	49.107
320000 (returns)	45.161	44.352	43.926	45.542	44.109	45.622	42.882	45.869	45.869	44.808
325000 (returns)	45.728	44.230	44.142	43.776	49.749	45.189	44.375	48.008	43.653	44.207
330000 (returns)	50.708	47.711	49.789	49.070	50.540	46.625	49.974	47.849	48.965	49.553
335000 (returns)	50.696	50.176	47.107	46.492	45.354	46.639	47.150	47.787	48.543	48.875
340000 (returns)	44.275	43.959	45.019	44.383	44.282	43.139	45.222	44.590	44.091	43.676
345000 (returns)	44.120	44.511	45.139	43.680	43.274	43.759	44.195	43.837	43.753	43.068
350000 (returns)	41.749	44.817	46.466	46.616	45.161	46.413	43.347	44.340	41.862	42.770
355000 (returns)	43.805	42.662	43.023	43.493	43.825	42.372	45.976	43.920	44.038	40.983
360000 (returns)	43.275	42.099	42.256	42.963	43.004	43.213	43.742	39.748	45.307	42.734
365000 (returns)	42.819	43.065	44.122	43.376	45.828	44.463	43.909	43.886	44.451	42.159
370000 (returns)	42.586	44.524	42.515	44.084	43.618	44.942	43.244	42.884	44.327	44.423
375000 (returns)	39.992	44.900	43.495	40.955	43.627	44.511	44.742	44.170	45.363	44.554
