iteration(key)	values
5000 (returns)	9.549	9.369	9.920	9.390	9.860	9.854	10.094	9.760	9.621	9.636
10000 (returns)	172.734	171.315	172.377	172.522	172.328	172.064	172.181	172.836	171.904	172.461
15000 (returns)	145.686	143.785	191.944	165.848	153.815	163.243	194.143	161.889	189.231	176.617
20000 (returns)	290.382	298.703	297.251	299.361	317.247	295.939	308.698	330.641	296.619	307.758
25000 (returns)	6.572	6.641	6.853	6.835	7.317	7.042	6.690	6.673	7.052	7.190
30000 (returns)	297.925	295.417	296.978	295.912	298.085	299.083	298.787	299.074	299.004	299.223
35000 (returns)	979.346	980.162	979.825	978.883	979.285	979.147	979.886	979.656	980.953	979.349
40000 (returns)	281.350	317.470	327.618	314.198	358.175	343.101	321.154	374.785	321.905	348.118
45000 (returns)	993.113	992.486	993.460	993.528	992.680	993.574	993.613	993.322	994.502	992.747
50000 (returns)	294.595	304.733	276.976	297.823	299.757	302.548	304.271	324.477	307.886	290.691
55000 (returns)	345.771	326.794	401.121	369.911	335.993	344.837	326.066	359.345	413.012	362.211
60000 (returns)	291.066	300.143	312.400	297.832	279.058	312.942	299.376	290.127	279.380	278.890
65000 (returns)	998.216	1012.763	996.409	1004.393	997.572	996.750	995.259	1004.141	997.982	997.000
70000 (returns)	1004.193	1005.516	313.492	1003.730	1004.058	1004.463	1004.163	1004.580	1005.070	1004.973
75000 (returns)	1000.821	1002.343	1002.020	1002.643	1002.609	1002.462	1001.738	1000.943	1002.059	1000.887
80000 (returns)	994.514	993.740	993.556	994.503	994.293	994.473	992.406	992.770	994.409	993.565
85000 (returns)	1010.789	1010.725	1011.863	1010.893	1012.904	1011.320	1012.013	1011.921	1010.997	1011.481
90000 (returns)	1016.551	1015.584	1016.700	1015.654	1016.681	1012.762	1016.095	1015.855	1014.581	1017.488
95000 (returns)	232.845	244.115	247.552	244.617	234.598	252.070	233.865	246.265	261.860	248.276
100000 (returns)	406.297	420.629	399.416	412.507	427.656	394.798	412.280	422.873	396.664	412.578
105000 (returns)	1002.789	1001.205	1001.397	1003.629	1002.294	1001.696	1003.012	1001.878	1002.103	1002.871
110000 (returns)	1001.979	1000.673	1000.137	1002.906	1000.177	1002.556	1000.228	999.753	1000.687	1000.560
115000 (returns)	994.978	996.134	996.848	998.739	998.609	999.293	999.260	995.181	998.293	995.368
120000 (returns)	991.905	990.174	990.899	991.869	991.316	992.376	991.077	988.913	989.387	995.275
125000 (returns)	988.834	988.401	987.827	987.625	988.020	987.086	987.621	988.413	988.211	988.524
130000 (returns)	987.653	987.800	986.700	985.315	986.991	986.026	985.060	983.395	988.475	980.309
135000 (returns)	515.144	1010.575	1010.708	511.218	1010.647	508.711	1011.129	1010.515	484.170	992.228
140000 (returns)	993.859	992.960	993.618	993.947	993.550	993.067	993.129	992.003	993.518	992.746
145000 (returns)	983.676	983.510	985.293	984.130	982.873	982.553	983.834	981.429	980.925	981.712
150000 (returns)	484.550	359.445	587.013	345.022	513.329	347.718	364.086	345.168	375.371	526.961
155000 (returns)	1016.572	1017.372	1017.673	1017.472	1017.785	1015.664	1017.534	1017.215	1017.990	1018.137
160000 (returns)	701.444	551.067	698.404	522.584	1028.082	687.880	633.369	1026.723	479.679	1025.368
165000 (returns)	460.197	433.236	402.990	380.404	412.514	504.591	423.626	422.145	433.953	417.092
