iteration	mean	std_dev
5000	25.354	17.787
10000	25.734	25.287
15000	47.084	24.520
20000	38.267	24.539
25000	26.917	20.887
30000	53.168	22.328
35000	44.103	27.435
40000	58.723	21.007
45000	57.803	20.898
50000	64.056	20.494
55000	58.446	19.406
60000	66.859	18.680
65000	70.670	16.906
70000	71.689	17.225
75000	61.048	24.849
80000	69.837	21.095
85000	72.407	19.799
90000	69.130	20.557
95000	65.118	20.893
100000	71.801	17.521
105000	74.289	18.295
110000	73.739	21.970
115000	76.390	16.556
120000	67.414	16.890
125000	67.522	22.855
130000	63.833	22.324
135000	65.918	21.250
140000	69.154	20.006
145000	71.093	19.964
150000	77.085	14.313
155000	64.471	25.815
160000	65.449	23.072
165000	72.249	16.593
170000	70.213	22.013
175000	72.434	19.836
180000	75.093	14.449
185000	69.326	19.889
190000	65.027	22.393
195000	75.680	20.934
200000	79.362	12.267
205000	70.676	20.519
210000	68.078	22.024
215000	66.410	25.542
220000	71.323	18.069
225000	64.728	22.249
230000	73.533	17.219
235000	77.434	13.058
240000	74.744	17.407
245000	76.868	12.245
250000	72.880	22.876
255000	76.962	13.616
260000	72.327	19.368
265000	77.635	14.264
270000	67.399	24.115
275000	74.635	17.211
280000	77.196	14.298
285000	77.339	16.029
290000	76.933	13.358
295000	76.223	15.725
300000	72.459	20.982
305000	73.436	17.660
310000	80.863	10.877
315000	75.986	15.397
320000	68.727	19.617
325000	68.890	22.990
330000	77.894	17.006
335000	77.008	15.823
340000	78.957	9.956
345000	71.675	21.281
350000	69.815	19.208
355000	77.676	12.727
360000	75.936	13.637
365000	69.199	22.115
370000	75.994	18.005
375000	69.848	19.711
380000	74.370	18.155
385000	76.393	15.333
390000	67.053	21.343
395000	76.025	17.253
400000	76.474	15.883
405000	77.710	16.920
410000	73.092	18.697
415000	78.666	12.173
420000	75.886	17.516
425000	75.934	16.985
430000	75.686	17.674
435000	77.373	14.443
440000	78.890	15.031
445000	75.866	16.966
450000	71.996	19.646
455000	71.793	20.150
460000	70.956	20.096
465000	77.451	14.335
470000	75.117	16.679
475000	78.714	12.839
480000	76.672	14.997
485000	72.960	18.760
490000	79.050	14.189
495000	79.413	10.942
500000	79.125	12.477
505000	80.982	11.165
510000	71.749	17.647
515000	79.412	12.743
520000	81.126	8.850
525000	73.646	14.890
530000	76.084	16.918
535000	78.951	14.942
540000	71.862	16.902
545000	80.683	10.992
550000	83.361	7.614
555000	79.343	15.066
560000	78.042	13.823
565000	75.986	18.814
570000	77.227	14.027
575000	74.780	16.677
580000	81.414	10.749
585000	79.309	13.401
590000	77.749	15.007
595000	81.278	13.276
600000	77.796	15.262
605000	73.546	19.837
610000	81.032	15.022
615000	75.303	17.533
620000	79.007	14.206
625000	80.609	14.666
630000	78.673	12.908
635000	73.373	19.125
640000	72.067	19.317
645000	71.142	19.427
650000	76.661	16.589
655000	78.447	14.759
660000	75.733	16.589
665000	79.711	12.849
670000	78.235	14.033
675000	80.649	11.020
680000	79.891	11.651
685000	73.514	17.957
690000	81.702	10.883
695000	79.505	12.852
700000	82.085	9.825
705000	81.615	8.388
710000	84.290	1.650
715000	77.970	14.422
720000	81.938	9.594
725000	80.083	12.729
730000	77.621	14.138
735000	74.918	16.160
740000	78.125	13.277
745000	80.309	13.351
750000	81.783	7.092
755000	76.689	15.903
760000	77.572	13.941
765000	76.578	17.204
770000	75.819	16.909
775000	76.871	18.518
780000	75.332	17.622
785000	78.981	16.175
790000	79.196	12.597
795000	78.245	13.759
800000	80.972	10.905
805000	80.719	12.828
810000	82.335	8.791
815000	82.653	6.809
820000	76.299	16.408
825000	77.876	13.750
830000	82.642	10.136
835000	80.088	13.220
840000	81.036	12.635
845000	80.203	11.235
850000	81.444	10.699
855000	82.759	6.441
860000	82.894	8.328
865000	78.566	13.951
870000	77.710	14.464
875000	77.253	15.581
880000	78.476	13.979
885000	81.845	11.791
890000	82.487	9.000
895000	75.136	17.114
900000	74.858	20.533
905000	84.414	5.079
910000	80.835	11.154
915000	79.620	15.576
920000	75.694	17.285
925000	80.362	13.698
930000	81.815	8.963
935000	75.231	18.227
940000	79.190	13.773
945000	81.575	10.296
950000	79.379	14.090
955000	79.275	13.595
960000	83.428	4.884
965000	79.250	12.682
970000	82.149	9.686
975000	80.236	14.489
980000	79.261	13.670
985000	80.107	12.299
990000	78.102	15.201
995000	81.748	12.723
1000000	76.031	19.334
