iteration(key)	values
500000 (returns)	593.972	593.843	593.450	576.541	573.692	595.305	585.597	586.734	580.044	574.497	584.960	576.282	585.359	595.252	584.297	587.486	582.198	594.700	594.696	581.084	588.363	576.046	573.152	562.134	583.607	585.629	586.848	584.205	585.870	594.429	575.065	591.146
1000000 (returns)	584.991	581.096	579.246	567.388	588.986	590.698	588.940	575.363	586.425	581.594	594.700	584.339	586.043	588.459	579.210	575.332	593.841	594.488	590.005	585.746	580.453	591.553	587.784	575.273	581.627	574.166	587.159	581.838	582.571	579.626	587.211	584.984
1500000 (returns)	586.412	580.344	585.179	586.263	580.991	588.407	581.705	588.167	588.856	577.414	584.367	585.137	574.706	581.613	590.161	576.277	577.700	587.796	584.070	572.605	584.594	573.536	583.742	575.023	578.435	584.669	583.841	588.801	574.941	583.958	586.454	584.645
2000000 (returns)	590.002	584.217	585.897	578.386	581.818	572.586	587.316	592.249	584.823	578.795	584.581	591.162	582.915	584.414	583.415	581.110	584.765	580.444	585.748	589.526	586.014	592.927	579.743	586.287	583.180	586.989	588.988	574.084	583.773	572.099	587.121	584.204
2500000 (returns)	584.067	586.824	573.250	589.798	574.124	589.211	582.266	585.551	588.709	578.865	393.452	579.730	583.504	582.473	586.777	583.806	586.827	579.703	582.550	586.338	590.083	579.728	585.164	589.784	578.530	587.579	580.680	585.854	582.933	589.691	589.175	584.468
3000000 (returns)	584.281	583.250	566.935	584.211	568.183	575.609	584.594	585.574	580.630	577.080	579.919	396.422	582.806	575.490	579.927	580.455	576.221	573.462	585.499	583.756	576.709	584.116	585.395	427.733	585.203	582.736	580.648	584.418	577.815	583.996	584.860	565.101
3500000 (returns)	590.766	579.816	579.571	584.493	568.904	582.908	355.075	578.984	573.187	589.947	584.724	574.520	575.360	567.473	353.819	575.508	570.683	589.947	352.374	572.490	575.416	572.440	571.486	558.301	575.408	589.302	574.815	574.597	573.760	589.908	563.125	578.173
4000000 (returns)	582.432	576.979	576.467	568.616	573.122	570.494	579.785	562.282	553.853	585.209	580.623	586.540	577.964	576.161	583.302	576.620	573.844	581.498	573.229	587.267	580.861	581.127	580.808	574.372	566.256	582.950	583.075	576.676	576.820	579.115	586.036	577.617
4500000 (returns)	584.316	575.887	584.465	571.520	588.656	584.325	579.139	583.195	582.442	569.879	584.231	358.718	586.118	586.807	575.114	586.141	586.100	584.633	589.048	586.948	587.425	373.391	587.614	584.268	568.770	569.102	586.751	586.323	585.427	580.005	375.691	583.102
5000000 (returns)	582.222	583.318	574.047	586.088	587.800	588.324	576.447	581.046	586.081	585.883	588.273	582.365	585.212	585.848	584.003	584.843	584.979	568.966	585.919	582.449	573.607	589.053	581.260	572.423	559.840	567.049	582.334	585.036	575.788	584.256	372.097	585.334
5500000 (returns)	569.589	566.105	568.143	583.298	582.853	571.837	582.876	579.437	579.957	577.631	583.194	576.813	563.903	583.178	575.591	574.882	574.442	581.073	574.299	574.253	585.300	567.186	564.441	582.896	584.191	572.748	569.081	584.713	569.060	576.600	570.292	582.491
6000000 (returns)	573.270	569.485	565.554	580.515	566.347	569.852	569.312	572.099	579.599	583.723	584.736	569.372	577.998	579.492	579.695	580.158	574.885	572.417	582.523	569.550	569.662	567.472	579.935	577.326	560.930	572.407	583.236	566.084	578.197	325.437	323.668	564.232
6500000 (returns)	581.976	341.795	563.285	576.432	573.085	573.400	563.269	549.543	335.554	351.333	342.621	557.279	580.236	551.711	566.780	578.864	580.329	580.447	341.934	566.060	568.525	572.723	562.035	339.530	341.919	342.208	568.745	584.643	340.712	342.348	573.317	568.984
7000000 (returns)	586.404	332.812	540.954	563.668	581.517	584.767	551.361	567.159	345.639	584.568	569.861	572.903	585.397	577.292	568.230	563.484	335.777	336.571	340.638	569.754	333.725	578.964	560.206	571.077	563.662	346.177	582.854	559.986	336.229	570.318	563.361	565.366
7500000 (returns)	564.860	565.886	547.548	555.446	561.917	554.951	552.304	558.567	549.113	559.312	559.251	554.143	558.887	564.116	561.879	568.032	574.598	557.053	561.387	582.654	553.732	570.569	566.798	558.799	552.077	557.145	552.532	576.215	555.881	570.220	575.252	551.900
8000000 (returns)	568.292	557.993	567.418	566.040	578.488	541.974	552.792	558.616	578.394	568.924	575.273	578.430	539.897	576.608	579.416	560.357	578.430	568.522	563.481	578.577	568.579	581.315	563.242	561.981	576.821	559.327	567.202	567.108	542.797	557.982	568.965	569.331
8500000 (returns)	539.964	565.683	572.608	574.024	570.391	570.129	563.523	553.339	548.691	578.662	542.232	579.546	576.654	542.050	562.183	544.521	578.647	574.087	539.169	578.289	574.741	574.331	565.228	553.949	574.471	557.666	560.706	571.633	541.944	567.355	567.730	573.241
9000000 (returns)	553.226	579.863	576.689	548.222	558.508	564.067	574.904	538.037	567.484	569.378	574.143	541.160	558.509	563.871	563.565	556.855	579.878	580.268	575.475	568.040	578.571	544.913	572.215	572.936	559.187	524.078	579.791	543.022	550.167	577.941	563.589	554.682
9500000 (returns)	574.505	576.713	552.304	561.979	549.513	562.280	560.029	557.105	559.512	569.438	515.816	559.595	560.696	512.969	540.058	551.600	546.024	559.993	538.023	546.897	576.532	576.569	565.022	535.385	552.380	564.769	557.691	538.028	578.188	545.922	555.664	556.171
10000000 (returns)	564.209	559.649	573.888	531.289	531.664	577.874	577.923	577.408	520.049	575.328	558.344	570.239	568.565	541.186	541.502	553.270	577.786	552.471	535.591	523.220	574.467	541.580	527.686	561.388	561.083	578.109	547.873	515.039	565.180	557.560	541.306	578.929
10500000 (returns)	575.605	514.961	582.512	562.887	534.707	576.925	533.186	567.827	539.352	536.954	575.099	541.629	533.999	561.362	539.094	572.749	550.794	541.112	559.023	573.876	521.680	570.489	536.327	568.729	538.567	523.186	532.870	534.036	547.059	547.539	556.841	533.362
11000000 (returns)	553.652	556.832	575.405	559.200	547.349	563.422	580.096	557.726	535.286	533.718	557.064	563.279	581.590	560.974	561.756	549.908	548.384	527.961	548.257	532.571	563.540	545.719	551.675	571.875	570.216	571.078	525.472	551.186	577.892	544.800	547.482	549.024
11500000 (returns)	562.774	581.294	568.850	540.563	545.838	563.476	578.813	564.483	531.837	571.016	572.817	517.154	557.718	549.133	516.558	567.928	544.305	541.762	575.684	557.027	528.102	558.882	564.804	563.186	557.000	576.454	543.396	551.210	573.254	525.766	552.383	581.328
12000000 (returns)	522.805	554.353	541.898	576.426	581.295	543.443	533.000	572.723	572.912	501.792	555.395	570.192	558.477	559.375	573.016	574.374	571.777	570.766	543.586	540.408	572.113	555.400	557.990	519.199	530.854	564.395	567.906	554.781	542.321	529.244	465.894	509.444
12500000 (returns)	545.296	566.385	541.175	553.400	527.643	541.866	536.407	517.705	552.390	567.831	570.120	543.446	540.407	538.847	574.693	570.317	542.018	568.168	556.071	566.918	551.035	557.430	557.013	578.107	551.588	542.359	575.600	580.655	534.884	543.421	558.515	576.478
